id,popularity,release_date,hit_miss,duration,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
4nVBt6MZDDP6tRVdQTgxJg,78,2013-11-25,1,245.49333,-5.8020000000000005,121.07,0.779,4,0.992,3,0.282,1,0.547,0.225,0.6,0.6629999999999999,0.0,0.119,0.0477,0.28600000000000003
7FOJvA3PxiIU0DN3JjQ7jT,71,2013-06-14,1,241.16,-7.0539999999999985,99.991,0.23,4,1.0,1,0.0,1,0.192,0.322,0.667,0.61,0.000203,0.426,0.217,0.465
0qcr5FMsEO85NAQjrlDRKo,71,2013-01-01,1,223.84,-6.85,136.95600000000002,0.226,4,0.954,8,0.058,1,0.343,0.5579999999999999,0.541,0.485,0.0,0.12,0.031,0.369
14Rcq31SafFBHNEwXrtR2B,70,2013-01-01,1,227.88,-7.438,100.003,0.705,4,1.0,6,0.247,0,0.4,0.00415,0.7759999999999999,0.413,2.68e-05,0.0724,0.0952,0.287
722tgOgdIbNe3BEyLnejw4,75,2013-01-01,1,188.01333,-6.091,130.041,0.146,4,1.0,1,0.495,1,0.362,0.000954,0.775,0.823,0.0,0.14400000000000002,0.271,0.273
2dLLR6qlu5UJ5gk0dKz0h3,77,2013-01-01,1,190.18526,-9.546,84.77799999999998,0.467,4,1.0,7,0.146,1,0.474,0.106,0.616,0.4320000000000001,0.0,0.132,0.133,0.302
5anCkDvJ17aznvK5TED5uo,74,2013-08-23,1,305.90667,-4.3580000000000005,118.004,0.619,4,1.0,3,0.59,0,0.516,0.000376,0.585,0.887,0.0518,0.132,0.0362,0.711
2nMeu6UenVvwUktBCpLMK9,75,2013-01-01,1,236.05333,-8.924,108.693,0.048,4,0.653,11,0.551,0,0.653,0.271,0.307,0.425,3.09e-05,0.11,0.0372,0.136
7xVLFuuYdAvcTfcP3IG3dS,71,2013-08-19,1,283.69333,-5.077,130.009,0.311,4,0.556,1,0.299,1,0.259,0.0246,0.841,0.733,0.0,0.174,0.142,0.284
5cbpoIu3YjoOwbBDGUEp3P,75,2013,1,267.72,-7.355,129.972,0.308,4,1.0,9,0.55,0,0.5329999999999999,0.098,0.7659999999999999,0.519,0.0,0.0855,0.0366,0.612
1j8z4TTjJ1YOdoFEDwJTQa,72,2013-04-05,1,296.52,-3.681,104.031,0.102,4,0.994,9,0.524,1,0.501,0.154,0.61,0.893,4.41e-05,0.021,0.0921,0.6729999999999999
2LvRR121MWFmmEGkuV2vQP,70,2013-12-16,1,220.24,-7.14,97.465,0.7509999999999999,4,0.994,1,0.795,1,0.542,0.132,0.919,0.506,0.0,0.0771,0.304,0.273
4jtyUzZm9WLc2AdaJ1dso7,72,2013-07-14,1,275.22667,-3.979,89.094,0.061,4,0.931,11,0.72,0,0.6759999999999999,0.763,0.7070000000000001,0.7090000000000001,0.0,0.274,0.34,0.501
4rHZZAmHpZrA3iH5zx8frV,76,2013-03-15,1,484.14667,-6.664,76.899,0.217,4,0.831,5,0.0,0,0.252,0.234,0.574,0.512,0.0,0.0946,0.0503,0.512
1yjY7rpaAQvKwpdUliHx0d,72,2013-04-05,1,216.01333,-3.763,136.01,0.952,4,1.0,5,0.7290000000000001,1,0.5479999999999999,0.0098,0.602,0.923,0.0,0.0561,0.044,0.765
6F5c58TMEs1byxUstkzVeM,76,2013-01-01,1,223.54599,-4.8210000000000015,179.984,0.048,4,1.0,7,0.34600000000000003,0,0.399,0.00487,0.5539999999999999,0.772,6.6e-06,0.354,0.0418,0.455
4RXpgGM7A4Hg7cFBoH5KyF,78,2013-01-01,1,255.09333,-4.829,124.943,0.802,4,0.982,7,0.667,0,0.763,0.0279,0.537,0.777,6.12e-05,0.0838,0.0473,0.4270000000000001
5jrdCoLpJSvHHorevXBATy,76,2013-01-01,1,215.67215,-6.122000000000001,131.931,0.669,4,0.993,6,0.8759999999999999,1,0.713,0.00314,0.645,0.585,0.0,0.165,0.0513,0.353
41yIvlFgvGwxq8qTqAR7eG,73,2013-03-05,1,210.08,-9.794,96.002,0.142,4,0.7859999999999999,1,0.339,1,0.401,0.882,0.5920000000000001,0.416,0.000586,0.112,0.0246,0.417
6Z8R6UsFuGXGtiIxiD8ISb,75,2013,1,192.78989,-4.838,117.948,0.857,5,0.374,0,0.556,1,0.591,0.000194,0.6559999999999999,0.821,0.00232,0.101,0.0325,0.7909999999999999
2AT8iROs4FQueDv2c8q2KE,77,2013-09-09,1,201.72639,-5.692,97.094,0.174,4,0.976,6,0.124,0,0.448,0.0061600000000000005,0.28800000000000003,0.758,0.0,0.303,0.0371,0.619
36tghkPg1AO4HsAzo6YpPp,71,2013,1,163.88,-7.234,114.948,0.767,4,0.5920000000000001,0,0.737,1,0.752,0.445,0.68,0.693,0.0,0.208,0.0435,0.851
086myS9r57YsLbJpU0TgK9,76,2013-09-09,1,161.1239,-6.478,92.004,0.411,4,1.0,2,0.122,1,0.455,0.0483,0.691,0.631,1.13e-05,0.104,0.0368,0.8
5xhQChGGhKLWqBqX4XhtYE,72,2013-11-19,1,259.1024,-9.582,119.038,0.795,4,1.0,1,0.733,1,0.443,0.452,0.825,0.435,0.609,0.0953,0.0568,0.243
05CrK6Q5VGtfPDtyQFJ4Kf,73,2013-01-01,1,226.33048,-5.44,85.024,0.139,4,0.973,1,0.8220000000000001,1,0.821,0.0724,0.512,0.526,0.0,0.0675,0.0251,0.249
5AnCLGg35ziFOloEnXK4uu,71,2013-10-04,1,278.74667,-5.407,119.759,0.5489999999999999,4,1.0,0,0.341,1,0.486,0.111,0.583,0.655,3.57e-06,0.113,0.0315,0.201
2vwlzO0Qp8kfEtzTsCXfyE,74,2013-10-04,1,221.36,-6.2620000000000005,119.964,0.257,4,1.0,5,0.32299999999999995,1,0.487,0.407,0.53,0.422,0.0,0.107,0.0342,0.349
48RrDBpOSSl1aLVCalGl5C,74,2013-11-05,1,250.18866,-3.68,110.049,0.728,4,0.95,1,0.012,0,0.252,0.0525,0.7809999999999999,0.853,0.0,0.12,0.0715,0.624
1V6gIisPpYqgFeWbMLI0bA,73,2013-01-01,1,210.84,-4.802,173.968,0.184,4,1.0,8,0.267,1,0.621,0.0738,0.504,0.785,0.0,0.239,0.104,0.502
3QHMxEOAGD51PDlbFPHLyJ,73,2013-07-23,1,252.34667,-3.23,105.017,0.8290000000000001,4,1.0,0,0.34,0,0.463,0.344,0.655,0.877,0.0,0.349,0.0344,0.893
6Uy6K3KdmUdAfelUp0SeXn,70,2013-07-16,1,220.57333,-3.838,185.063,0.18600000000000005,4,1.0,10,0.004,0,0.134,0.00502,0.551,0.836,2.1e-05,0.0425,0.0524,0.758
4rfaoyaZvNa60cj3OKSQV9,70,2013,1,239.01456,-6.52,173.995,0.171,4,0.997,0,0.562,1,0.57,0.11,0.69,0.6779999999999999,0.0,0.246,0.154,0.409
1ivuWgxFQb2xzxVNSlB1hF,72,2013-10-15,1,211.77696,-5.561,102.018,1.0,4,1.0,1,0.35600000000000004,1,0.366,0.000956,0.8290000000000001,0.695,0.17800000000000002,0.112,0.0473,0.369
6PUIzlqotEmPuBfjbwYWOB,73,2013-02-01,1,214.91247,-5.734,126.007,0.695,4,0.775,1,1.0,0,0.899,0.0153,0.564,0.8109999999999999,8.72e-06,0.125,0.0513,0.114
3G6hD9B2ZHOsgf4WfNu7X1,71,2013-01-01,1,193.05878,-7.428,99.984,0.342,4,1.0,6,0.684,1,0.669,0.151,0.696,0.59,0.0,0.247,0.0904,0.462
0n4bITAu0Y0nigrz3MFJMb,73,2013-01-01,1,263.82667000000004,-4.762,120.002,0.8059999999999999,4,1.0,7,0.974,1,0.628,0.00373,0.862,0.608,6.14e-06,0.0856,0.0402,0.836
67awxiNHNyjMXhVgsHuIrs,71,2013-12-18,1,213.73333,-4.1,100.014,0.386,4,1.0,1,0.115,0,0.28800000000000003,0.00107,0.818,0.799,0.128,0.057,0.156,0.0815
2Foc5Q5nqNiosCNqttzHof,75,2013-04-19,1,248.41333,-8.966000000000003,116.047,0.938,4,1.0,6,0.769,0,0.735,0.0426,0.794,0.8109999999999999,1.07e-06,0.101,0.038,0.862
0A4PZuepTcIQVvA5m7R0M1,75,2013-03-25,1,260.68,-7.033,111.277,0.962,4,1.0,2,0.512,1,0.453,0.0843,0.672,0.792,0.0605,0.302,0.0264,0.6829999999999999
2afCBiru10AFckfOa49wIa,71,2013-11-25,1,237.93333,-6.829,130.993,0.655,4,0.913,1,0.585,1,0.654,0.22,0.574,0.329,0.0,0.0986,0.0274,0.35600000000000004
1zVhMuH7agsRe6XkljIY4U,70,2013-11-18,1,250.70667000000003,-6.2860000000000005,143.808,0.52,4,1.0,8,0.303,1,0.498,0.132,0.439,0.489,0.000643,0.114,0.0368,0.253
17wxjHNmOSstc6nVIe401T,64,2013-12-10,0,219.73986,-7.558,97.088,0.132,4,1.0,5,0.479,0,0.462,0.0572,0.593,0.639,0.0,0.0622,0.114,0.34700000000000003
13P5rwmk2EsoFRIz9UCeh9,70,2013-10-04,1,237.62667,-6.279,130.02700000000002,0.804,4,1.0,8,0.431,1,0.517,0.0372,0.7190000000000001,0.6709999999999999,8.21e-06,0.12,0.0336,0.7859999999999999
4fwbGKNExPtPHbor1TBSY4,72,2013-01-01,1,228.87891,-4.862,128.861,0.422,4,1.0,7,0.235,1,0.4,0.00266,0.397,0.725,0.0,0.208,0.043,0.358
0boS4e6uXwp3zAvz1mLxZS,72,2013-01-01,1,213.26667,-5.2429999999999986,134.004,0.835,4,1.0,5,0.516,0,0.505,0.0782,0.508,0.957,0.0005650000000000001,0.132,0.101,0.419
20FZrLl9zSbO9b3DhaqO6M,69,2013-01-01,0,252.52,-5.231,140.031,0.426,4,0.901,2,0.136,1,0.23,0.000366,0.863,0.605,3.71e-06,0.132,0.0572,0.327
7nzsY8vlnKdvGOEE0rjAXZ,73,2013-09-09,1,207.35664,-6.9860000000000015,179.949,0.131,4,1.0,2,0.604,1,0.544,0.0202,0.579,0.5579999999999999,1.26e-06,0.212,0.0895,0.506
5yVIlYEHZxQVLyInCdldoS,75,2013-11-01,1,209.44,-4.785,169.515,0.134,4,1.0,0,0.388,0,0.55,0.141,0.376,0.696,0.0,0.11,0.0949,0.303
3KliPMvk1EvFZu9cvkj8p1,70,2013-11-30,1,247.96,-6.53,128.01,0.885,4,1.0,9,0.198,1,0.253,0.155,0.629,0.8240000000000001,0.000628,0.0651,0.159,0.852
5T7ZFtCcOgkpjxcuaeZbw0,70,2013-11-25,1,200.10667,-2.986,118.491,0.6659999999999999,4,1.0,1,0.8809999999999999,1,0.903,0.0227,0.652,0.877,0.0,0.0789,0.0465,0.486
69kOkLUCkxIZYexIgSG8rq,70,2013-05-17,1,369.6266700000001,-9.404,116.049,0.958,4,1.0,6,0.649,0,0.7020000000000001,0.0378,0.81,0.7929999999999999,1.82e-06,0.07200000000000001,0.0403,0.863
2cGxRwrMyEAp8dEbuZaVv6,73,2013-05-17,1,337.56,-9.516,109.942,0.467,4,1.0,10,0.629,0,0.647,0.0422,0.775,0.585,0.619,0.077,0.0271,0.518
5XeFesFbtLpXzIVDNQP22n,72,2013-09-09,1,183.95605,-9.345,67.528,0.097,4,1.0,0,0.545,0,0.5329999999999999,0.136,0.464,0.417,0.022,0.0974,0.0256,0.479
0NdTUS4UiNYCNn5FgVqKQY,72,2013-09-09,1,193.03007,-6.455,130.014,0.208,4,1.0,5,0.528,0,0.526,0.249,0.728,0.638,0.0,0.116,0.0336,0.872
5CMjjywI0eZMixPeqNd75R,70,2013-05-17,1,353.89333,-7.8279999999999985,100.163,0.285,4,1.0,10,0.66,0,0.914,0.0839,0.8320000000000001,0.659,0.00114,0.0753,0.057,0.674
2iJuuzV8P9Yz0VSurttIV5,71,2013-01-01,1,283.4,-6.849,130.033,0.6459999999999999,4,1.0,5,0.301,1,0.359,0.019,0.772,0.685,8.96e-05,0.131,0.0696,0.501
6cT5orvyKqwghJp6KB9vG0,58,2013-01-01,0,267.37332999999995,-5.2639999999999985,137.101,0.267,4,0.967,9,0.335,0,0.378,0.147,0.484,0.78,0.0,0.057,0.135,0.271
4c9WmjVlQMr0s1IjbYO52Z,70,2013-02-11,1,240.53333,-8.377,128.047,0.898,4,1.0,6,0.504,0,0.544,0.0319,0.639,0.7440000000000001,0.000458,0.466,0.0368,0.825
5GayeBzzXIEl6fY0cP42Z1,70,2013-01-01,1,148.38667,-4.0710000000000015,128.089,0.648,4,1.0,1,0.541,0,0.5379999999999999,0.0494,0.5489999999999999,0.778,0.0,0.0819,0.0451,0.318
2E43WFS4rRc09za2r2GmZl,70,2013-01-01,1,186.82667,-4.335,151.989,0.778,4,0.996,9,0.098,0,0.279,0.0342,0.557,0.922,6.69e-06,0.529,0.065,0.524
2j9AomTG3MqERKJ4luoL1G,55,2013-10-02,0,280.53234,-10.515999999999998,155.94799999999995,0.027000000000000003,4,0.97,8,0.233,0,0.243,0.299,0.588,0.606,0.0,0.688,0.456,0.536
02ZorlDGq0uTnMobHNh4EL,59,2013-01-01,0,221.40857000000003,-10.332,175.87900000000005,0.087,4,0.815,7,0.7509999999999999,1,0.706,0.516,0.489,0.536,0.0264,0.165,0.0904,0.0395
1B4L5VRP5fALiYJpHUHhZd,54,2013-05-31,0,236.54667,-6.079,158.04,0.017,4,0.998,10,0.546,1,0.5539999999999999,0.00309,0.433,0.737,0.0,0.0707,0.0322,0.344
4KgcAo8wQrXexfwpIsgzLf,55,2013-01-01,0,265.22667,-6.757999999999999,130.028,0.5379999999999999,4,0.863,2,0.56,1,0.7829999999999999,0.5670000000000001,0.573,0.485,0.0,0.136,0.0296,0.285
27aDju7VAODvQYHWrrv6o9,52,2013-01-22,0,206.8,-4.285,111.024,0.647,4,0.521,1,0.49,1,0.556,0.0382,0.731,0.71,9.92e-05,0.118,0.0332,0.633
2uRz1DAgAuK7CObjr1Lepu,51,2013-01-01,0,242.74667,-8.597000000000001,73.984,0.293,4,0.723,11,0.604,1,0.529,0.659,0.7190000000000001,0.445,0.000453,0.113,0.0468,0.551
47rzxY9wSpomHE1gT94jIT,58,2013-01-01,0,247.08,-3.1660000000000004,156.095,0.207,4,1.0,7,0.17,1,0.35200000000000004,0.127,0.621,0.8340000000000001,0.0,0.0854,0.105,0.561
1p4rYrxjVkj6v2eMzRhLfA,67,2013-01-01,0,252.69333,-6.981,81.548,0.268,4,0.997,5,0.773,1,0.6709999999999999,0.298,0.461,0.74,0.293,0.0742,0.0355,0.408
79MOydAvZYm8nyyzd6fiVi,53,2013-03-15,0,406.64,-5.54,141.88,0.113,4,0.8759999999999999,4,0.757,0,0.5589999999999999,0.275,0.5720000000000001,0.7709999999999999,0.0,0.473,0.0611,0.573
0U1cae4gRaUY1letpW1p2o,48,2013-05-21,0,271.0,-6.5920000000000005,101.765,0.519,4,1.0,9,0.574,1,0.529,0.0482,0.664,0.59,0.0,0.107,0.0522,0.507
0i4ggi1qGPbr8OqaKBm5iY,48,2013-09-17,0,238.62667,-7.557,166.04,0.14300000000000002,4,0.685,1,0.675,1,0.608,0.000264,0.449,0.635,4.650000000000001e-05,0.332,0.0397,0.273
7MPKNVgirramJIfVaYQiXf,46,2013-07-16,0,181.88417,-4.909,86.09899999999998,0.16,5,0.561,9,0.584,0,0.588,0.106,0.493,0.662,0.0,0.132,0.234,0.625
2BnfMbmWbfqi7ac5y7GHXn,53,2013-11-11,0,248.70667000000003,-4.333,133.901,0.792,4,0.9,0,0.5920000000000001,1,0.645,0.0124,0.564,0.745,0.0,0.146,0.0403,0.358
3Kemg5QPEhEjOiWUFrTkXX,70,2013-07-09,1,170.00593999999995,-2.679,109.957,0.826,4,0.921,7,0.0,0,0.158,0.194,0.836,0.961,0.0,0.07400000000000001,0.0635,0.76
4Th8cKZu3Cv86XkVy0MvEC,50,2013-10-29,0,201.26667,-5.375,146.936,0.157,4,0.951,5,0.31,0,0.502,0.0339,0.45,0.733,2e-06,0.14300000000000002,0.0292,0.394
6ft0ztGYz5XOKgM8keMgNH,47,2013-10-07,0,213.24,-3.274,159.946,0.586,4,0.519,7,0.338,1,0.4320000000000001,0.00329,0.333,0.974,0.0,0.374,0.211,0.645
4Ub8UsjWuewQrPhuepfVpd,70,2013-01-01,1,214.14766,-6.382999999999999,127.435,0.8590000000000001,4,1.0,9,0.406,1,0.418,0.0755,0.679,0.715,0.0,0.271,0.0407,0.5710000000000001
1Um3R9WA8QSEkZft3JKwmX,45,2013-04-16,0,273.93333,-3.9,140.02200000000002,0.6829999999999999,4,0.998,10,0.209,0,0.355,0.0216,0.732,0.905,0.0,0.0717,0.18,0.466
04f3ea1BQlVrhhmxS0qMDH,44,2013-01-01,0,215.48,-10.117,78.709,0.07200000000000001,3,0.281,3,0.71,1,0.621,0.8909999999999999,0.503,0.307,0.0269,0.0378,0.0543,0.388
3Yej5bmqKPysHgFAUOAHeG,45,2013-01-01,0,227.08236,-3.697,160.273,0.135,4,0.755,5,0.173,1,0.35600000000000004,0.000778,0.316,0.833,0.000176,0.108,0.046,0.349
1jBlCu47McU6xZEgNv1X2O,43,2013-09-10,0,212.29333,-4.464,159.89700000000005,0.569,4,0.7859999999999999,1,0.0,1,0.104,0.139,0.588,0.939,1.18e-06,0.552,0.392,0.731
4prKnlKzzw1O8KoxjqExdR,50,2013-11-11,0,214.11265,-5.1720000000000015,115.085,0.7120000000000001,4,0.618,5,0.502,0,0.5489999999999999,0.0657,0.74,0.762,0.0,0.182,0.158,0.8290000000000001
2jNXdH04BuEyF39STtL8Pp,43,2013-09-17,0,232.12,-6.799,111.003,0.914,4,1.0,1,0.174,1,0.415,0.048,0.5579999999999999,0.846,1.37e-06,0.27,0.0635,0.247
0bL6nye2PGBx20DhVQy6Sx,44,2013-12-17,0,288.58381,-6.257999999999999,90.014,0.14300000000000002,4,0.97,0,0.402,1,0.438,0.000481,0.277,0.84,0.0299,0.121,0.106,0.0621
05ifN6wsfyc1JIGDTTpBMp,43,2013,0,238.50667,-7.76,164.97099999999998,0.183,4,0.795,0,0.434,1,0.527,0.0208,0.404,0.605,0.00384,0.105,0.083,0.472
6vftvAdsEAAJTGQrUmHnei,51,2013-01-01,0,175.76,-4.091,90.001,0.304,4,0.984,9,0.16699999999999998,0,0.241,0.0736,0.705,0.903,0.0,0.185,0.118,0.935
4pAj2BWzorcG5wN1pi5IYT,51,2013-01-13,0,467.31714000000005,-5.727,152.02700000000004,0.175,4,0.991,10,0.457,0,0.5329999999999999,0.00213,0.333,0.885,0.0,0.0942,0.0729,0.152
1NoxTgj073hVQPsdDORlvT,50,2013-09-10,0,466.69333,-9.63,130.145,0.166,3,1.0,0,0.319,1,0.523,0.7440000000000001,0.474,0.198,2.35e-05,0.0864,0.0318,0.13
3ufi0iVYJevFAHvTYe3Ked,47,2013-06-14,0,207.16213,-3.345,122.993,0.925,4,1.0,11,0.7559999999999999,1,0.6779999999999999,0.0468,0.639,0.973,0.000328,0.0706,0.0529,0.8640000000000001
4dd5mrDXvA6t2woFcVCP2i,41,2013-03-12,0,259.85333,-6.504,178.134,0.287,4,0.983,7,0.279,1,0.568,0.0372,0.415,0.721,0.0,0.101,0.0406,0.669
2xAOsAYeCvdmdFREKlSvIR,40,2013-05-07,0,338.25333,-12.428,73.29899999999998,0.076,4,0.875,7,0.478,1,0.487,0.915,0.14300000000000002,0.3,0.889,0.104,0.0337,0.0698
7eyb9w6SHyShPXXUt642bM,40,2013-08-16,0,186.52,-10.287,136.47799999999998,0.213,4,1.0,11,0.442,0,0.495,0.8029999999999999,0.519,0.242,9.64e-05,0.138,0.0286,0.147
2bRDqUlW4ZsXkbxreMKZul,38,2013-03-26,0,261.58667,-4.333,120.038,0.75,4,0.958,6,0.91,1,0.8079999999999999,0.000321,0.5,0.95,0.0293,0.382,0.0677,0.281
2ilqQ7D484m3p582yys0sq,40,2013-02-15,0,317.58667,-6.447,103.974,0.79,4,0.992,3,0.374,1,0.434,0.0155,0.556,0.86,0.0,0.3,0.0407,0.4320000000000001
5GQWKr06DK6EP2ckpXMS4C,42,2013-02-20,0,264.96,-7.399,106.013,0.813,4,1.0,0,0.55,1,0.625,0.08199999999999999,0.7909999999999999,0.483,0.179,0.189,0.0316,0.411
2Pan3RlcjS43Yck4LrXBQ1,40,2013-07-12,0,178.76971,-8.692,95.014,0.887,4,1.0,9,0.485,0,0.528,0.0783,0.747,0.528,0.0,0.0529,0.0317,0.695
6ZWxiWZpUhEfBu8DBp58mY,40,2013-07-09,0,278.15184,-2.004,127.962,0.797,4,0.873,3,0.394,0,0.42,0.0142,0.7509999999999999,0.615,0.0,0.0777,0.0408,0.41
1VGnZMDAUKS2YBTHPD6vN4,38,2013-05-28,0,175.80354,-4.944,116.448,1.0,4,0.787,10,0.975,1,0.519,0.341,0.735,0.7140000000000001,1.24e-05,0.12,0.038,0.775
6PjVB3PEoiMscyw7HD2lKO,42,2013-08-06,0,231.54667,-7.445,77.117,0.027000000000000003,4,0.444,8,0.528,1,0.6609999999999999,0.6459999999999999,0.471,0.329,4.36e-06,0.0858,0.0363,0.147
6qOoAJrmUXqZaxRRprULvl,39,2013-11-19,0,213.48585,-7.482,171.919,0.638,4,1.0,1,0.55,1,0.477,0.267,0.757,0.602,0.00524,0.0718,0.237,0.451
4ld9QYEpwDD3m8gGfUn19Z,43,2013-01-01,0,362.83946,-8.047,98.046,0.478,4,1.0,6,0.108,0,0.234,0.114,0.693,0.53,0.112,0.127,0.0279,0.65
0ODl52Es33FHPbuAcgNDzR,48,2013-06-14,0,95.33333,-10.188,139.57399999999998,0.114,4,0.224,7,0.45,1,0.569,0.764,0.768,0.366,0.0,0.0997,0.0556,0.722
03Z4mIhCTYhlT1v7mkBJjg,46,2013-02-19,0,255.0,-7.607,175.907,0.366,4,1.0,4,0.7929999999999999,0,0.667,0.24,0.726,0.58,0.0,0.29100000000000004,0.295,0.868
454J7DnvlUEQCDnBuGn0yr,42,2013-12-17,0,244.0,-4.396,119.99,0.442,4,0.992,7,0.494,1,0.7809999999999999,0.0727,0.6890000000000001,0.775,0.0,0.091,0.0807,0.382
0xiI5ZeP6mUbem9onslgtK,54,2013-10-28,0,241.68,-10.053,119.942,0.6459999999999999,4,1.0,0,0.6970000000000001,1,0.6809999999999999,0.56,0.7,0.407,2.11e-06,0.376,0.0298,0.316
2CTRVnrcPU0F1QuUPfju5V,38,2013-05-14,0,257.37332999999995,-3.4410000000000003,103.055,0.601,4,0.924,1,0.622,0,0.795,0.004070000000000001,0.5870000000000001,0.982,0.0,0.0906,0.055,0.35600000000000004
4YhnDBFlyO51T4Ps8bsMqH,38,2013-12-09,0,254.91868,-2.38,92.495,0.011,3,0.229,7,0.45,1,0.527,0.000189,0.448,0.971,1.24e-06,0.36,0.0749,0.26
4UnEP3e1QfTLffaSJXWMpt,44,2013-01-01,0,148.0,-3.089,160.007,0.136,4,1.0,11,0.16899999999999998,0,0.281,0.29,0.6629999999999999,0.911,0.0,0.7040000000000001,0.384,0.57
0OosghwiloKlyvGgWhal6U,38,2013-01-01,0,363.97333,-2.667,148.15200000000004,0.159,4,0.972,7,0.638,1,0.643,0.388,0.703,0.8440000000000001,0.0,0.519,0.325,0.643
35bidZYpUmUyimy65AsR5a,52,2013-01-01,0,235.45333,-2.821,125.361,0.727,4,0.6709999999999999,11,0.364,1,0.502,0.737,0.591,0.8440000000000001,3.06e-06,0.952,0.0379,0.5379999999999999
7twu3PUesuqZ6WCGeGUmJW,54,2013-01-01,0,218.38667,-4.555,141.983,0.69,4,1.0,5,0.35200000000000004,1,0.417,0.0589,0.464,0.95,2.61e-05,0.305,0.0677,0.37
3eAu4JlXOa5MfpIYaNSmQy,37,2013-10-04,0,214.21333,-5.694,109.998,0.952,4,1.0,5,0.239,1,0.377,0.198,0.6609999999999999,0.897,0.00037,0.273,0.0593,0.746
5aCY2Tv68Wudcr0f9BIHXh,35,2013-01-01,0,208.89333,-4.308,81.068,0.14300000000000002,4,1.0,7,0.479,1,0.591,0.312,0.599,0.713,0.000789,0.201,0.0268,0.355
2M0LtfIK03hwG9sRv99qMB,36,2013-07-09,0,194.13333,-8.991,79.962,0.019,4,0.527,7,0.469,1,0.35600000000000004,0.56,0.501,0.451,0.0,0.188,0.195,0.563
10iX2nu0QZKgrUQirGIM2D,34,2013,0,283.04667,-11.232,106.414,0.894,4,1.0,0,0.769,1,0.529,0.313,0.816,0.589,0.299,0.0807,0.0884,0.7340000000000001
3ZmEBdrB7SYeCkSLdedRME,34,2013-01-24,0,232.49333,-12.55,136.916,0.826,4,0.975,7,0.063,1,0.295,0.0552,0.63,0.5720000000000001,0.000276,0.108,0.0704,0.595
