id,popularity,release_date,hit_miss,duration,key,key_confidence,loudness,mode,mode_confidence,tempo,tempo_confidence,time_signature,time_signature_confidence,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
1Ser4X0TKttOvo8bgdytTP,76,6/1/15,1,212.94667,2,0.386,-6.2139999999999995,1,0.385,185.05599999999998,0.188,4,0.809,0.184,0.687,0.563,0.0,0.0681,0.163,0.11199999999999999
7lGKEWMXVWWTt3X71Bv44I,77,30/6/15,1,193.54667,0,0.062,-6.169,1,0.34,117.055,0.114,4,1.0,0.17800000000000002,0.389,0.665,0.000732,0.11599999999999999,0.0644,0.19899999999999998
78TTtXnFQPzwqlbtbwqN0y,80,24/1/15,1,188.238,2,0.494,-5.667999999999999,1,0.628,205.888,0.32,4,0.9470000000000001,0.878,0.5760000000000001,0.267,0.0,0.11900000000000001,0.044000000000000004,0.326
5XAPpyIoYF3QXP34Hv8Pvx,77,21/9/15,1,145.07828,5,0.541,-7.0920000000000005,0,0.48700000000000004,105.977,0.39,4,0.804,0.324,0.753,0.679,4.210000000000001e-05,0.423,0.0349,0.19
2GiJYvgVaD2HtM8GqD9EgQ,75,16/10/15,1,218.10667,6,0.0,-7.627000000000001,0,0.22399999999999998,120.041,0.488,4,1.0,0.00543,0.611,0.797,0.00137,0.26,0.0533,0.518
50kpGaPAhYJ3sGmk6vplg0,83,13/11/15,1,233.72,4,0.63,-9.954,1,0.7120000000000001,102.541,0.349,4,0.894,0.856,0.607,0.376,0.0,0.285,0.45299999999999996,0.545
2JzZzZUQj3Qff7wapcbKjc,80,2015,1,229.52576000000002,10,0.22399999999999998,-7.502999999999999,1,0.33,80.025,0.341,4,0.12300000000000001,0.369,0.6890000000000001,0.48100000000000004,1.03e-06,0.0649,0.0815,0.28300000000000003
32OlwWuMpZ6b0aN2RZOeMS,81,12/1/15,1,269.66667,0,0.605,-7.223,1,0.45299999999999996,114.988,0.743,4,1.0,0.00801,0.856,0.609,8.149999999999999e-05,0.0344,0.0824,0.9279999999999999
2YlZnw2ikdb837oKMKjBkW,80,9/1/15,1,225.05333,0,0.217,-7.2589999999999995,1,0.494,108.038,0.247,3,0.98,0.4,0.63,0.53,0.0,0.177,0.0434,0.41700000000000004
27GmP9AWRs744SzKcpJsTZ,76,20/9/15,1,205.87918,1,0.762,-7.2860000000000005,1,0.655,142.072,0.552,4,1.0,0.0563,0.852,0.5529999999999999,0.0,0.332,0.187,0.6559999999999999
2d8JP84HNLKhmd6IYOoupQ,74,25/9/15,1,222.09332999999998,7,0.105,-3.803,1,0.369,148.075,0.429,4,0.975,0.0244,0.746,0.873,0.0,0.354,0.128,0.8170000000000001
7FYH5AW3bVfZHJIQpq3UOA,76,24/2/15,1,284.38667000000004,1,0.522,-5.48,1,0.29,97.99799999999999,0.39399999999999996,4,0.917,0.0372,0.8220000000000001,0.7340000000000001,0.0,0.325,0.0738,0.425
2iuZJX9X9P0GKaE93xcPjk,80,15/5/15,1,235.49333,1,0.45,-7.055,1,0.605,120.07600000000001,0.797,4,1.0,0.0591,0.748,0.7879999999999999,0.0,0.0863,0.0334,0.884
56twMOlq9DJc3EgpVUVIrW,79,1/1/15,1,191.30794,8,0.39399999999999996,-7.542999999999999,1,0.625,139.321,0.078,3,1.0,0.475,0.41200000000000003,0.47200000000000003,0.0,0.0974,0.0476,0.327
3WjyiSbfR74pjWXQ3IaFKJ,75,4/12/15,1,245.52,5,0.34299999999999997,-5.962999999999999,0,0.402,89.546,0.016,4,1.0,0.124,0.802,0.41200000000000003,0.0,0.10300000000000001,0.0478,0.39399999999999996
22VdIZQfgXJea34mQxlt81,79,28/8/15,1,213.52,9,0.7959999999999999,-5.526,0,0.622,107.939,0.738,4,1.0,0.11199999999999999,0.705,0.769,0.0,0.105,0.0426,0.59
40YcuQysJ0KlGQTeGUosTC,78,4/12/15,1,251.46667000000002,0,0.778,-6.524,0,0.703,111.99600000000001,0.76,4,0.963,0.0186,0.757,0.672,0.0,0.158,0.0955,0.382
5NQbUaeTEOGdD6hHcre0dZ,75,29/6/15,1,196.69333,7,0.33299999999999996,-5.7379999999999995,1,0.616,190.05,0.096,4,1.0,0.00256,0.618,0.7170000000000001,0.0,0.625,0.318,0.603
2IO7yf562c1zLzpanal1DT,76,28/8/15,1,199.59342,10,0.561,-7.327999999999999,0,0.5870000000000001,119.99700000000001,0.479,4,1.0,0.223,0.731,0.58,0.0,0.129,0.0399,0.319
4S7YHmlWwfwArgd8LfSPud,75,26/5/15,1,238.30667000000003,2,0.833,-15.085999999999999,1,0.743,120.06,0.35100000000000003,4,1.0,0.193,0.598,0.252,0.138,0.0992,0.0647,0.0352
64GRDrL1efgXclrhVCeuA0,78,6/11/15,1,219.53578,4,0.51,-11.138,1,0.642,125.319,0.121,4,0.9390000000000001,0.919,0.46799999999999997,0.19,0.0,0.107,0.0373,0.326
6Knv6wdA0luoMUuuoYi2i1,77,7/4/15,1,192.19057,7,0.209,-4.792,0,0.38799999999999996,94.006,0.428,4,1.0,0.0215,0.688,0.7020000000000001,0.0,0.128,0.0499,0.74
5jsw9uXEGuKyJzs0boZ1bT,75,14/4/15,1,206.88,1,0.221,-6.681,1,0.391,149.882,0.09300000000000001,4,1.0,0.0152,0.746,0.754,0.0,0.0486,0.067,0.764
5jROdl6MhcmP3O7h2sVgtw,73,4/5/15,1,253.2,6,0.517,-7.4110000000000005,1,0.604,113.038,0.94,4,0.991,0.00967,0.642,0.762,5.720000000000001e-05,0.182,0.0296,0.605
4h0zU3O9R5xzuTmNO7dNDU,78,21/8/15,1,275.28,7,0.5589999999999999,-15.099,1,0.61,123.994,0.32299999999999995,4,1.0,0.965,0.71,0.0565,0.0,0.0889,0.0534,0.348
0H04yVa3DJxoXbLBpAb7iV,71,13/11/15,1,197.28,10,0.41100000000000003,-3.838,1,0.48700000000000004,127.99700000000001,0.8320000000000001,4,0.9620000000000001,0.0282,0.575,0.845,0.0,0.0814,0.035,0.376
5rgrBsAFYMun6yhtnLKRPz,73,2/10/15,1,249.32,1,0.48700000000000004,-8.078,1,0.54,132.639,0.275,4,0.9329999999999999,0.344,0.5379999999999999,0.449,0.0,0.157,0.0463,0.27
4PhsKqMdgMEUSstTDAmMpg,76,28/8/15,1,249.04,7,0.434,-9.837,0,0.478,134.035,0.292,4,0.996,0.218,0.569,0.629,0.0,0.135,0.0485,0.0726
34oWbFBfGEElvgO0a5c9V4,71,13/11/15,1,165.29066,5,0.503,-8.372,0,0.643,117.53200000000001,0.75,4,0.409,0.0673,0.943,0.595,0.0,0.0839,0.191,0.815
4irYeuAi87yyGHcI4h9s0x,75,20/11/15,1,111.02018000000001,7,0.38799999999999996,-6.188,1,0.45299999999999996,106.075,0.777,4,0.872,0.0725,0.8490000000000001,0.648,0.00592,0.0984,0.0832,0.196
0NTMtAO2BV4tnGvw9EgBVq,77,26/3/15,1,219.30594,10,0.153,-4.97,0,0.508,102.95,0.23800000000000002,4,1.0,0.0538,0.778,0.741,2.04e-06,0.29,0.0484,0.364
7q0aQpiLv5tIsupcgQ3Ny4,70,20/1/15,1,200.73333,5,0.4,-8.302999999999999,1,0.504,127.81,0.777,4,1.0,0.0846,0.7170000000000001,0.455,0.0,0.11,0.0276,0.389
2s1sdSqGcKxpPr5lCl7jAV,72,1/5/15,1,216.12,1,0.5579999999999999,-2.88,1,0.67,117.089,0.16699999999999998,5,0.5,0.0197,0.39899999999999997,0.787,6.07e-05,0.0685,0.0499,0.5720000000000001
5tsI3xxDHDgzHhn30LTQNz,72,30/10/15,1,268.56557999999995,2,0.988,-11.158,1,0.78,129.937,0.16699999999999998,4,0.7959999999999999,0.5329999999999999,0.815,0.364,3.52e-05,0.10800000000000001,0.375,0.32799999999999996
09CtPGIpYB4BrO8qb1RGsF,81,13/11/15,1,200.78667,0,0.6509999999999999,-3.7239999999999998,0,0.654,100.209,0.602,4,1.0,0.0865,0.605,0.768,0.0,0.308,0.0476,0.414
0N3W5peJUQtI4eyR6GJT5O,75,16/3/15,1,234.69332999999997,6,0.0,-4.569,0,0.122,107.059,0.892,4,1.0,0.00589,0.884,0.657,0.0,0.154,0.0977,0.489
4scpF6J5uMBvoh6sFB7EL1,75,6/1/15,1,200.08,6,0.231,-7.797000000000001,1,0.33,125.008,0.653,4,0.995,0.013000000000000001,0.888,0.483,4.85e-06,0.0926,0.154,0.226
4NYwy0R3NdvORX2B6OZXBT,72,23/6/15,1,197.85438,7,0.0,-7.834,0,0.0,94.947,0.231,4,1.0,0.679,0.733,0.408,3.9200000000000004e-05,0.11,0.0388,0.29100000000000004
0Mn3amMRMoabaoTf1Publ4,76,1/1/15,1,205.7458,10,0.42200000000000004,-6.197,0,0.461,130.018,0.39299999999999996,4,0.995,0.00182,0.606,0.763,0.00015900000000000002,0.11599999999999999,0.0669,0.309
08zJpaUQVi9FrKv2e32Bah,72,4/12/15,1,240.32,1,0.0,-7.7620000000000005,1,0.33399999999999996,129.285,0.336,4,1.0,0.674,0.65,0.557,0.0,0.11,0.312,0.4
5wldXGLEOoRXxMWJ8rIUWE,73,1/6/15,1,176.56113,7,0.6970000000000001,-3.0810000000000004,0,0.659,98.007,0.195,4,1.0,0.00346,0.723,0.809,0.00123,0.565,0.0625,0.27399999999999997
3cNjgVBKTJ1SvKhunrCdVy,78,6/11/15,1,210.58036,4,0.579,-4.868,0,0.515,84.264,0.0,4,0.986,0.0118,0.513,0.768,1.9399999999999997e-05,0.294,0.0587,0.235
6TaqooOXAEcijL6G1AWS2K,75,21/10/15,1,229.74667000000002,0,0.358,-5.845,1,0.495,95.055,0.365,4,1.0,0.11900000000000001,0.6890000000000001,0.521,8.41e-05,0.10800000000000001,0.132,0.17800000000000002
7gHs73wELdeycvS48JfIos,79,4/12/15,1,212.62667000000002,6,0.624,-5.0969999999999995,1,0.833,90.01100000000001,0.094,4,0.9520000000000001,0.0291,0.589,0.6509999999999999,3.2e-06,0.111,0.0306,0.166
0Y0TOsE1q11qgbi7c5WZsG,72,29/6/15,1,197.13333,1,0.21,-6.941,1,0.326,167.90900000000002,0.054000000000000006,3,0.797,0.317,0.727,0.599,0.0,0.21899999999999997,0.327,0.386
0PXp9QxBfSKGGpWUNaws2X,71,31/7/15,1,251.85963999999998,11,0.355,-9.814,1,0.5329999999999999,122.04299999999999,0.284,4,1.0,0.157,0.7090000000000001,0.36200000000000004,0.0,0.109,0.055,0.113
3iVcZ5G6tvkXZkZKlMpIUs,73,16/3/15,1,219.33333,7,0.774,-5.974,1,0.488,110.03399999999999,0.765,4,0.735,0.0742,0.7959999999999999,0.7659999999999999,0.0,0.0827,0.23800000000000002,0.5579999999999999
3bnVBN67NBEzedqQuWrpP4,75,15/5/15,1,188.49333000000001,2,0.341,-4.802,1,0.542,120.113,0.713,4,0.688,0.0189,0.655,0.632,0.0,0.0722,0.0489,0.447
0NeJjNlprGfZpeX2LQuN6c,74,15/6/15,1,238.56,8,0.613,-10.866,1,0.5710000000000001,128.128,0.489,4,0.9690000000000001,0.6890000000000001,0.6579999999999999,0.179,0.0,0.17,0.0448,0.191
0NBiC3zLXoBQXBjsbnbwJq,71,31/7/15,1,244.33991,7,0.688,-6.695,1,0.674,114.94,0.322,4,1.0,0.203,0.831,0.514,0.000156,0.115,0.0368,0.397
5fSPbm5lcwtqwXkeQQswW8,70,11/11/15,1,179.34667,5,0.645,-8.12,1,0.601,160.031,0.028999999999999998,4,1.0,0.205,0.589,0.6409999999999999,0.0,0.0864,0.0838,0.57
0hNduWmlWmEmuwEFcYvRu1,81,2015,1,237.79265,6,0.623,-9.474,1,0.64,90.838,0.35100000000000003,4,1.0,0.7290000000000001,0.7829999999999999,0.467,0.809,0.109,0.0503,0.23600000000000002
0jllH0usRFD4LJkJnGK9Lf,76,9/8/15,1,189.0,7,1.0,-12.044,1,0.88,74.99,0.151,4,1.0,0.6940000000000001,0.657,0.355,0.00042699999999999997,0.12300000000000001,0.0714,0.0808
1Cj2vqUwlJVG27gJrun92y,75,21/8/15,1,248.46667000000002,6,0.193,-9.367,0,0.45299999999999996,85.794,0.012,4,0.7070000000000001,0.46799999999999997,0.322,0.28,1.1e-06,0.102,0.0281,0.175
0tV8pOpiNsKqUys0ilUcXz,76,28/8/15,1,253.34227,1,0.545,-7.031000000000001,1,0.597,118.58200000000001,0.013000000000000001,4,0.898,0.805,0.39799999999999996,0.316,0.0,0.295,0.0368,0.174
6fTdcGsjxlAD9PSkoPaLMX,70,30/6/15,1,226.01373999999998,0,0.573,-6.56,1,0.585,158.063,0.061,4,1.0,0.53,0.511,0.596,0.0,0.0798,0.22399999999999998,0.5539999999999999
72Bz4ciRZPBcVSw0nrZDHi,76,4/5/15,1,207.74612,8,0.313,-6.542999999999999,1,0.402,95.979,0.022000000000000002,4,1.0,0.0299,0.7140000000000001,0.5589999999999999,0.0,0.08800000000000001,0.0515,0.41100000000000003
2X485T9Z5Ly0xyaghN73ed,75,17/7/15,1,467.58667,1,0.33899999999999997,-5.875,0,0.486,125.012,0.838,4,0.975,0.00462,0.602,0.8809999999999999,0.0266,0.111,0.0443,0.5770000000000001
4jTiyLlOJVJj3mCr7yfPQD,72,6/1/15,1,206.30667,5,0.371,-5.06,0,0.439,142.99200000000002,0.22,4,0.8909999999999999,0.275,0.718,0.6920000000000001,0.0,0.11800000000000001,0.14800000000000002,0.721
2EWpa5XnAuSn0sIkSSIhYk,71,15/7/15,1,274.09333,0,0.715,-6.516,0,0.685,101.05,0.46299999999999997,4,1.0,0.13,0.6509999999999999,0.716,0.0616,0.125,0.0258,0.722
66hayvUbTotekKU3H4ta1f,77,24/2/15,1,250.28571000000002,4,0.34600000000000003,-4.038,0,0.38299999999999995,139.43200000000002,0.708,4,0.807,0.040999999999999995,0.43200000000000005,0.7809999999999999,4.21e-06,0.0789,0.0567,0.19699999999999998
