id,popularity,release_date,hit_miss,duration,key,key_confidence,loudness,mode,mode_confidence,tempo,tempo_confidence,time_signature,time_signature_confidence,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
3vv9phIu6Y1vX3jcqaGz5Z,74,16/6/15,1,226.73882000000003,4,0.389,-7.055,1,0.517,100.001,0.212,4,1.0,0.0435,0.713,0.802,0.0037700000000000003,0.309,0.0561,0.34299999999999997
5lFDtgWsjRJu8fPOAyJIAK,71,31/7/15,1,170.63778,8,0.528,-3.8689999999999998,0,0.47200000000000003,174.00799999999998,0.062,4,1.0,0.00898,0.635,0.47200000000000003,0.0,0.11699999999999999,0.511,0.373
3Te8uLyit6X3ncNW8Fp3K2,74,20/1/15,1,189.38667,2,0.406,-3.594,1,0.496,108.038,0.8009999999999999,4,1.0,0.00139,0.613,0.8740000000000001,1.82e-06,0.6559999999999999,0.0697,0.5429999999999999
7JXZq0JgG2zTrSOAgY8VMC,71,12/2/15,1,320.4,7,0.386,-8.724,1,0.532,195.092,0.018000000000000002,4,1.0,0.614,0.508,0.23399999999999999,0.00016299999999999998,0.111,0.109,0.392
5n0CTysih20NYdT2S0Wpe8,72,18/12/15,1,225.97332999999998,0,0.19,-5.655,1,0.376,77.861,0.29600000000000004,4,0.996,0.392,0.47,0.623,0.000453,0.0992,0.0302,0.298
2P4OICZRVAQcYAV2JReRfj,80,2/10/15,1,230.61333,6,0.55,-3.863,0,0.7070000000000001,127.999,0.718,4,0.987,0.31,0.579,0.736,0.0,0.198,0.0527,0.613
4TTV7EcfroSLWzXRY6gLv6,71,25/9/15,1,236.73769,11,0.552,-7.862,0,0.711,131.998,0.305,4,0.995,0.524,0.609,0.435,0.0,0.11800000000000001,0.284,0.563
51EC3I1nQXpec4gDk0mQyP,71,4/9/15,1,339.06667000000004,9,0.239,-6.7410000000000005,0,0.295,81.404,0.09300000000000001,4,0.955,0.113,0.402,0.526,8.33e-06,0.105,0.0904,0.312
4gbVRS8gloEluzf0GzDOFc,76,15/5/15,1,189.96,1,0.6509999999999999,-5.522,0,0.6920000000000001,120.03200000000001,0.845,4,0.9840000000000001,0.0205,0.742,0.713,0.0,0.059000000000000004,0.0303,0.879
2N3U8uTYhjX2KwGT0pf5x0,75,26/5/15,1,260.98667,4,0.0,-8.684,1,0.237,149.822,0.09,4,0.7,0.0101,0.39399999999999996,0.6609999999999999,0.0,0.34299999999999997,0.193,0.335
1Bqxj0aH5KewYHKUg1IdrF,71,4/12/15,1,222.46667000000002,0,0.31,-8.968,1,0.434,126.51,0.035,4,0.96,0.0705,0.586,0.525,0.0,0.0729,0.498,0.491
0fYVliAYKHuPmECRs1pbRf,75,30/6/15,1,195.2,2,0.295,-6.002999999999999,1,0.552,90.052,0.214,4,1.0,0.0144,0.526,0.862,0.0597,0.22899999999999998,0.0905,0.528
4B0JvthVoAAuygILe3n4Bs,78,13/11/15,1,205.68,5,0.264,-8.273,0,0.43799999999999994,125.03399999999999,0.883,4,1.0,0.61,0.8370000000000001,0.5710000000000001,0.000898,0.0849,0.0922,0.8009999999999999
0Dc7J9VPV4eOInoxUiZrsL,73,4/12/15,1,266.84,2,0.302,-5.221,0,0.584,97.988,0.091,4,1.0,0.42100000000000004,0.851,0.525,0.0,0.111,0.0874,0.405
6AoYWCzsDls6c61Zp5qTuU,71,31/7/15,1,290.83569,2,0.639,-5.361000000000001,1,0.345,98.012,0.39899999999999997,4,1.0,0.114,0.858,0.6970000000000001,0.0,0.22399999999999998,0.23,0.364
4uQ7wYsuL0DryknoDc11Hk,70,30/6/15,1,183.15946,7,0.013000000000000001,-6.577999999999999,1,0.317,100.039,0.21899999999999997,4,1.0,0.445,0.915,0.54,3.63e-05,0.11,0.0661,0.111
7uJH0YdSZL6psjxI6Xy08b,72,28/8/15,1,348.85332999999997,7,0.353,-9.838,0,0.519,101.09700000000001,0.46799999999999997,4,0.9490000000000001,0.484,0.37200000000000005,0.47700000000000004,0.0,0.0844,0.0497,0.254
70nmZhHZLNVYWP4NON41Zw,71,1/9/15,1,205.7663,8,0.0,-7.244,0,0.032,112.027,0.395,4,1.0,0.067,0.526,0.62,0.000241,0.139,0.281,0.187
5y6pj7OeBFF0CVgZKhRbOG,78,6/11/15,1,211.77333,4,0.19699999999999998,-4.4639999999999995,1,0.225,111.98700000000001,0.8590000000000001,4,1.0,0.0348,0.777,0.895,0.0,0.317,0.0618,0.826
5E30LdtzQTGqRvNd7l6kG5,75,30/10/15,1,260.17332999999996,10,0.114,-9.461,1,0.249,85.012,0.541,4,0.997,0.0678,0.588,0.521,0.149,0.12300000000000001,0.0329,0.337
1ID1QFSNNxi0hiZCNcwjUC,71,12/2/15,1,241.85332999999997,1,0.32899999999999996,-7.605,1,0.413,100.07600000000001,0.35600000000000004,4,0.998,0.024,0.715,0.561,0.0,0.0769,0.0721,0.297
4frLb7nWtsz2ymBE6k2GRP,70,28/8/15,1,277.68,2,0.368,-8.275,0,0.456,119.839,0.23399999999999999,3,1.0,0.408,0.647,0.29100000000000004,0.0,0.0771,0.0363,0.4
79XrkTOfV1AqySNjVlygpW,72,12/2/15,1,181.93333,11,0.588,-8.038,1,0.563,172.05599999999998,0.335,4,1.0,0.32899999999999996,0.743,0.5710000000000001,0.0,0.522,0.505,0.5710000000000001
5DHQKZCOZhGNTbYBCekWx0,73,31/3/15,1,270.45333,0,0.513,-6.617000000000001,1,0.589,129.965,0.324,4,1.0,0.24100000000000002,0.507,0.635,4.82e-06,0.102,0.0458,0.0496
46lFttIf5hnUZMGvjK0Wxo,75,5/6/15,1,227.07374,1,0.519,-4.119,1,0.674,126.008,0.7,4,0.9470000000000001,0.007109999999999999,0.506,0.805,0.00193,0.0856,0.0469,0.38299999999999995
4cxvludVmQxryrnx1m9FqL,70,25/9/15,1,333.15415,8,0.242,-6.763999999999999,1,0.44,90.936,0.0,4,1.0,0.15,0.8290000000000001,0.649,0.0,0.0904,0.317,0.569
5PUawWFG1oIS2NwEcyHaCr,71,20/1/15,1,211.57332999999997,4,0.311,-2.608,0,0.41700000000000004,149.958,0.5710000000000001,4,1.0,0.11900000000000001,0.623,0.956,0.000227,0.617,0.0753,0.7390000000000001
5j4hSQH0KaAc8f6cimnXIT,69,4/5/15,0,244.33333,9,0.619,-9.066,1,0.633,116.12299999999999,0.406,3,1.0,0.055,0.5589999999999999,0.301,0.00979,0.10099999999999999,0.0297,0.177
0hy1SOTEn9ifXTzOwnCwEr,72,29/6/15,1,223.97332999999998,11,0.516,-5.287999999999999,0,0.5379999999999999,77.521,0.254,4,1.0,0.0242,0.589,0.6579999999999999,0.0,0.11800000000000001,0.203,0.251
2TI2fw9FWPeah6N4k1b4NU,70,3/8/15,1,226.07342000000003,7,0.271,-12.478,1,0.415,130.041,0.52,4,1.0,0.56,0.81,0.266,1.05e-06,0.0962,0.0407,0.212
0k6DnZMLoEUH8NGD5zh2SE,75,24/2/15,1,225.22667,6,0.597,-5.095,1,0.557,98.031,0.348,4,1.0,0.0399,0.823,0.563,0.0,0.0851,0.0443,0.682
49zD0wr2S3d0lZPib0K4e1,70,17/7/15,1,237.4,11,1.0,-5.896,0,0.752,139.995,0.491,4,1.0,0.0698,0.8740000000000001,0.568,1.3800000000000002e-05,0.149,0.22399999999999998,0.46
5NQJnRpJHRaupdegphntQT,72,20/11/15,1,222.18667000000002,11,0.535,-3.614,0,0.66,93.007,0.43,4,0.991,0.0132,0.684,0.71,0.0,0.444,0.0779,0.451
2bL2gyO6kBdLkNSkxXNh6x,74,15/5/15,1,231.01332999999997,4,0.414,-6.46,0,0.41200000000000003,189.868,0.175,4,0.9690000000000001,0.000185,0.27899999999999997,0.742,0.0,0.593,0.0898,0.32799999999999996
7i9763l5SSfOnqZ35VOcfy,74,15/5/15,1,234.81332999999998,7,0.0,-6.376,0,0.105,129.989,0.765,4,0.977,0.0039700000000000004,0.613,0.873,0.0011099999999999999,0.36700000000000005,0.0449,0.392
1TnUURhehaoMWKAqQtirm6,72,28/8/15,1,249.49972999999997,1,0.555,-4.809,1,0.618,100.02,0.767,4,0.9570000000000001,0.0534,0.512,0.812,0.0,0.092,0.0617,0.521
7oGZAicScQt96OAW4AruYy,77,29/5/15,1,207.71937,0,0.198,-5.507999999999999,0,0.38,114.025,0.975,4,1.0,0.009059999999999999,0.775,0.68,0.0,0.109,0.0629,0.6559999999999999
7Cu2COdH93MnuireuKNiS3,70,12/11/15,1,246.97229,3,0.187,-11.796,1,0.413,109.65100000000001,0.14,3,0.602,0.721,0.41,0.298,0.0,0.158,0.0473,0.142
0TQ1FvC8TJ09iibSfwRP81,70,27/11/15,1,166.13823,9,0.414,-3.782,0,0.423,107.991,0.72,4,1.0,0.0375,0.747,0.877,0.000833,0.233,0.0664,0.752
2K87XMYnUMqLcX3zvtAF4G,76,13/11/15,1,192.12,0,0.287,-5.672000000000001,0,0.408,138.113,0.764,4,1.0,0.109,0.73,0.703,0.0,0.0657,0.0369,0.595
2QVzUws1l5mzZ4v46tGHrC,67,23/6/15,0,203.05279,11,0.491,-5.056,1,0.58,145.129,0.244,4,1.0,0.0127,0.561,0.7559999999999999,8.340000000000001e-05,0.233,0.0287,0.7020000000000001
41Fflg7qHiVOD6dEPvsCzO,76,30/1/15,1,224.57332999999997,8,0.369,-3.865,1,0.439,99.98700000000001,0.455,4,1.0,0.063,0.884,0.765,7.04e-06,0.11800000000000001,0.0882,0.594
2uCMaUojwuqr8CRGsLoPa6,73,6/11/15,1,162.73243,1,0.619,-8.573,1,0.635,149.967,0.034,4,1.0,0.63,0.456,0.379,3.1e-06,0.0983,0.0685,0.225
5zT5cMnMKoyruPj13TQXGx,72,17/4/15,1,273.0,7,0.616,-12.485,0,0.654,124.956,0.09300000000000001,4,0.708,0.862,0.389,0.302,0.0056700000000000006,0.10400000000000001,0.0438,0.23399999999999999
5l8oNQsDDPNFUIV5M4lzRJ,70,17/11/15,1,180.4,5,0.379,-7.151,0,0.479,80.001,0.738,4,0.24,0.0856,0.579,0.584,0.0,0.0958,0.0438,0.39299999999999996
52ojopYMUzeNcudsoz7O9D,71,17/7/15,1,363.24,8,0.0,-6.74,1,0.185,151.836,0.579,4,1.0,0.272,0.47,0.809,0.00671,0.0491,0.0495,0.49
70eDxAyAraNTiD6lx2ZEnH,73,13/2/15,1,202.17333,7,0.61,-2.8789999999999996,1,0.575,139.986,0.878,4,0.9890000000000001,0.0183,0.612,0.9209999999999999,0.0,0.0576,0.0848,0.45299999999999996
3UWkbO4emEOu9YUeOGq3vU,70,2/6/15,1,169.5,3,0.0,-12.887,0,0.248,94.977,0.599,4,1.0,0.6779999999999999,0.769,0.32299999999999995,0.0,0.11599999999999999,0.0524,0.574
22mek4IiqubGD9ctzxc69s,78,17/7/15,1,212.64,11,0.151,-4.373,0,0.496,122.00299999999999,0.835,4,1.0,0.0389,0.738,0.868,0.0017100000000000001,0.38799999999999996,0.0731,0.336
3RiPr603aXAoi4GHyXx0uy,78,4/12/15,1,258.82667000000004,0,0.609,-5.155,0,0.684,89.97399999999999,0.09300000000000001,4,0.9840000000000001,0.255,0.49,0.743,7.21e-06,0.3,0.0409,0.363
1lguQJjlNrIOoOylYVZN3M,72,15/5/15,1,297.76,0,0.555,-4.659,1,0.723,82.617,0.276,4,1.0,0.177,0.423,0.797,0.0,0.13699999999999998,0.124,0.5920000000000001
5hwh37sTi84MVhCBMWzhGE,71,27/11/15,1,207.97333,8,0.161,-9.162,1,0.418,43.50899999999999,0.0,4,0.865,0.9279999999999999,0.47700000000000004,0.242,0.0,0.0818,0.0529,0.488
2P61EK6DMGyVyssLWS4fKy,73,15/5/15,1,253.09332999999998,7,0.5539999999999999,-4.803999999999999,1,0.49200000000000005,159.929,0.43,4,1.0,0.0573,0.616,0.8109999999999999,1.57e-05,0.0566,0.0626,0.9129999999999999
6HTJZ0TQJVMSKkUGzAOe2h,72,17/2/15,1,321.64948,0,0.275,-3.0669999999999997,1,0.46799999999999997,97.03299999999999,0.375,4,1.0,0.19399999999999998,0.805,0.858,7.89e-06,0.256,0.105,0.523
25KybV9BOUlvcnv7nN3Pyo,71,28/8/15,1,235.65332999999998,7,0.35700000000000004,-4.99,1,0.56,168.021,0.113,3,0.519,0.0796,0.505,0.68,0.0,0.0465,0.0713,0.539
3NLnwwAQbbFKcEcV8hDItk,73,13/11/15,1,230.33333,2,0.18899999999999997,-5.231,1,0.507,99.93299999999999,0.237,4,0.995,0.0598,0.647,0.823,0.0,0.11900000000000001,0.0762,0.396
4908mwb34dqgcaxHeFjitw,67,14/4/15,0,211.6,9,0.46799999999999997,-5.437,1,0.634,176.015,0.302,4,0.609,0.0173,0.423,0.645,0.0,0.106,0.0429,0.223
0HMjXBAZmSYOTTi33WpMso,74,13/11/15,1,187.42667,11,0.45899999999999996,-4.421,1,0.447,86.704,0.35700000000000004,4,1.0,0.0352,0.655,0.6990000000000001,0.0,0.064,0.0493,0.802
16w8ZGVSjI4TlTLV8VimBY,70,28/8/15,1,277.62304,7,1.0,-7.461,0,0.7879999999999999,129.959,0.7140000000000001,4,0.997,0.25,0.626,0.5710000000000001,0.0,0.0946,0.0327,0.16399999999999998
2zFF6jG5hQArbzcXz3KUWk,72,1/1/15,1,214.73963999999998,5,0.0,-5.587000000000001,0,0.156,114.075,0.426,4,0.654,0.00506,0.584,0.614,9.7e-05,0.0802,0.0363,0.28
69uxyAqqPIsUyTO8txoP2M,76,4/12/15,1,263.78667,7,0.345,-3.887,1,0.5770000000000001,111.995,0.9229999999999999,4,1.0,0.00205,0.638,0.924,0.000173,0.149,0.0359,0.529
6W5RmgWh46p9RQ4LDezHKE,72,12/5/15,1,178.32,3,0.268,-6.35,1,0.408,148.22799999999998,0.609,4,1.0,0.327,0.52,0.623,0.0,0.127,0.0711,0.278
3cU2wBxuV6nFiuf6PJZNlC,71,9/1/15,1,184.22666999999998,1,0.278,-4.789,1,0.303,79.42699999999999,0.02,4,0.856,0.375,0.655,0.782,0.0,0.317,0.185,0.8320000000000001
6wNeKPXF0RDKyvfKfri5hf,70,14/8/15,1,231.85332999999997,5,0.555,-5.331,0,0.505,130.029,0.293,4,0.94,0.22,0.725,0.708,0.0,0.777,0.0756,0.555
5k5fWendNngd89O8JKoE8L,70,14/10/15,1,176.26667,2,0.628,-7.002000000000001,1,0.5870000000000001,127.98700000000001,0.591,4,1.0,0.53,0.7559999999999999,0.789,0.000711,0.157,0.0324,0.873
3zU9rdflI65tK4dkkNSp77,74,26/5/15,1,210.01332999999997,5,0.304,-4.124,1,0.385,125.896,0.8370000000000001,4,0.983,0.0305,0.503,0.748,0.0,0.34299999999999997,0.0619,0.35600000000000004
22OqansuvEMQu9W0EfiGTI,71,15/5/15,1,177.2,9,0.45399999999999996,-4.023,1,0.513,120.00299999999999,0.738,4,0.888,0.23,0.547,0.9359999999999999,3.04e-06,0.172,0.102,0.642
4JIo8RztBbELr2gWJ5OGK6,76,6/11/15,1,249.81332999999998,9,0.293,-3.971,1,0.317,92.963,0.19699999999999998,4,0.9129999999999999,0.259,0.534,0.642,0.0,0.29,0.0504,0.131
1s9xuJxhYM0LdVqksjegcg,71,15/5/15,1,207.16,6,0.67,-5.992999999999999,0,0.648,114.985,0.675,4,1.0,0.0396,0.715,0.723,8.57e-05,0.084,0.0569,0.479
2ISSQPb9LHHiV6ng2NXosL,71,18/5/15,1,218.29332999999997,11,0.33399999999999996,-4.126,0,0.409,128.003,0.746,4,1.0,0.0079,0.628,0.833,1.4800000000000002e-05,0.07400000000000001,0.0282,0.56
5tf1VVWniHgryyumXyJM7w,78,25/9/15,1,219.04307999999997,5,0.7120000000000001,-5.098,0,0.665,123.06299999999999,0.929,4,1.0,0.0185,0.636,0.815,0.0,0.163,0.0581,0.636
61uyGDPJ06MkxJtHgPmuyO,73,13/11/15,1,208.12,4,0.41200000000000003,-5.024,0,0.512,94.985,0.706,4,1.0,0.147,0.617,0.8,0.0,0.0852,0.0654,0.42
57yL3161hUMuw06zzzUCHi,70,15/5/15,1,191.49333000000001,2,0.77,-6.141,0,0.7040000000000001,123.02,0.633,4,0.49200000000000005,0.121,0.7190000000000001,0.645,0.00316,0.36200000000000004,0.0358,0.69
6GmkJJMe9U1tEcrJ3Hq3A1,70,15/5/15,1,226.78667000000002,6,0.664,-6.365,0,1.0,164.99200000000002,0.409,4,0.938,0.122,0.597,0.6659999999999999,0.00302,0.1,0.0418,0.626
4Oyl6oYSNeeZZP0OAxPVaU,70,15/5/15,1,240.08,2,0.434,-6.077000000000001,0,0.451,120.007,0.38,4,0.7090000000000001,0.0897,0.715,0.838,0.0,0.15,0.11800000000000001,0.49700000000000005
2GyA33q5rti5IxkMQemRDH,70,14/4/15,1,223.85332999999997,9,0.40299999999999997,-4.582,0,0.375,113.965,0.758,4,1.0,0.10400000000000001,0.695,0.7609999999999999,0.0,0.147,0.0864,0.745
6ukMqDxnOPOgoHdak7Kyp3,72,1/5/15,1,190.45333,1,0.009000000000000001,-5.281000000000001,0,0.36700000000000005,110.015,0.532,4,1.0,0.41700000000000004,0.795,0.616,0.0,0.349,0.06,0.815
20GlDz2SYsXF8pzdxguxfe,70,27/3/15,1,595.10585,1,0.004,-25.2,1,0.013000000000000001,81.71,0.11800000000000001,4,0.22899999999999998,0.982,0.179,0.0018899999999999998,0.27899999999999997,0.111,0.327,1e-05
0eZBeB2xFIS65jQHerispi,72,15/8/15,1,248.46667000000002,6,0.193,-9.367,0,0.45299999999999996,85.794,0.012,4,0.7070000000000001,0.46799999999999997,0.322,0.28,1.1e-06,0.102,0.0281,0.175
2mCF8L0brIs88eH6Kf2h9p,72,4/12/15,1,212.42431000000002,9,0.45399999999999996,-6.9510000000000005,1,0.565,112.684,0.379,4,1.0,0.455,0.56,0.5920000000000001,0.0,0.297,0.0544,0.564
0mtmrbRFsectINNpHdDkUQ,68,24/7/15,0,250.74667000000002,10,0.456,-4.337,1,0.41600000000000004,120.044,0.387,4,0.7490000000000001,0.0466,0.6990000000000001,0.7609999999999999,0.0,0.107,0.0457,0.44299999999999995
5vUNRJsvEOUsz4sbKkJpFr,71,6/11/15,1,223.42942999999997,8,0.608,-8.706,1,0.7290000000000001,96.17,0.318,4,0.898,0.981,0.37200000000000005,0.247,0.000223,0.11,0.0273,0.239
6DUdDIRgLqCGq1DwkNWQTN,74,30/10/15,1,207.30667,5,0.259,-5.885,0,0.32,175.95,0.397,4,1.0,0.132,0.73,0.701,0.0,0.151,0.106,0.785
5aDK0TurEtiedVdT0a6k9a,65,4/5/15,0,236.33333,2,0.7340000000000001,-14.344000000000001,1,0.7140000000000001,127.005,0.192,4,0.917,0.919,0.5920000000000001,0.0562,6.22e-06,0.111,0.0599,0.266
0b6wdul3A5sQNpIOv03OxP,75,31/7/15,1,206.32,8,1.0,-5.053999999999999,0,0.688,115.02600000000001,0.8809999999999999,4,1.0,0.006370000000000001,0.6859999999999999,0.718,0.0007030000000000001,0.11900000000000001,0.0431,0.557
2IjyFRCRn8x1bEquOM3vxg,71,13/11/15,1,210.16,0,0.642,-10.863,1,0.853,126.749,0.026000000000000002,4,0.5870000000000001,0.899,0.484,0.285,0.0,0.121,0.0397,0.302
6YwLgicpvVuMt1eE2OldwQ,73,3/3/15,1,211.97537000000003,5,0.78,-3.2260000000000004,0,0.544,127.961,0.8340000000000001,4,0.96,0.0288,0.6990000000000001,0.883,0.0,0.8170000000000001,0.21899999999999997,0.499
7fkXzzIVo98CgjOkpd9H0V,70,6/10/15,1,240.79092999999997,3,0.504,-11.75,1,0.8420000000000001,66.734,0.002,4,0.946,0.956,0.447,0.20600000000000002,4.56e-06,0.107,0.0519,0.327
32MQwnY0WUaNVT7i4W9d9F,71,20/1/15,1,215.64,5,0.757,-6.3629999999999995,1,0.7090000000000001,110.219,0.648,3,0.301,0.743,0.723,0.475,0.0,0.342,0.0358,0.802
26rdOwwjC2UnweK3xeS58u,70,7/4/15,1,190.18553,5,0.031,-4.0360000000000005,1,0.21100000000000002,145.889,0.708,4,0.813,0.000704,0.657,0.8270000000000001,0.00534,0.065,0.0734,0.69
2gYiCTytrSRtuaHP1Nac6u,63,7/8/15,0,206.21333,0,0.41100000000000003,-2.5610000000000004,0,0.625,145.953,0.716,4,0.892,0.225,0.5479999999999999,0.898,0.0,0.1,0.0459,0.599
2GiYPEgOA7hb7sqsEWX8df,71,13/1/15,1,174.36,0,0.6940000000000001,-22.378,1,0.6509999999999999,75.898,0.021,4,1.0,0.848,0.615,0.0987,0.0258,0.708,0.0424,0.16399999999999998
359lSGQwvAM3aZA5UNwqiQ,72,7/8/15,1,236.78667000000002,11,0.56,-8.402999999999999,1,0.621,117.62200000000001,0.43200000000000005,4,0.209,0.9129999999999999,0.679,0.321,0.0,0.711,0.0396,0.36200000000000004
4B2kkxg3wKSTZw5JPaUtzQ,72,9/7/15,1,207.06898,11,0.28800000000000003,-4.742,1,0.516,174.141,0.171,4,1.0,0.285,0.45799999999999996,0.696,0.0,0.12300000000000001,0.0402,0.418
68wibJU4yMiqNX79IaLAsN,68,31/3/15,0,265.84,3,0.302,-10.925999999999998,1,0.478,140.06799999999998,0.5489999999999999,4,0.46399999999999997,0.892,0.565,0.207,1.8e-06,0.102,0.032,0.0904
788NX6uCNEVuZW8x5BkQqM,61,26/12/15,0,200.09796,8,0.624,-8.455,1,0.48,134.955,0.622,4,0.972,0.0291,0.8490000000000001,0.47600000000000003,0.0,0.0589,0.182,0.48200000000000004
57hCSu4zMTdnSum7NBL1Ye,63,29/6/15,0,318.84,10,0.369,-7.4639999999999995,0,0.369,167.30900000000003,0.051,4,0.337,0.0168,0.434,0.695,0.0,0.8340000000000001,0.485,0.16
4xuToNvDiZHnDQVujjK49s,63,16/1/15,0,339.48,2,0.5539999999999999,-6.553,1,0.6859999999999999,133.96200000000002,0.332,4,0.9440000000000001,0.0298,0.368,0.531,0.0,0.639,0.0317,0.166
70OTIpw8x8UXUsuCHW9i1i,70,31/7/15,1,192.10667,0,0.36,-5.5760000000000005,0,0.46299999999999997,138.09799999999998,0.737,4,1.0,0.0997,0.723,0.711,0.0,0.0528,0.0378,0.606
2L8cFPItBljPNJgPjTnuIf,63,6/1/15,0,231.06667000000002,8,0.489,-6.055,1,0.391,120.08,0.764,4,0.982,0.00412,0.925,0.519,0.0,0.0971,0.10400000000000001,0.247
7s1upm7yr7ZjrzXMwHawtG,70,27/4/15,1,368.31683,0,0.384,-7.196000000000001,0,0.614,100.98700000000001,0.6709999999999999,4,1.0,0.321,0.6890000000000001,0.68,0.0211,0.0431,0.0427,0.6459999999999999
78EQ5LZGgviMU9k0zrqv1r,70,27/7/15,1,196.81718999999998,5,0.499,-4.838,0,0.43200000000000005,105.96700000000001,0.426,4,1.0,0.111,0.615,0.7809999999999999,0.0,0.373,0.203,0.687
1hntQPOGfiSztG0cASWRoX,60,4/9/15,0,242.95646000000002,9,0.20800000000000002,-4.69,0,0.303,77.991,0.373,4,0.596,0.0006799999999999999,0.505,0.929,0.0,0.16699999999999998,0.0529,0.419
4iq3zHwgHSxstFvYw4yIsQ,61,13/11/15,0,200.8,11,0.68,-6.242000000000001,0,0.588,108.97200000000001,0.777,4,1.0,0.21600000000000003,0.863,0.815,0.0,0.0887,0.23199999999999998,0.636
1lxswgIpzV6HhENRvkflES,70,23/10/15,1,197.84,1,0.614,-4.727,0,0.6609999999999999,92.057,0.111,4,1.0,0.0724,0.8270000000000001,0.6459999999999999,0.0,0.247,0.0766,0.512
7x5xYW5W42OGPAdHUyyguy,73,9/10/15,1,227.48,1,0.61,-5.709,1,0.7879999999999999,118.413,0.019,5,0.8009999999999999,0.304,0.509,0.6709999999999999,0.0,0.0452,0.0678,0.55
1ixphys4A3NEXp6MDScfih,74,30/10/15,1,202.91456000000002,7,0.8270000000000001,-3.7710000000000004,0,0.723,87.46,0.022000000000000002,4,1.0,0.11699999999999999,0.6609999999999999,0.6509999999999999,1.32e-05,0.055999999999999994,0.0499,0.368
3H3qBumaYj67PT3aMEBvAP,63,28/8/15,0,340.49332999999996,0,0.735,-9.667,0,0.841,173.66099999999997,0.23399999999999999,4,0.857,0.131,0.371,0.32899999999999996,0.00625,0.27899999999999997,0.0574,0.0539
62pJd05wVmuUABEXQPVH0y,62,15/10/15,0,160.98862,7,0.9329999999999999,-6.3420000000000005,1,1.0,126.26899999999999,0.845,3,0.638,0.424,0.79,0.757,0.0,0.0581,0.0465,0.9329999999999999
1i1rNVtxbE7rdFfpHuNq2j,66,24/2/15,0,227.34395,0,0.5479999999999999,-5.7170000000000005,1,0.5489999999999999,122.977,0.799,4,1.0,0.00159,0.642,0.823,0.0,0.0776,0.0289,0.431
7mnk9W0umx7q4Vo4FjtOot,59,13/11/15,0,327.98667,2,0.875,-6.4479999999999995,1,0.555,143.002,0.7909999999999999,4,1.0,0.0572,0.736,0.735,0.019,0.271,0.0386,0.6920000000000001
5yZvaUVyuXfSVUaMumFi6l,70,17/9/15,1,213.01946,6,0.905,-6.039,1,0.816,140.005,0.409,4,1.0,0.0091,0.318,0.838,8.51e-05,0.451,0.0793,0.0668
2tzLjiRec9KtzdhgyVYN6Z,57,16/10/15,0,190.55438,7,0.040999999999999995,-5.546,1,0.27,104.01299999999999,0.131,4,0.997,0.313,0.772,0.7959999999999999,0.0027199999999999998,0.0754,0.27399999999999997,0.499
2rS77EbhEs7Y2UZD8pWIPb,58,4/5/15,0,221.22671,2,0.48,-6.845,1,0.7040000000000001,152.96,0.8640000000000001,4,0.878,0.0005070000000000001,0.43,0.711,0.6940000000000001,0.161,0.0439,0.373
05BgC2247XGi8ySwBzOO0o,58,23/10/15,0,209.92,1,0.613,-4.478,1,0.828,139.999,0.203,4,0.935,0.606,0.54,0.7659999999999999,0.0,0.0903,0.05,0.435
4tYokojnBEp5pBWO7wTRPA,70,7/8/15,1,285.86667,1,0.36700000000000005,-9.095,1,0.512,140.053,0.282,3,0.68,0.879,0.5,0.213,7.37e-06,0.721,0.0462,0.37
5o9VWgXFWtjPE4RWNVK0xO,60,29/7/15,0,245.91672999999997,8,0.32899999999999996,-5.877000000000001,1,0.449,143.865,0.317,4,0.978,0.26899999999999996,0.8059999999999999,0.821,0.0,0.0879,0.314,0.799
24b20V609aI0WJ8LyxR8qx,59,16/10/15,0,220.07872999999998,6,0.318,-3.323,0,0.344,126.994,0.451,4,1.0,0.138,0.754,0.909,0.0,0.281,0.23,0.591
2a2IJoPdpjPsvZ2eyhLTCs,62,1/3/15,0,284.02667,7,1.0,-25.697,0,0.9009999999999999,62.958999999999996,0.033,3,0.493,0.9940000000000001,0.29600000000000004,0.0366,0.9259999999999999,0.098,0.0557,0.12300000000000001
3lGMtkONrZdJ8kTCg6KIFf,72,13/11/15,1,221.8,3,0.26899999999999996,-8.392000000000001,1,0.387,152.98,0.489,3,1.0,0.201,0.585,0.643,0.000306,0.14400000000000002,0.0395,0.5920000000000001
1hNZc5mqtzV8qiYMU5833u,71,9/10/15,1,189.14667,3,0.312,-6.2379999999999995,1,0.43799999999999994,120.038,0.78,4,1.0,0.11599999999999999,0.748,0.747,0.0017100000000000001,0.35600000000000004,0.0774,0.556
44aN5xKL3kGHvQ5bXVk6B8,66,11/6/15,0,208.33033999999998,4,0.44,-5.709,0,0.461,119.955,0.46399999999999997,4,1.0,0.18600000000000003,0.703,0.736,1.92e-05,0.174,0.046,0.27399999999999997
31L9yLXSj6LpCFupyMV6CR,70,4/12/15,1,405.32,7,0.7290000000000001,-5.461,1,0.6629999999999999,163.987,0.21100000000000002,4,0.9359999999999999,0.0485,0.48,0.718,0.000343,0.102,0.0603,0.252
70K0ezmzYEZeqoSaZMyP7o,69,6/8/15,0,280.7571,10,0.7609999999999999,-8.644,1,0.614,107.005,0.36,4,0.858,0.8170000000000001,0.38299999999999995,0.43,1.04e-06,0.0869,0.0302,0.174
