name,id,popularity,release_date,hit_miss,duration,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
Talk,0rTV5WefWd1J3OwIheTzxM,92,2019-02-07,hit,197.48703,-8.443,136.001,0.578,4,1.0,0,0.381,1,0.43200000000000005,0.0501,0.9,0.4,0,0.0876,0.124,0.338
Dancing With A Stranger (with Normani),6Qs4SXO9dwPj5GKvVOv8Ki,94,2019-01-11,hit,171.02989,-7.513,102.99799999999999,0.825,4,0.815,8,0.067,1,0.37799999999999995,0.45,0.741,0.52,1.97e-06,0.222,0.0656,0.347
7 rings,14msK75pk3pA33pzPVNtBF,94,2019-01-18,hit,178.64,-10.744000000000002,70.142,0.129,4,1.0,1,0.654,0,0.687,0.578,0.725,0.321,0,0.0884,0.323,0.319
xanny,4QIo4oxwzzafcBWkKjDpXY,90,2019-03-29,hit,243.72517000000002,-17.832,111.554,0.09300000000000001,4,0.99,9,0.44299999999999995,1,0.203,0.751,0.521,0.125,0.00207,0.265,0.239,0.0528
my strange addiction,3Tc57t9l2O8FwQZtQOvPXK,90,2019-03-29,hit,179.88925,-10.952,100.029,0.765,4,1.0,8,0.713,0,0.512,0.35,0.939,0.305,0.000169,0.105,0.354,0.563
all the good girls go to hell,6IRdLKIyS4p7XNiP8r6rsx,91,2019-03-29,hit,168.83977,-8.922,185.044,0.063,4,1.0,8,0.221,0,0.263,0.283,0.726,0.444,0.143,0.177,0.372,0.569
Here With Me,5icOoE6VgqFKohjWWNp0Ac,93,2019-03-08,hit,156.34667,-3.9330000000000003,99.961,0.129,4,1.0,5,0.0,0,0.228,0.0623,0.791,0.565,0,0.156,0.0439,0.181
you should see me in a crown,3XF5xLJHOQQRbWya6hBp7d,90,2019-03-29,hit,180.95288,-10.485,150.455,0.222,4,0.9740000000000001,4,0.423,1,0.389,0.462,0.678,0.533,0.219,0.139,0.186,0.323
7 rings,6ocbgoVGwYJhOv1GgI9NsF,92,2019-02-08,hit,178.62667,-10.732000000000001,140.048,0.134,4,1.0,1,0.691,0,0.738,0.592,0.778,0.317,0,0.0881,0.334,0.327
i,4ZT9FnbFu1PaBfV3itxiqT,86,2019-03-01,hit,181.89061,-7.28,99.18299999999999,0.11699999999999999,4,1.0,6,0.5870000000000001,1,0.6,0.627,0.649,0.453,0,0.116,0.085,0.431
Please Me,0PG9fbaaHFHfre2gUVo7AN,90,2019-02-15,hit,200.88952,-6.711,133.99200000000002,0.885,4,0.9,1,0.682,1,0.46,0.0642,0.747,0.57,0,0.0832,0.081,0.65
i'm so tired...,7COXchtUOMd6uIT6HvmRaI,93,2019-01-24,hit,162.58281000000002,-7.058,102.211,0.8440000000000001,4,1.0,11,0.368,1,0.418,0.176,0.599,0.733,0,0.242,0.203,0.534
Outta My Head (with John Mayer),09oZ9eXQ2fo6YDrPzJqAoP,89,2019-04-05,hit,177.06667,-7.818,103.012,0.092,4,0.983,0,0.903,1,0.7170000000000001,0.0174,0.729,0.545,0.000274,0.369,0.0316,0.514
SOS,6nDKrPlXdpomGBgAlO7UdP,94,2019-04-10,hit,157.20236,-6.181,100.001,0.166,4,0.98,5,0.34700000000000003,0,0.493,0.272,0.802,0.645,0,0.119,0.0715,0.376
i love you,6CcJMwBtXByIz4zQLzFkKc,88,2019-03-29,hit,291.79601,-18.435,137.446,0.051,4,0.8270000000000001,0,0.473,1,0.67,0.952,0.421,0.131,0.00453,0.109,0.0382,0.12
MONOPOLY (with Victoria Monét),6tsOcBnaKgzK22yEiqRh8P,89,2019-04-01,hit,158.58667,-8.282,143.96,0.725,4,1.0,0,0.213,1,0.28800000000000003,0.704,0.892,0.507,3.14e-05,0.109,0.378,0.695
Racks In The Middle (feat. Roddy Ricch and Hit-Boy),6ya8ejoKgw906Y8LWclqrp,86,2019-02-15,hit,233.27787,-5.152,79.351,0.039,4,0.9620000000000001,5,0.293,0,0.597,0.0825,0.671,0.833,0,0.0726,0.395,0.702
ilomilo,7qEKqBCD2vE5vIBsrUitpD,88,2019-03-29,hit,156.37079,-15.044,120.02,0.904,4,0.857,5,0.41,0,0.43700000000000006,0.724,0.855,0.423,0.469,0.0896,0.0585,0.572
Pop Out (feat. Lil TJay),5AjINjwKyRvQJhSe2zpPHi,84,2019-02-01,hit,166.64,-7.106,83.976,0.095,4,1.0,1,0.8490000000000001,1,0.611,0.121,0.861,0.621,0,0.0689,0.362,0.254
listen before i go,0tMSssfxAL2oV8Vri0mFHE,87,2019-03-29,hit,242.65211000000002,-23.023000000000003,79.764,0.040999999999999995,3,0.275,0,0.469,1,0.511,0.935,0.319,0.0561,0.00384,0.388,0.045,0.082
My Bad,1DUSuNhF8P5vUGNPpQiZa5,88,2019-03-07,hit,166.10136,-9.127,84.999,0.28300000000000003,4,1.0,5,0.231,0,0.361,0.543,0.645,0.568,0.266,0.257,0.0823,0.391
Talk,6TqXcAFInzjp0bODyvrWEq,88,2019-04-05,hit,197.57333,-8.575,135.984,0.605,4,1.0,0,0.22399999999999998,1,0.344,0.051,0.901,0.4,0,0.0599,0.126,0.346
Don't Call Me Up,5WHTFyqSii0lmT9R21abT8,94,2019-01-18,hit,178.48,-2.853,98.994,0.713,4,1.0,9,0.56,1,0.494,0.296,0.674,0.881,3.01e-06,0.0793,0.147,0.234
Con Calma,5w9c2J52mkdntKOmRLeM2m,98,2019-01-24,hit,193.22666999999998,-2.6519999999999997,93.98899999999999,0.212,4,1.0,8,0.237,0,0.433,0.11,0.737,0.86,1.94e-06,0.0574,0.0593,0.656
Fast,6MjNilJCVKJq0LfFvo5jWJ,85,2019-03-08,hit,208.51773,-5.937,84.98,0.28,4,1.0,1,0.185,0,0.528,0.426,0.623,0.608,0,0.105,0.0434,0.263
Splashin,3KLo7ByvjCNyBrfz5DZ2mO,84,2019-03-22,hit,177.86435,-8.099,100.01700000000001,0.614,4,1.0,10,0.519,1,0.532,0.00192,0.942,0.382,0,0.092,0.564,0.379
Hear Me Calling,13ZyrkCDmRz5xY3seuAWYk,84,2019-03-08,hit,189.97737,-3.997,88.932,0.038,4,1.0,7,0.0,0,0.252,0.308,0.699,0.687,3.63e-05,0.121,0.106,0.499
Make Believe,6eiztdXRkooWsBt2xToMWI,83,2019-03-08,hit,142.02571,-4.35,83.98100000000001,0.059000000000000004,4,1.0,0,0.46799999999999997,1,0.523,0.125,0.465,0.84,0,0.138,0.0722,0.672
The Bones,3npzogdOEiVsieXmmhBepL,85,2019-03-08,hit,197.29333,-6.642,77.00399999999999,0.129,4,0.992,11,0.583,0,0.5670000000000001,0.279,0.612,0.57,0,0.0963,0.0347,0.335
8,6X29iaaazwho3ab7GNue5r,86,2019-03-29,hit,173.20158999999998,-13.239,62.446000000000005,0.262,4,0.7959999999999999,3,0.8220000000000001,1,0.684,0.698,0.735,0.235,0.00604,0.107,0.315,0.462
needy,1TEL6MlSSVLSdhOSddidlJ,85,2019-02-08,hit,171.57333,-7.9479999999999995,87.045,0.34299999999999997,4,1.0,7,0.759,0,0.7759999999999999,0.78,0.647,0.309,7.41e-06,0.202,0.0366,0.195
Nights Like This (feat. Ty Dolla $ign),6ZRuF2n1CQxyxxAAWsKJOy,85,2019-02-22,hit,201.78794,-5.131,146.16299999999998,0.33399999999999996,4,1.0,8,0.428,1,0.545,0.367,0.61,0.725,0,0.154,0.15,0.291
Paradise,7njKgVl3AnLflRad38o7AG,87,2019-04-04,hit,169.03819,-6.273,122.061,0.72,4,0.976,11,0.34299999999999997,0,0.46799999999999997,0.0828,0.844,0.644,0,0.113,0.0479,0.591
Legacy (feat. Travis Scott & 21 Savage),7pMRoGLEJuFM2wl5pt0R99,83,2019-02-22,hit,244.94113,-8.769,128.085,0.36200000000000004,4,0.996,1,0.62,1,0.691,0.178,0.844,0.513,0,0.0845,0.335,0.344
Freaky,0NJp8GyCOWnQh71xKSPfuV,85,2019-03-15,hit,173.92639,-5.763999999999999,104.991,0.7979999999999999,4,1.0,8,0.745,1,0.7120000000000001,0.00202,0.966,0.563,0,0.105,0.0618,0.363
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",1WSGTYKLEpKfNQYYW5Oymt,91,2019-02-28,hit,158.02703,-4.039,95.266,0.139,4,1.0,10,0.479,0,0.51,0.404,0.541,0.468,3.65e-06,0.358,0.362,0.69
NASA,4uTvPEr01pjTbZgl7jcKBD,85,2019-02-08,hit,182.0,-6.891,75.029,0.084,4,0.9670000000000001,6,0.613,1,0.602,0.451,0.747,0.458,0,0.252,0.303,0.47
Kill This Love,18PergoIrGmRyeYxnaXJN2,88,2019-04-05,hit,189.05243000000002,-4.141,131.974,0.195,4,1.0,2,0.691,1,0.736,0.32,0.738,0.861,0.00175,0.325,0.237,0.58
Project Dreams,6GSkLS2y4ZnnZsuRAj975K,84,2019-01-25,hit,167.89828,-2.235,160.113,0.21899999999999997,4,1.0,8,0.58,1,0.631,0.409,0.78,0.828,0,0.104,0.237,0.786
Shotta Flow,4dAMdQ6g4kGmnc1MDHsg77,82,2019-01-17,hit,160.01333,-6.728,120.088,0.502,4,1.0,9,0.233,1,0.28300000000000003,0.0786,0.888,0.43,1.58e-06,0.132,0.588,0.45
Suge,2gwkD6igEhQbDQegRCcdoB,82,2019-03-01,hit,163.32,-6.482,75.445,0.14,4,0.985,2,0.005,0,0.231,0.0608,0.876,0.662,0,0.127,0.426,0.844
Empty,41MCdlvXOl62B7Kv86Bb1v,82,2019-03-08,hit,248.4312,-4.869,77.557,0.023,4,0.89,0,0.243,1,0.376,0.0758,0.745,0.561,0,0.133,0.0807,0.449
Red Room,2MJdgSby3DtSS7bUJx2cly,83,2019-02-14,hit,241.44,-8.591000000000001,112.339,0.8170000000000001,4,1.0,7,0.669,0,0.613,0.479,0.936,0.559,0,0.129,0.158,0.517
Baila Baila Baila,7uH27oIt4a6cIFCA8ZPcyG,93,2019-01-05,hit,158.4,-2.75,99.96600000000001,0.768,4,1.0,11,0.518,0,0.534,0.0361,0.816,0.754,0,0.217,0.111,0.533
Worth It,4XiGKQqbmnMVxDzUj6j3f2,83,2019-02-08,hit,189.25333,-4.082,123.936,0.415,5,0.237,5,0.027000000000000003,0,0.282,0.468,0.764,0.528,0,0.0811,0.0588,0.422
Wow. - Remix,0fcq51a3gOI6gPvzc0YLsk,84,2019-03-15,hit,170.05333000000002,-6.272,100.00200000000001,0.406,4,0.97,11,0.493,0,0.5489999999999999,0.148,0.797,0.64,0,0.209,0.194,0.486
Keanu Reeves,25F6MWrnFBCXVnpN4n76EK,83,2019-01-18,hit,225.98667000000003,-6.457000000000001,170.19299999999998,0.247,4,1.0,2,0.361,1,0.523,0.0591,0.71,0.888,0,0.134,0.235,0.816
Undrunk,5SHhPFh68OhUmuRPymKX9d,84,2019-01-25,hit,183.42798,-6.702999999999999,92.859,0.282,4,0.9890000000000001,5,0.633,1,0.35200000000000004,0.455,0.679,0.572,2.41e-06,0.127,0.0781,0.542
That's A Rack,4pCEIQ6wBVuaJdER5bALtO,82,2019-04-09,hit,236.57143,-8.04,140.042,0.8,4,1.0,1,0.614,0,0.607,0.0599,0.852,0.432,0,0.146,0.501,0.258
imagine,39LmTF9RgyakzSYX8txrow,85,2019-02-08,hit,212.26667,-4.985,62.52,0.045,3,1.0,8,0.395,1,0.5,0.378,0.729,0.475,0,0.12,0.0364,0.371
Secreto,5W83ErFkO3aKAIS1WMi6u0,93,2019-01-15,hit,258.8,-4.156000000000001,91.98700000000001,0.17300000000000001,4,1.0,11,0.0,1,0.239,0.602,0.807,0.803,0.00853,0.136,0.126,0.706
Cool,3QmolSZqjjLksTUvZJ6pPS,85,2019-04-05,hit,167.12,-5.5329999999999995,79.007,0.027999999999999997,4,1.0,0,0.8220000000000001,1,0.691,0.0105,0.681,0.603,0,0.159,0.0458,0.643
bloodline,2hloaUoRonYssMuqLCBLTX,85,2019-02-08,hit,216.89333,-5.188,151.976,0.19,4,1.0,2,0.0,0,0.078,0.0815,0.758,0.665,0.000157,0.216,0.0774,0.643
goodbye,3LgWsmilsrWXiPYQFRD0T7,84,2019-03-29,hit,119.40966,-21.877,74.318,0.087,3,0.987,6,0.625,0,0.498,0.837,0.153,0.138,0.55,0.254,0.0503,0.0503
CHopstix (with Travis Scott),01DOm09B2AbiTARAbXVI6g,83,2019-04-08,hit,181.15256000000002,-6.996,127.93299999999999,0.6940000000000001,4,1.0,9,0.8270000000000001,0,0.596,0.0391,0.958,0.6,0,0.274,0.118,0.607
bad idea,5Il6Oe7lr5XM7A0cWbVQtr,83,2019-02-08,hit,267.10667,-5.314,137.998,0.8270000000000001,4,1.0,1,0.418,1,0.451,0.0268,0.847,0.579,0.0545,0.102,0.0719,0.569
Walk Me Home,7DHApOHsIFo7EyfieArYGE,88,2019-02-20,hit,177.39098,-6.119,88.038,0.382,3,0.552,1,0.772,1,0.9640000000000001,0.0519,0.652,0.453,0,0.179,0.0445,0.432
fake smile,3wFLWP0FcIqHK1wb1CPthQ,83,2019-02-08,hit,208.88,-7.412000000000001,83.3,0.126,4,0.9129999999999999,9,0.348,1,0.325,0.329,0.45,0.619,0,0.319,0.372,0.427
HP,31UjYv5vLsDkzchJOtUMtW,93,2019-03-01,hit,184.43565,-3.157,91.98,0.10800000000000001,4,0.985,4,0.51,0,0.41,0.252,0.837,0.791,1.14e-06,0.188,0.0773,0.618
Bleed It,67fNrBUMc7iWMofdCaoJV9,80,2019-01-11,hit,145.52,-6.007000000000001,101.865,0.429,4,1.0,1,0.436,0,0.552,0.221,0.845,0.76,0,0.107,0.357,0.558
Maze,4mUIe9gfsdtsVP2zFIl74x,80,2019-03-08,hit,144.09043,-3.813,160.067,0.32899999999999996,4,1.0,11,0.21600000000000003,0,0.374,0.126,0.674,0.726,1.56e-06,0.115,0.141,0.443
I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),2v5JTeM6hSmi5wWy7jiwrI,82,2019-01-31,hit,233.61333,-3.568,129.939,0.662,4,0.9840000000000001,5,0.534,0,0.5589999999999999,0.15,0.741,0.845,0,0.174,0.0381,0.926
Feeling,2Jh3UqxnHJMyzMzku4uOtE,80,2019-03-08,hit,201.92023,-6.004,160.0,0.307,4,1.0,10,0.541,0,0.6,0.234,0.712,0.515,0,0.205,0.0857,0.563
On My Way,4n7jnSxVLd8QioibtTDBDq,90,2019-03-21,hit,193.79755,-4.928999999999999,170.08700000000002,0.038,4,1.0,1,0.359,0,0.626,0.0209,0.509,0.689,0,0.301,0.102,0.297
Price On My Head (feat. The Weeknd),4hqOmrCCJKyiuwDexd8c2t,82,2019-03-26,hit,217.77596,-6.104,74.949,0.327,4,0.84,6,0.535,0,0.623,0.384,0.768,0.574,1.65e-05,0.336,0.136,0.278
Bad Luck,2vsuel3g4zaLYSOY0mOMbi,81,2019-04-05,hit,231.65332999999998,-5.515,164.047,0.28800000000000003,4,0.998,1,0.39,0,0.5920000000000001,0.277,0.432,0.52,0.371,0.138,0.0548,0.303
Right Back,5A1w94uzc1kO1Zhe8WWxC3,81,2019-04-05,hit,215.22667,-9.918,97.03200000000001,0.7859999999999999,4,1.0,5,0.41,0,0.654,0.0649,0.789,0.427,3.62e-05,0.171,0.308,0.605
Last Hurrah,0i0wnv9UoFdZ5MfuFGQzMy,87,2019-02-15,hit,150.33338,-4.585,84.259,0.036000000000000004,4,1.0,11,0.489,0,0.593,0.175,0.514,0.618,0,0.117,0.0317,0.401
HOME,7lthOBXNue2IvedLRfkod8,85,2019-04-12,hit,234.17791,-4.625,142.991,0.593,4,1.0,7,0.5670000000000001,0,0.5770000000000001,0.0142,0.633,0.799,0,0.194,0.0429,0.535
Power is Power (feat. SZA & The Weeknd & Travis Scott),35RDmXJ59YYGNlv1KfTGsP,85,2019-04-18,hit,211.26667,-7.485,179.91299999999998,0.057999999999999996,4,1.0,4,0.151,1,0.22,0.00413,0.507,0.644,0,0.217,0.0641,0.172
Mikrokosmos,5hnbE5BF2e8BCk9OMR1UVC,86,2019-04-12,hit,224.22517000000002,-5.212000000000001,174.03900000000002,0.616,3,0.8859999999999999,8,0.531,1,0.529,0.125,0.58,0.858,0,0.0502,0.114,0.475
Make It Right,6KUE0HSSudAp9AOycaF6SH,86,2019-04-12,hit,226.321,-7.874,105.766,0.66,4,1.0,7,0.171,1,0.501,0.0104,0.638,0.703,0,0.132,0.444,0.261
First Off (feat. Travis Scott),3WRIaWsws011vHMd9uzPjG,80,2019-01-18,hit,228.3668,-6.105,162.03799999999998,0.335,4,1.0,1,0.14400000000000002,1,0.24100000000000002,0.013,0.734,0.683,0,0.28,0.0776,0.445
My Bad,2XKFnwB6djxrJCjR3PdeRb,81,2019-04-05,hit,163.97333,-9.146,84.965,0.355,4,1.0,0,0.5529999999999999,0,0.562,0.547,0.577,0.578,0.59,0.264,0.0906,0.367
ghostin,2vdBo4ALPYbHRUPKgtE5iC,81,2019-02-08,hit,271.46667,-8.295,103.777,0.168,4,0.7929999999999999,9,0.8220000000000001,1,0.732,0.418,0.287,0.364,1.8e-05,0.185,0.0306,0.11
in my head,4T652DlATVHe0jdLKaN3Bw,81,2019-02-08,hit,222.94667,-6.402,134.97899999999998,0.736,4,1.0,0,0.677,1,0.7490000000000001,0.173,0.662,0.6,0.000137,0.109,0.0703,0.331
I Don't Belong In This Club,45ZGEdLxCZvdMX9jWlsAAx,84,2019-03-20,hit,222.62062999999998,-5.744,115.036,0.42200000000000004,4,0.995,11,0.53,1,0.5479999999999999,0.0202,0.797,0.543,0,0.0726,0.0439,0.164
So Am I,0uUNN1nSoUx1A4fkDCWDQ7,90,2019-03-07,hit,184.29568999999998,-4.034,130.141,0.731,4,1.0,6,0.6509999999999999,1,0.58,0.0754,0.684,0.677,0,0.133,0.0464,0.595
Talk You Out Of It,4qQwGRtGT7l6ckQtdPEFd4,78,2019-02-15,hit,202.92,-4.791,119.964,0.259,4,0.995,4,0.727,1,0.785,0.582,0.651,0.708,0,0.0796,0.0376,0.558
Insomnia,7hzlzoOwCZ4D3Ow5YZK4kj,84,2019-03-08,hit,179.74553,-5.095,123.084,0.882,4,1.0,7,0.0,1,0.389,0.0944,0.754,0.653,0,0.383,0.0611,0.379
Crushed Up,7wcyO1rrH3Ru4t659IjG41,80,2019-01-18,hit,149.9488,-6.794,158.043,0.37,4,1.0,10,0.23,0,0.373,0.0415,0.781,0.597,0,0.152,0.23,0.544
Free Spirit,2kAIpGWnlFLQh48iut6Zzq,80,2019-04-05,hit,182.08,-9.477,139.994,0.831,4,0.82,2,0.221,0,0.317,0.308,0.627,0.446,0.00077,0.111,0.0332,0.11
Look What God Gave Her,1HY7Ze0NWqDJkl4g4MV62Q,78,2019-03-01,hit,168.2142,-3.9210000000000003,113.012,0.878,4,1.0,2,0.22,1,0.46399999999999997,0.0221,0.732,0.847,0,0.246,0.0307,0.885
Goin Baby,3WyRgi8CzQnhzO0xw79tTS,78,2019-03-01,hit,141.82667,-5.585,132.906,0.32299999999999995,4,0.968,6,0.247,1,0.316,0.128,0.755,0.772,0,0.157,0.4,0.678
Dionysus,6JdS5rJvJaRA7B1tcm7kxZ,85,2019-04-12,hit,249.21542000000002,-2.7689999999999997,176.084,0.044000000000000004,4,0.95,7,0.6729999999999999,1,0.652,0.04,0.502,0.91,0,0.319,0.107,0.588
Put a Date On It (feat. Lil Baby),6PRh0ilIMEP1xlUHqalnkD,78,2019-01-25,hit,195.25714,-5.696000000000001,129.93,0.722,4,1.0,4,0.301,1,0.3,0.0123,0.835,0.659,0,0.372,0.31,0.579
Te Robaré,6v0lAdFF4haL8xjBIUjtOw,90,2019-03-22,hit,201.81819,-3.572,175.997,0.13,4,1.0,2,0.307,0,0.37200000000000005,0.241,0.673,0.752,4.51e-05,0.0813,0.0561,0.797
Speed It Up,3BXXkwyhsHM0EPApHMhQC5,78,2019-02-11,hit,179.02195,-7.395,143.02700000000002,0.469,4,1.0,7,1.0,1,0.882,0.0394,0.912,0.587,0.01,0.111,0.0582,0.435
Hundred,0HEckRWFSknIupbGzavk5d,80,2019-04-05,hit,277.08,-10.06,120.005,0.37200000000000005,4,1.0,6,0.507,0,0.489,0.0521,0.772,0.483,0.000375,0.377,0.0564,0.479
Flaws And Sins,2BSbCCbaSCzkOEZa6N5901,78,2019-03-08,hit,218.34862,-4.55,150.046,0.7240000000000001,4,1.0,8,0.381,1,0.747,0.00966,0.709,0.662,0,0.108,0.0766,0.439
Sixteen,4PkIDTPGedm0enzdvilLNd,84,2019-04-12,hit,201.07202,-5.445,109.919,0.326,4,1.0,8,0.489,1,0.55,0.268,0.669,0.801,0,0.0594,0.136,0.541
I Like Girls (feat. Lil Skies),4KXDT3pmPDB9IB6hTUoGpd,79,2019-03-21,hit,155.09329,-3.531,178.15099999999998,0.485,4,1.0,1,0.532,1,0.6970000000000001,0.354,0.701,0.768,0,0.148,0.229,0.724
Jamais Vu,0eeeyCAGnGZInPtpkdYiPa,84,2019-04-12,hit,227.27542000000003,-6.73,81.0,0.0,4,0.9309999999999999,8,0.502,1,0.5920000000000001,0.226,0.608,0.47,0,0.0963,0.0428,0.241
Who Do You Love (with 5 Seconds of Summer),7ql71hBakyMi0Lxiq3Mugs,86,2019-03-29,hit,226.74667000000002,-4.673,140.024,0.687,4,0.917,3,0.126,1,0.318,0.00791,0.51,0.835,0,0.219,0.0447,0.435
Don't Pretend,1E6DEDWDKHoOW0fcFuDghV,80,2019-04-05,hit,165.84,-8.833,89.0,0.7190000000000001,4,1.0,11,0.564,1,0.594,0.258,0.697,0.551,0.00551,0.124,0.0815,0.219
Big Plans,6Yx181fZzA0YE2EkUsYruq,83,2019-01-17,hit,179.92993,-5.279,75.014,0.345,4,1.0,11,0.396,1,0.636,0.0668,0.693,0.604,0,0.114,0.0427,0.651
Intro,5BfMJ6iytQnu1r7iiCYSXe,79,2019-04-05,hit,213.25332999999998,-9.725,79.556,0.233,4,0.304,0,0.67,1,0.6459999999999999,0.308,0.213,0.414,0.0257,0.0912,0.0339,0.0553
Confessions of a Dangerous Mind,5CE0V7z1ePOZQNJNpWxYGA,79,2019-03-22,hit,284.08,-4.0969999999999995,141.971,0.41100000000000003,4,1.0,7,0.603,0,0.467,0.381,0.8,0.762,0,0.0887,0.203,0.645
Simple,4L9Ds4mpD3SuYoWwFUlv16,78,2019-02-15,hit,185.2,-3.717,199.81099999999998,0.392,4,0.993,3,0.23399999999999999,1,0.34299999999999997,0.0791,0.362,0.882,0,0.15,0.0973,0.864
11 Minutes (with Halsey feat. Travis Barker),4mGdjNMo0RonTlOEb7cYg4,83,2019-02-14,hit,239.50712000000001,-3.804,160.075,0.26899999999999996,4,0.9440000000000001,11,0.35,1,0.489,0.0116,0.464,0.852,0,0.108,0.067,0.233
Twenty One,1NgCWYuBLfqBDA3b8MgSVU,79,2019-04-05,hit,184.2,-8.574,109.98100000000001,0.79,4,1.0,9,0.56,1,0.531,0.212,0.776,0.445,0.00409,0.124,0.0371,0.405
Paradise,6fOOKqQWcSy33ApU1wqkkW,79,2019-04-05,hit,173.65333,-9.558,75.046,0.046,4,1.0,11,0.0,1,0.314,0.206,0.581,0.452,0.00329,0.0881,0.15,0.523
Same Yung Nigga (feat. Playboi Carti),1q9jq5X5vwmewjOa2mHtQ1,77,2019-02-22,hit,180.9346,-9.202,81.52600000000001,0.348,4,1.0,1,0.883,0,0.606,0.183,0.852,0.568,0,0.0993,0.344,0.504
Verte Ir,4lzxJ4jCuFDXXGkE1LmpKR,90,2019-03-28,hit,267.5,-4.152,95.98200000000001,0.39799999999999996,4,1.0,11,0.07400000000000001,0,0.204,0.391,0.857,0.647,1.2e-06,0.0842,0.0984,0.553
Have Mercy,6fIMvZ2JA9kuQG8IuDgWMM,78,2019-03-08,hit,189.4,-8.037,137.96200000000002,0.36200000000000004,4,1.0,0,0.794,0,0.727,0.0309,0.772,0.385,0,0.647,0.324,0.362
