name,id,popularity,release_date,hit_miss,duration,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
Tu Postura,4RNzKQEzmlvVHca4t6Txkj,74,2017-04-21,hit,281.4,-7.968,119.946,0.754,4,1.0,2,0.7490000000000001,1,0.6609999999999999,0.226,0.779,0.373,6.41e-06,0.0978,0.0372,0.499
Crying in the Club,1SJtlNRJDeYHioymcvsqev,75,2017-05-18,hit,216.39137999999997,-5.834,85.227,0.023,4,1.0,6,0.667,0,0.621,0.334,0.334,0.617,0.0,0.163,0.383,0.603
El Perdón,7qCAVkHWZkF44OzOUKf8Cr,77,2017-01-20,hit,205.90667,-5.827999999999999,179.91099999999997,0.249,4,1.0,8,0.198,1,0.366,0.446,0.628,0.69,0.0,0.112,0.0511,0.662
Highway Tune,7aOor99o8NNLZYElOXlBG1,73,2017-11-10,hit,180.64,-2.94,123.993,0.835,4,1.0,4,0.8690000000000001,1,0.675,0.0107,0.579,0.957,0.158,0.263,0.0521,0.515
SWEET,2DgMxFMUQRPthW4ROhjen1,71,2017-08-25,hit,274.2741,-6.007000000000001,92.10700000000001,0.585,4,1.0,10,0.24600000000000002,0,0.425,0.543,0.718,0.628,0.0,0.116,0.223,0.722
Used to You,2HR9wF4WR2sCJP4r6l9WVF,67,2017-04-28,miss,236.50667,-6.965,139.929,0.23800000000000002,4,0.004,6,0.703,1,0.6890000000000001,0.336,0.58,0.587,0.0,0.355,0.029,0.246
Someone To You,14BH4qO7pgCmIe6mgLKOK3,72,2017-11-03,hit,219.8,-3.6519999999999997,74.931,0.0,4,1.0,2,0.146,1,0.321,0.00545,0.517,0.922,0.0,0.223,0.0432,0.667
King of My Heart (Live),7mj5fT0Biju5jR41m9ghUl,69,2017-04-07,miss,299.36576,-9.224,136.14700000000002,0.34700000000000003,4,0.987,9,0.503,1,0.633,0.0113,0.438,0.529,0.0,0.109,0.0324,0.395
U Said,3F42FHouOY59SnSsyD2TAX,71,2017-08-15,hit,224.05333,-4.6610000000000005,82.03200000000001,0.03,4,0.986,7,0.336,1,0.495,0.0434,0.265,0.827,0.0,0.117,0.104,0.131
Singles You Up,3IPkbTA8KkdDXyWtGkfFXa,67,2017-05-26,miss,182.69333,-3.563,200.054,0.07400000000000001,4,1.0,7,0.39799999999999996,1,0.505,0.0441,0.489,0.9,0.0,0.247,0.0488,0.611
Be Somebody,4Ba8FqEIKB8Cygzz1pg3D9,70,2017-09-01,hit,168.1488,-6.975,99.985,0.5710000000000001,4,1.0,11,0.345,1,0.48,0.0624,0.626,0.742,0.0,0.135,0.127,0.56
&burn (with Vince Staples),6X7qcg95CAeJpTjtg1wooM,72,2017-12-22,hit,179.01578,-9.351,82.531,0.046,4,0.685,9,0.368,0,0.382,0.213,0.776,0.379,0.00175,0.0969,0.331,0.346
Me Too,3KwwE4sgCzMaKWq6QBebmX,72,2017-05-12,hit,181.24,-5.849,123.829,0.8370000000000001,4,1.0,11,0.799,0,0.627,0.0962,0.934,0.694,1.2e-06,0.478,0.101,0.835
Sleep Talking,0bOH2yZkaVSg2OdegIlp2J,72,2017-10-20,hit,224.22385,-4.3069999999999995,101.99,0.7509999999999999,4,0.978,5,0.008,1,0.195,0.452,0.661,0.762,0.0,0.162,0.0402,0.583
Friends (with BloodPop®),7iNIg7XDEaYECfWD5dJ9Va,78,2017-08-17,hit,189.46667,-5.337000000000001,104.977,0.897,4,1.0,8,0.314,1,0.441,0.00402,0.743,0.733,0.0,0.304,0.0375,0.622
Fetish (feat. Gucci Mane),4lnAN2S1fcI0SjxEbksZVr,74,2017-07-13,hit,186.11293,-4.474,123.006,0.47600000000000003,4,0.9890000000000001,2,0.588,1,0.392,0.0198,0.707,0.611,3.59e-06,0.0651,0.0639,0.285
Cozy Rain Sound,3byF8Z5oOsuVbrPlyfFyIK,70,2017-01-09,hit,169.33138,-32.727,52.763999999999996,0.0,4,0.763,1,0.723,1,0.67,0.0984,0.0574,0.496,0.0,0.811,0.157,0.0273
I Did Something Bad,4svZDCRz4cJoneBpjpx8DJ,71,2017-11-10,hit,238.25332999999998,-6.156000000000001,82.98899999999999,0.092,4,1.0,0,0.052000000000000005,0,0.297,0.0679,0.696,0.602,2.11e-05,0.0696,0.159,0.305
Imitadora,6r46lnXFbE9fr2d3KNaGbe,74,2017-07-21,hit,234.82875,-6.888999999999999,125.99700000000001,0.762,4,0.9670000000000001,8,0.354,0,0.45899999999999996,0.333,0.737,0.709,0.0,0.289,0.045,0.556
Chambea,6ElmxV9B2mSNscEjP27M7i,72,2017-12-01,hit,191.99995,-3.455,115.99,0.816,4,1.0,0,0.052000000000000005,1,0.239,0.242,0.855,0.868,0.00187,0.162,0.153,0.632
El Farsante,5EId1m4DNwTf3at31w8bPJ,73,2017-08-25,hit,233.82667,-4.249,120.007,0.637,4,1.0,6,0.36,1,0.489,0.2,0.735,0.703,0.0,0.259,0.0611,0.323
OMG,4xBjsLUSjcx2h7PcRikpQp,72,2017-08-03,hit,228.89311,-6.735,139.953,0.774,4,1.0,5,0.242,0,0.38,0.0295,0.655,0.576,0.115,0.132,0.0536,0.167
Green Light,6ie2Bw3xLj2JcGowOlcMhb,74,2017-06-16,hit,234.65292999999997,-7.812,128.942,0.696,4,1.0,2,0.523,1,0.52,0.0209,0.594,0.721,8.55e-06,0.0879,0.0957,0.253
Six Feet Under - Jerry Folk Remix,58nxGpcCfNDiqmFXklOslz,71,2017-02-03,hit,200.89813999999998,-12.886,135.265,0.23399999999999999,4,0.966,11,0.78,0,0.7490000000000001,0.665,0.46,0.214,0.00778,0.142,0.0533,0.0398
One Day,27r2uANqwK7XbsiAZnzf9e,71,2017-12-24,hit,202.49646,-12.147,109.82600000000001,0.0,3,0.142,0,0.4,1,0.535,0.921,0.496,0.116,0.0,0.0883,0.0401,0.362
Waves,0hNOP5epEjX8Zj5aSGr6JU,68,2017-05-12,miss,241.29202,-5.803999999999999,156.899,0.425,4,0.982,11,0.557,0,0.5920000000000001,0.169,0.521,0.778,0.0,0.102,0.0443,0.371
Danger (with Migos & Marshmello),0nhVrTiCGiGRCoZOJiWzm1,71,2017-12-08,hit,214.58667000000003,-2.968,107.99600000000001,0.691,4,0.953,9,0.315,1,0.37200000000000005,0.152,0.814,0.743,0.0,0.163,0.159,0.367
Fresh Eyes,5NDUXbMwcnTQp66tI2zcdR,72,2017-12-01,hit,198.00104,-6.685,122.054,0.8959999999999999,4,1.0,0,0.27399999999999997,1,0.475,0.548,0.828,0.56,3.66e-05,0.15,0.0327,0.872
Find You,77dwRzKegOkVtlHajKnDCb,73,2017-09-14,hit,197.89333,-4.07,125.96600000000001,0.895,4,1.0,6,0.5,0,0.547,0.00111,0.64,0.728,0.0,0.084,0.034,0.282
Meditate (feat. J.I.D.),0Eqm7hD828cATBLUx2fJox,68,2017-09-01,miss,278.08385,-8.295,147.752,0.099,4,0.9540000000000001,10,0.373,0,0.47600000000000003,0.0757,0.743,0.679,0.0,0.347,0.286,0.618
Back to You (feat. Bebe Rexha & Digital Farm Animals),7F9vK8hNFMml4GtHsaXui6,76,2017-07-21,hit,190.4278,-4.918,75.016,0.158,4,0.996,5,0.642,0,0.598,0.207,0.683,0.53,0.0,0.394,0.142,0.645
Mercury: Retrograde,2Vc6NJ9PW9gD9q343XFRKx,73,2017-09-05,hit,124.53886999999999,-7.364,156.985,0.307,4,1.0,2,0.506,1,0.5429999999999999,0.0598,0.831,0.814,0.0134,0.0556,0.42,0.389
Don't Leave,0Zx8khUcEfCFK2AEoIhC92,72,2017-01-06,hit,214.69332999999997,-3.4019999999999997,122.381,0.193,4,1.0,1,0.0,1,0.14,0.222,0.657,0.703,0.0,0.256,0.0753,0.338
Bad Bitch (feat. Ty Dolla $ign),4ZJPwET9Jrgpkqi4Vo3Yg8,70,2017-02-16,hit,197.25333,-6.252000000000001,139.91,0.647,4,0.991,5,0.521,1,0.39899999999999997,0.0283,0.656,0.615,0.0,0.234,0.0539,0.366
Tell Me You Love Me,1MKZaAEx8RrzoQjHhVuvgs,71,2017-09-29,hit,236.98667000000003,-5.462999999999999,81.888,0.3,4,1.0,6,0.29600000000000004,1,0.46399999999999997,0.0273,0.538,0.6,0.0,0.147,0.0489,0.26
Sobredosis (feat. Ozuna),1WbXIpiGBJkCiv3hn40iPB,73,2017-07-21,hit,198.33223999999998,-8.085,128.01,0.826,4,1.0,4,0.29100000000000004,0,0.424,0.207,0.759,0.639,0.0,0.23,0.0511,0.682
Barking,2U5cq89GCnsR1yixKkC8d5,81,2017-12-01,hit,202.82667,-7.867000000000001,70.23100000000001,0.05,3,0.732,7,0.622,0,0.5770000000000001,0.185,0.45,0.465,0.0,0.0782,0.268,0.788
September Song,0zbzrhfVS9S2TszW3wLQZ7,77,2017-10-06,hit,220.29075,-6.7,95.941,0.22,4,1.0,0,0.409,0,0.607,0.054,0.614,0.615,0.0,0.0921,0.0444,0.374
Your Song,4c2W3VKsOFoIg2SFaO6DY5,77,2017-05-25,hit,180.75723,-4.093,117.959,0.866,4,1.0,1,0.36,1,0.617,0.158,0.855,0.624,0.0,0.0513,0.0488,0.962
Quit (feat. Ariana Grande),4rwqrKdwlFWJ6LvPYaOtgn,72,2017-04-28,hit,258.18847999999997,-7.365,86.911,0.12,3,0.575,0,0.743,0,0.713,0.105,0.44,0.413,3.4e-05,0.0997,0.0407,0.141
Love,2Kerz9H9IejzeIpjhDJoYG,73,2017-07-21,hit,272.74277,-10.943,98.994,0.084,4,1.0,10,0.51,1,0.45299999999999996,0.487,0.527,0.366,0.0023,0.11,0.0277,0.234
A Million Dreams (Reprise),66y7x28jXOPrcmu3D5Zjh6,73,2017-12-08,hit,60.45333,-17.067,74.369,0.177,3,0.887,6,0.879,1,0.784,0.726,0.253,0.139,5.01e-05,0.269,0.0414,0.102
The Brightside,4DbnKBddcHUHbYpidc36AT,71,2017-08-15,hit,216.0405,-6.522,134.03,0.826,4,0.349,3,0.499,0,0.517,0.0348,0.646,0.64,0.0,0.108,0.0424,0.882
Stargazing,0Zbbxnx4SGGHoIow4PpISP,78,2017-09-21,hit,236.85332999999997,-5.763,99.137,0.171,4,1.0,5,0.517,1,0.512,0.152,0.677,0.497,0.0,0.0911,0.0809,0.419
Get Right Witcha,76Y0gxtTxN0FyDCYh5qYQj,69,2017-01-27,miss,257.54553,-5.861000000000001,136.98,0.7859999999999999,4,0.9420000000000001,10,0.55,0,0.5589999999999999,0.0646,0.95,0.743,1.19e-05,0.103,0.238,0.62
La Rompe Corazones,2Q85xwXagilpHKTfdrbC7M,75,2017-01-13,hit,204.52,-2.595,176.018,0.401,4,1.0,5,0.39899999999999997,0,0.483,0.116,0.685,0.859,0.0,0.317,0.0553,0.891
Gorgeous,75Q69chmd8CEZbVsA4CDMm,68,2017-03-24,miss,148.4937,-4.217,76.938,0.11,4,1.0,5,0.226,1,0.373,0.353,0.834,0.551,0.0,0.103,0.43,0.5
Bonita,0atfY1ew83Ql9nNnJiD2t5,76,2017-06-02,hit,265.74667,-1.5819999999999999,96.038,0.18600000000000003,4,1.0,5,0.838,0,0.757,0.0132,0.775,0.867,0.00684,0.278,0.0414,0.869
Look What You Made Me Do,1P17dC1amhFzptugyAO7Il,71,2017-11-10,hit,211.85332999999997,-6.471,128.07,0.8140000000000001,4,0.9790000000000001,9,0.6990000000000001,0,0.625,0.204,0.766,0.709,1.41e-05,0.126,0.123,0.506
Échame La Culpa,2hl6q70unbviGo3g1R7uFx,76,2017-11-17,hit,173.72,-3.655,96.024,0.0,4,1.0,0,0.395,1,0.449,0.0328,0.726,0.889,0.0,0.0925,0.0429,0.649
1000 Rounds,5o7ZDvfOry1MNhNLBOJulo,70,2017-03-20,hit,163.37084,-5.388999999999999,149.97,0.753,4,1.0,8,0.45799999999999996,1,0.5379999999999999,0.0111,0.825,0.761,0.00359,0.334,0.104,0.161
Quiero Repetir,0MIcPSq9n2z5H8TAfEstri,74,2017-08-25,hit,200.98667,-4.748,97.626,0.16699999999999998,4,0.871,0,0.535,0,0.57,0.103,0.608,0.753,0.0,0.0996,0.368,0.482
My Choppa Hate Niggas,2D2w9943rsnJOGCrI4aMQp,68,2017-10-30,miss,148.64,-5.818,77.493,0.35700000000000004,4,0.95,0,0.922,0,0.54,0.0974,0.862,0.274,0.185,0.183,0.484,0.146
One More Light,3xXBsjrbG1xQIm1xv1cKOt,75,2017-05-19,hit,255.06667000000002,-11.062999999999999,83.96600000000001,0.038,4,0.982,8,0.503,1,0.6559999999999999,0.904,0.593,0.2,0.0,0.0897,0.0311,0.17
Love$ick (feat. A$AP Rocky),3sTN90bIP2cJ1783ctHykO,74,2017-07-14,hit,192.16,-4.997,88.75299999999999,0.2,4,1.0,8,0.281,0,0.265,0.147,0.625,0.763,0.0106,0.214,0.129,0.721
Kiwi,33SNO8AaciGbNaQFkxvPrW,72,2017-05-12,hit,176.38667,-2.6310000000000002,147.124,0.527,4,0.504,2,0.7070000000000001,1,0.547,0.00064,0.375,0.93,0.0,0.318,0.0561,0.491
Don’t Blame Me,1R0a2iXumgCiFb7HEZ7gUE,69,2017-11-10,miss,236.41332999999997,-6.718999999999999,135.917,0.17300000000000001,4,1.0,9,0.38799999999999996,0,0.44299999999999995,0.106,0.615,0.534,1.76e-05,0.0607,0.0386,0.193
Liability,6Kkt27YmFyIFrcX3QXFi2o,72,2017-06-16,hit,171.72762,-11.254000000000001,75.67,0.13699999999999998,4,0.978,10,0.292,0,0.557,0.92,0.587,0.229,0.0,0.1,0.128,0.379
Vuelve,0gCPvo1GkbtPhMqg5Gbx1K,72,2017-09-29,hit,279.61332999999996,-5.664,130.025,0.6679999999999999,4,0.89,1,0.65,1,0.643,0.17,0.728,0.541,0.0,0.118,0.0318,0.206
Ain't My Fault,0ADG9OgdVTL7fgREP75BrZ,74,2017-03-17,hit,224.03079,-4.825,141.153,0.847,4,0.982,6,0.691,0,0.563,0.00778,0.576,0.782,0.0,0.285,0.0296,0.355
Black Smoke Rising,32BEasyNQgqXQJKoVa0fUw,71,2017-11-10,hit,259.89333,-3.949,200.012,0.184,4,0.909,7,0.52,1,0.649,0.187,0.372,0.911,0.000199,0.0883,0.0694,0.536
Hasta el Amanecer,5Fim1gaXBgsiFfsQAfQSDS,73,2017-01-20,hit,198.70667,-6.042000000000001,94.01299999999999,0.505,4,1.0,6,0.593,0,0.659,0.282,0.832,0.608,0.0,0.0761,0.0385,0.589
Probablemente,4prmUBle7TtAeeUgCnsc3Z,73,2017-08-25,hit,233.54667,-5.236000000000001,79.99600000000001,0.013000000000000001,4,1.0,7,0.568,1,0.561,0.412,0.661,0.489,0.0,0.102,0.0284,0.591
White Wine,3Q241k92c1I5sqKbdw6Ujb,70,2017-06-08,hit,155.69333,-8.066,135.037,0.363,4,0.484,6,0.684,1,0.457,0.0121,0.675,0.574,1.11e-05,0.108,0.0559,0.482
Suicidal Thoughts,56TOfxnRzSRbFRw8J6C4IT,70,2017-10-19,hit,181.72766000000001,-6.086,140.171,0.156,4,0.845,1,0.5379999999999999,1,0.51,0.217,0.372,0.656,0.0,0.418,0.0776,0.15
Worst In Me,1FY8gDAydm8CfGYp7Lv9ce,65,2017-07-28,miss,202.34667,-7.82,105.985,0.83,4,0.9790000000000001,6,0.557,1,0.584,0.105,0.648,0.616,0.0,0.161,0.0606,0.275
All Falls Down (feat. Juliander),5yFSF6qQA1rcLsQRnBsZgb,79,2017-10-27,hit,199.11111,-4.407,97.976,0.247,4,1.0,1,0.479,1,0.606,0.303,0.658,0.678,0.0,0.361,0.058,0.662
Gorgeous,1ZY1PqizIl78geGM4xWlEA,70,2017-11-10,hit,209.68,-6.684,92.027,0.14800000000000002,4,1.0,7,0.204,1,0.518,0.0713,0.8,0.535,9.48e-06,0.213,0.135,0.451
Happiness,2rXVtoLBHuXcNB5DVfIc9p,71,2017-04-26,hit,279.69333,-9.774,105.645,0.019,3,0.599,5,0.605,1,0.5589999999999999,0.734,0.399,0.235,1.56e-06,0.161,0.0334,0.197
MIC Drop (feat. Desiigner) [Steve Aoki Remix],7Ed6BkggCS2KaKY5YlINaF,71,2017-11-24,hit,238.72648999999998,-4.332,169.917,0.34,4,0.862,10,0.355,0,0.434,0.0157,0.613,0.842,0.0,0.23,0.219,0.645
Boys,5o4yGlG0PfeVUa6ClIyOxq,72,2017-07-26,hit,162.5858,-5.192,139.94299999999998,0.815,4,1.0,2,0.455,1,0.647,0.0646,0.867,0.545,0.000289,0.0505,0.0625,0.525
Robarte un Beso,0JcNysfWVWaMS7R6vzGB2k,79,2017-11-10,hit,194.74231,-4.946000000000001,95.04899999999999,0.63,4,0.8859999999999999,10,0.255,1,0.285,0.0826,0.742,0.858,0.0,0.364,0.0483,0.64
Por Enamorarme,5cwNC37WYaYJDNCxjNPOj6,70,2017-04-14,hit,176.49778,-3.8289999999999997,157.238,0.10400000000000001,3,0.8270000000000001,5,0.38799999999999996,1,0.525,0.672,0.601,0.621,0.0,0.116,0.0319,0.825
Hills and Valleys (The Valleys Version),398Dfg7EisARPcvixgrtuI,66,2017-06-23,miss,249.24236000000002,-10.72,79.258,0.132,4,0.8290000000000001,2,0.7070000000000001,1,0.72,0.772,0.486,0.302,0.0,0.073,0.0332,0.45
like that,1BSAmxkrz2H8v5kpTfAT6v,71,2017-06-02,hit,185.44,-5.769,61.97,0.225,4,0.035,6,0.418,0,0.5720000000000001,0.181,0.687,0.444,0.0,0.533,0.0554,0.407
Me Mata,2wgDAPgBhFA7pnIbm0YOhP,71,2017-04-11,hit,412.63156000000004,-11.467,114.02799999999999,0.833,4,0.9690000000000001,9,0.001,1,0.19,0.551,0.841,0.53,0.0,0.119,0.205,0.686
Unstoppable,6rrKbzJGGDlSZgLphopS49,71,2017-10-13,hit,192.10667,-3.9360000000000004,77.99,0.40299999999999997,4,1.0,1,0.41600000000000004,0,0.565,0.00146,0.469,0.845,3.16e-05,0.148,0.0499,0.564
Corrido De Juanito,0ehx1p1HMn7NMKisZaO9oL,70,2017-10-13,hit,261.97333,-4.3469999999999995,97.647,0.46399999999999997,3,0.966,3,0.6609999999999999,1,0.752,0.475,0.777,0.607,0.0,0.0812,0.039,0.751
Gaze,2XeZi7qwChzLOt32tsoPXV,71,2017-01-06,hit,160.16,-22.165,140.994,0.34,3,1.0,3,0.7659999999999999,0,0.812,0.991,0.574,0.0577,0.912,0.111,0.0393,0.0849
Slide (feat. Frank Ocean & Migos),7tr2za8SQg2CI8EDgrdtNl,71,2017-06-30,hit,230.81332999999998,-3.299,104.066,0.51,4,1.0,1,0.257,0,0.45,0.498,0.736,0.795,1.21e-06,0.254,0.0545,0.511
Downtown,3Ga6eKrUFf12ouh9Yw3v2D,78,2017-11-19,hit,193.45605,-4.985,166.00799999999998,0.369,4,1.0,4,0.324,0,0.32799999999999996,0.18,0.775,0.679,7.26e-05,0.068,0.135,0.619
Beautiful Trauma,2DlIwu1iDTILEMXA7MUotn,73,2017-10-13,hit,250.05333,-6.39,95.977,0.214,4,1.0,7,0.955,1,0.818,0.0868,0.412,0.619,2.55e-06,0.4,0.0725,0.234
Homemade Dynamite - REMIX,5u64RlrnvvbtNh6R0EMh6o,70,2017-11-10,hit,214.25456,-4.997,106.99600000000001,0.34,4,1.0,0,0.674,0,0.48,0.229,0.781,0.548,0.0,0.127,0.0764,0.175
Nose On The Grindstone,4a2uqVlpRChHj32EjJLu7G,64,2017-05-30,miss,204.0,-11.043,150.028,0.20600000000000002,3,0.956,10,0.22699999999999998,1,0.395,0.761,0.488,0.281,0.0,0.13,0.0555,0.402
The Spectre,2DGa7iaidT5s0qnINlwMjJ,78,2017-09-15,hit,193.78794,-7.438,127.95700000000001,0.9470000000000001,4,1.0,1,0.47200000000000003,0,0.635,0.0214,0.654,0.711,0.00191,0.0903,0.0383,0.198
Talisman Stallion,1e3JUGxqyfe94XBFnWdP11,70,2017-02-07,hit,120.54948,-22.89,135.274,0.25,4,0.915,5,0.271,1,0.435,0.995,0.456,0.024,0.956,0.112,0.0467,0.22
Naive Spin,1JoAjYaI3zvhXVx41HH7Fc,71,2017-10-20,hit,158.06576,-22.308000000000003,72.833,0.134,4,0.562,7,0.374,0,0.564,0.991,0.397,0.0315,0.926,0.0925,0.0392,0.18
Walking The Wire,1y3bE5i57eUm3hfLAc7h08,73,2017-06-23,hit,232.90667000000002,-5.3389999999999995,100.008,0.22899999999999998,4,1.0,4,0.37799999999999995,1,0.433,0.0163,0.54,0.761,0.0,0.0941,0.0372,0.147
Not Today,4hrpoqJMVE7FxBu1YWx0eQ,72,2017-02-13,hit,231.85995,-3.408,110.024,0.679,4,1.0,8,0.11199999999999999,1,0.315,0.00181,0.594,0.946,1.04e-06,0.923,0.126,0.665
All This Love,10unIjOu5Jurco3SDbV4HZ,74,2017-10-06,hit,193.59787,-7.056,97.456,0.13,3,1.0,5,0.483,1,0.395,0.168,0.621,0.524,0.0,0.0925,0.0248,0.434
Ocean Eyes - GOLDHOUSE Remix,1JbuC7uZm0P1PyX7N7gDEM,70,2017-01-13,hit,213.6,-2.509,199.917,0.215,4,1.0,7,0.41100000000000003,1,0.455,0.0313,0.43,0.955,0.218,0.247,0.0381,0.569
On My Mind (Jorja Smith X Preditah),1OxL1FWSEd7QmJoWLRP2NO,72,2017-08-25,hit,181.50957,-5.947,130.037,0.58,4,1.0,10,0.381,0,0.489,0.42,0.71,0.662,0.0,0.0723,0.175,0.755
Una Lady Como Tú,7MHN1aCFtLXjownGhvEQlF,78,2017-04-10,hit,213.02667000000002,-7.348,94.98299999999999,0.428,4,0.7170000000000001,4,0.386,1,0.442,0.549,0.788,0.477,0.0,0.349,0.0434,0.86
Te Fallé,2UDoZZSrs3NxlmvFZbffr4,71,2017-08-25,hit,231.17333,-4.988,162.141,0.263,4,1.0,10,0.72,1,0.6559999999999999,0.335,0.598,0.447,0.0,0.149,0.0265,0.518
Si Tu Novio Te Deja Sola,2joKSGkqac0LIwYG9Ghrwq,72,2017-03-03,hit,243.56,-9.498,121.927,0.45799999999999996,4,1.0,3,0.363,0,0.40399999999999997,0.519,0.718,0.46,0.0,0.0981,0.0711,0.52
El Amante,3umS4y3uQDkqekNjVpiRUs,74,2017-01-20,hit,219.50667,-5.535,179.91,0.451,4,1.0,8,0.48,1,0.66,0.243,0.683,0.691,0.0,0.14,0.0432,0.732
Coastline,2KCqAdd2ad0hpJc5ySoTE8,70,2017-02-03,hit,233.97332999999998,-11.23,100.16799999999999,0.151,4,1.0,2,0.501,1,1.0,0.63,0.67,0.496,0.00316,0.0584,0.0277,0.427
Paris,72jbDTw1piOOj770jWNeaG,72,2017-04-07,hit,221.50667,-6.428,99.99,0.366,4,0.9940000000000001,2,0.359,1,0.506,0.0215,0.653,0.658,1.66e-06,0.0939,0.0304,0.219
Never Enough (Reprise),6f8b6mxNNDJdE5tC4MCTxt,71,2017-12-08,hit,80.29333000000001,-19.375999999999998,82.486,0.008,4,0.45799999999999996,9,0.8220000000000001,1,0.7609999999999999,0.889,0.382,0.0541,2.88e-06,0.0832,0.03,0.133
Never Be the Same,6VpQdig9pdpTSIFItgkJV5,70,2017-12-17,hit,227.0878,-4.343,129.961,0.435,4,0.826,0,0.541,1,0.5720000000000001,0.145,0.643,0.709,0.000449,0.115,0.0733,0.264
This Moment,6gp6sejiJXYU1i6xHPf8hh,71,2017-02-07,hit,154.66349,-29.25,81.02,0.106,4,0.985,4,0.52,1,0.637,0.995,0.253,0.00611,0.959,0.0861,0.0489,0.309
Tip Toe (feat. French Montana),2z4pcBLQXF2BXKFvd0BuB6,75,2017-11-10,hit,187.52104,-4.547,98.06200000000001,0.5479999999999999,4,1.0,10,0.0,0,0.0,0.0233,0.845,0.709,0.0,0.094,0.0714,0.62
Whitehouse Road,0fbR95FEaJUxiQYaqZZukv,64,2017-08-04,miss,280.78667,-5.502999999999999,84.46700000000001,0.703,4,0.8190000000000001,0,0.902,1,0.7959999999999999,0.114,0.607,0.739,0.000234,0.192,0.0274,0.875
Boss,1rsAFUCa6BVMgRQ3FCQQsi,70,2017-10-06,hit,106.02086000000001,-3.4339999999999997,119.999,0.9059999999999999,4,1.0,10,0.784,0,0.768,0.0304,0.803,0.789,0.0,0.378,0.0383,0.647
Navajo,6zWU7YALeEDMcPGhKKZJhV,71,2017-06-08,hit,194.15728000000001,-7.398,89.01299999999999,0.259,4,1.0,6,0.758,0,0.711,0.114,0.686,0.592,1.16e-06,0.248,0.26,0.364
Would You Ever,57p8CBvPOxrvyCbn6ttl5r,72,2017-07-26,hit,234.28571000000002,-3.36,126.04700000000001,0.74,4,0.764,10,0.10400000000000001,1,0.159,0.0079,0.653,0.91,0.0,0.318,0.0566,0.0921
Evolutionistically Yours,01T3AjynqSMVfiAQCAfrKJ,71,2017-02-07,hit,160.89741,-31.994,112.464,0.18600000000000003,4,0.361,5,0.0,1,0.0,0.993,0.322,0.0121,0.927,0.127,0.0491,0.118
Faded Dreams,5jxBweBbPFg53Ozudm6HrC,70,2017-02-07,hit,111.80345,-33.376999999999995,116.059,0.13699999999999998,4,0.97,9,1.0,0,0.9359999999999999,0.994,0.429,0.0107,0.967,0.136,0.074,0.142
Plain Jane REMIX,2YzmfPLqUx5CJOaw5ThsBV,70,2017-12-15,hit,202.63628,-4.284,170.113,0.325,4,0.991,11,0.086,1,0.17300000000000001,0.0588,0.791,0.839,6.26e-05,0.259,0.266,0.383
What Do I Know?,2pJZ1v8HezrAoZ0Fhzby92,75,2017-03-03,hit,237.33333,-5.69,115.09200000000001,0.812,4,0.607,1,0.483,0,0.604,0.251,0.838,0.492,0.0,0.262,0.038,0.895
Sexto Sentido (feat. Bad Bunny),3iDPALl8BoUbuXZgy6EOWY,72,2017-08-17,hit,227.22095,-5.412999999999999,140.984,0.596,4,0.996,5,0.309,0,0.442,0.39,0.714,0.624,0.0,0.12,0.0651,0.5
Gashina,0jFHMDRXxKaREor3hBEEST,74,2017-08-22,hit,180.00045,-3.915,93.941,0.175,4,1.0,6,0.39899999999999997,1,0.489,0.0556,0.722,0.833,0.0,0.195,0.094,0.53
Free Smoke,05KOgYg8PGeJyyWBPi5ja8,67,2017-03-18,miss,218.67382999999998,-7.587999999999999,141.953,0.353,4,1.0,10,0.5770000000000001,0,0.512,0.0621,0.617,0.492,0.0,0.484,0.448,0.208
Para Qué Lastimarme,6c5ghmeB5B3eUwO9Gr4Dgx,70,2017-06-23,hit,175.02667,-7.107,139.859,0.34600000000000003,4,1.0,7,0.493,1,0.628,0.583,0.661,0.423,0.0,0.221,0.026,0.767
Mask Off - Remix,6DB2KOEwHnjkgEnBt5SdeJ,70,2017-05-23,hit,257.98667,-12.007,150.005,0.43799999999999994,4,0.983,2,0.514,1,0.5429999999999999,0.0111,0.727,0.431,0.0166,0.506,0.395,0.223
wish u the best,23xup5SPK9QGT5Rs5qUzOm,66,2017-04-21,miss,154.45243,-6.131,114.919,0.774,4,0.718,2,0.385,0,0.42,0.0197,0.796,0.495,0.0,0.094,0.202,0.519
Problems,5e90dsXJMBw9ndBRiKP1ZA,69,2017-08-15,miss,209.21333,-7.077999999999999,115.007,0.669,4,0.9179999999999999,1,0.9279999999999999,1,0.6779999999999999,0.000144,0.64,0.558,0.865,0.103,0.0271,0.207
I Do This (feat. Young Thug & Mozzy),4CAy0rl7iHnF2iD9I8xkEM,64,2017-12-10,miss,249.72195,-9.454,111.249,0.375,4,0.988,4,0.0,0,0.105,0.137,0.619,0.673,0.0,0.199,0.477,0.402
Legends Never Die (feat. Against the Current),04pjfS3YIK6gXjxi1zHeZa,73,2017-09-15,hit,235.0,-6.638,140.078,0.638,4,0.9590000000000001,4,0.47100000000000003,0,0.431,0.00786,0.498,0.598,0.0,0.111,0.0377,0.0573
