name,id,popularity,release_date,hit_miss,duration,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
Look At Me!,7floNISpH8VF4z4459Qo18,81,2017-02-20,hit,126.34558,-6.405,139.059,0.172,4,1.0,1,0.39799999999999996,1,0.423,0.259,0.763,0.726,0.0,0.0976,0.282,0.349
Sunflower,4EpZ4eYuZOwPSSwyqpdHnJ,80,2017-03-22,hit,252.23075,-4.463,129.903,0.38299999999999995,4,0.985,6,0.156,1,0.33,0.646,0.384,0.765,0.00352,0.522,0.0579,0.567
Passionfruit,5mCPDVBb16L4XQwDdbRUpz,81,2017-03-18,hit,298.94077000000004,-11.556,111.963,0.708,4,0.8290000000000001,11,0.677,1,0.596,0.304,0.804,0.459,0.0862,0.11,0.039,0.372
Boo'd Up,0At2qAoaVjIwWNAqrscXli,78,2017-02-22,hit,256.06372000000005,-5.107,81.965,0.48100000000000004,4,0.985,10,0.451,0,0.606,0.0862,0.561,0.779,0.0,0.078,0.0531,0.235
Small Town Boy,2YMhrXQYKkm4kXLcXKKd5z,76,2017-09-08,hit,205.73333,-6.016,72.997,0.182,4,1.0,9,0.613,1,0.589,0.0251,0.554,0.743,0.0,0.359,0.0287,0.673
IDGAF,76cy1WJvNGJTj78UqeA5zr,85,2017-06-02,hit,217.94667,-5.975,97.02799999999999,0.262,4,1.0,7,0.75,1,0.6829999999999999,0.0403,0.836,0.544,0.0,0.0824,0.0943,0.51
Marry Me,0OWZFobGSIW9GrSlQ9C5pc,76,2017-09-08,hit,205.45333,-8.633,85.02799999999999,0.055,4,1.0,3,0.488,1,0.602,0.113,0.588,0.408,0.0,0.13,0.0237,0.484
Issues,7vu0JkJh0ldukEYbTVcqd0,76,2017-07-28,hit,176.32,-6.852,114.145,0.122,4,0.9940000000000001,8,0.462,1,0.57,0.401,0.728,0.415,0.0,0.0616,0.0639,0.455
I Get The Bag (feat. Migos),1XRgIKC5TPwo7nWGyKqgG0,78,2017-10-13,hit,233.08697999999998,-5.475,139.94799999999998,0.84,4,1.0,11,0.612,1,0.56,0.0232,0.89,0.633,0.000343,0.0993,0.168,0.425
Get You (feat. Kali Uchis),7zFXmv6vqI4qOt4yGf3jYZ,79,2017-08-25,hit,278.17967999999996,-8.533,74.038,0.409,4,0.7140000000000001,4,0.35100000000000003,0,0.177,0.422,0.658,0.294,5.2e-05,0.0749,0.0321,0.358
Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf,77,2017-12-01,hit,259.33333,-10.532,145.965,0.74,4,0.978,6,0.49700000000000005,1,0.508,0.173,0.674,0.506,0.0,0.0866,0.0434,0.183
Shape of You,7qiZfU4dY1lWllzX7mPBI3,87,2017-03-03,hit,233.71265,-3.1830000000000003,95.977,0.261,4,0.981,1,0.728,0,0.647,0.581,0.825,0.652,0.0,0.0931,0.0802,0.931
Happier,2RttW7RAu5nOAfq6YFvApB,85,2017-03-03,hit,207.52,-7.355,89.792,0.32899999999999996,4,0.983,0,0.35600000000000004,1,0.5,0.536,0.522,0.385,0.0,0.135,0.0288,0.236
Bounce Back,0SGkqnVQo9KPytSri1H6cF,78,2017-02-03,hit,222.36,-5.6979999999999995,81.477,0.114,4,0.993,2,0.012,1,0.295,0.105,0.77,0.567,0.0,0.125,0.175,0.26
Best Part (feat. H.E.R.),1RMJOxR6GRPsBHL8qeC2ux,79,2017-08-25,hit,209.83116,-10.209,75.24,0.127,4,1.0,7,0.165,1,0.29,0.808,0.524,0.364,0.0,0.1,0.0367,0.436
Caroline,5hTpBe8h35rJ67eAWHQsJx,78,2017-07-28,hit,209.64,-10.179,120.041,0.114,4,0.97,5,0.0,0,0.096,0.17,0.941,0.335,0.0,0.262,0.505,0.707
PICK IT UP (feat. A$AP Rocky),3ncgNpxLoBQ65ABk4djDyd,78,2017-10-20,hit,191.25184,-8.443,135.995,0.9740000000000001,4,1.0,1,0.782,1,0.585,0.0149,0.921,0.467,0.000238,0.334,0.119,0.287
Best Friend,47Bg6IrMed1GPbxRgwH2aC,79,2017-01-25,hit,262.23138,-5.247000000000001,144.982,0.299,4,0.946,6,0.672,1,0.5579999999999999,0.395,0.575,0.714,0.0,0.115,0.0596,0.32
Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,85,2017-04-20,hit,187.97333,-4.078,82.695,0.136,4,1.0,10,0.17800000000000002,0,0.43,0.106,0.444,0.819,0.0,0.107,0.341,0.747
See You Again,7KA4W4McWYRpgf0fWsJZWB,78,2017-07-21,hit,180.38667,-9.222000000000001,78.558,0.0,4,0.843,6,0.429,1,0.513,0.371,0.558,0.559,7.49e-06,0.109,0.0959,0.62
I Don't Wanna Do This Anymore,5de9Ho64dovuQI8Uhn5gPD,78,2017-05-16,hit,87.56068,-7.681,114.208,0.688,4,1.0,4,0.43200000000000005,1,0.415,0.843,0.433,0.778,0.0,0.139,0.041,0.764
Mask Off,0VgkVdmE4gld66l8iyGjgx,81,2017-06-30,hit,204.6,-8.795,150.062,0.599,4,1.0,2,0.405,1,0.43700000000000006,0.0102,0.833,0.434,0.0219,0.165,0.431,0.281
Him & I (with Halsey),5k38wzpLb15YgncyWdTZE4,81,2017-12-15,hit,268.86667,-6.343,87.90799999999999,0.46799999999999997,4,1.0,2,0.657,1,0.6679999999999999,0.0534,0.589,0.731,0.0,0.308,0.0868,0.191
Strip That Down,4Ro98RCK90oHqqSZUnTFq5,81,2017-05-18,hit,204.50236,-5.484,106.023,0.504,4,1.0,6,0.42100000000000004,1,0.47,0.22,0.874,0.497,0.0,0.0761,0.0562,0.542
Save That Shit,0S0vWvyZ6Rc79TXkWxT9QA,81,2017-08-15,hit,231.54667,-8.672,105.99700000000001,0.36700000000000005,4,1.0,2,0.361,1,0.431,0.0262,0.534,0.583,0.0,0.421,0.0288,0.145
There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,84,2017-04-20,hit,199.44,-4.063,121.99799999999999,0.8420000000000001,4,1.0,11,0.0,0,0.21,0.38,0.866,0.813,0.0,0.0779,0.0554,0.969
Nowadays (feat. Landon Cube),689uBlyIufk2LUhAwjny4w,77,2017-12-20,hit,203.90771,-6.987,79.993,0.37799999999999995,4,0.996,6,0.42100000000000004,0,0.49700000000000005,0.157,0.745,0.646,0.0,0.338,0.17,0.46
Carry On,2yZax79pOrYuyIFVW2cZY2,79,2017-08-25,hit,129.72,-13.378,147.899,0.161,4,1.0,3,0.515,0,0.439,0.768,0.735,0.197,0.000276,0.296,0.537,0.383
Bad and Boujee (feat. Lil Uzi Vert),4Km5HrUvYTaSUfiSGPJeQR,78,2017-01-27,hit,343.15039,-5.313,127.07600000000001,0.915,4,1.0,11,0.47,1,0.361,0.061,0.927,0.665,0.0,0.123,0.244,0.175
Written in the Sand,2A69wys3S9uiPSmn6UZWJn,75,2017-08-25,hit,184.08,-9.602,83.985,0.36,4,1.0,6,0.777,1,0.7070000000000001,0.593,0.725,0.437,0.0,0.0842,0.0575,0.759
Lie,07FkzikE6FuHIa8Ma7zJGc,77,2017-10-06,hit,209.21333,-6.542000000000001,95.00299999999999,0.265,4,1.0,5,0.324,1,0.355,0.161,0.753,0.66,0.0,0.236,0.133,0.182
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",1jYiIOC5d6soxkJP81fxq2,73,2017-06-22,hit,288.87687,-4.2669999999999995,80.984,0.6629999999999999,4,1.0,7,0.43799999999999994,1,0.555,0.0533,0.599,0.667,0.0,0.134,0.0367,0.817
Dark Queen,2ZdCrBA52bb4pIG3tOOZiQ,76,2017-08-25,hit,173.41937,-5.2860000000000005,155.055,0.054000000000000006,4,1.0,4,0.0,1,0.03,0.222,0.747,0.606,0.0,0.281,0.172,0.2
Stay (with Alessia Cara),6uBhi9gBXWjanegOb2Phh0,81,2017-02-23,hit,210.09075,-5.025,102.04,0.537,4,0.997,5,0.396,0,0.574,0.253,0.69,0.622,0.0,0.116,0.0622,0.544
Bored,04sN26COy28wTXYj3dMoiZ,80,2017-03-30,hit,180.93333,-12.905999999999999,119.932,0.193,4,0.9690000000000001,7,0.409,1,0.65,0.913,0.606,0.328,0.00131,0.0789,0.0512,0.105
Magnolia,1e1JKLEDKP7hEQzJfNAgPl,77,2017-04-14,hit,181.81238000000002,-7.3229999999999995,162.99,0.304,4,1.0,11,0.551,0,0.529,0.0113,0.791,0.581,0.0,0.35,0.286,0.438
Blue Tacoma,2oPCR02nduYVpj7CTfsA0d,75,2017-10-13,hit,212.06667000000002,-4.879,160.139,0.271,4,0.813,9,0.561,1,0.485,0.0183,0.455,0.897,0.0,0.174,0.0403,0.728
Despacito - Remix,6rPO02ozF3bM7NnOV4h6s2,82,2017-04-17,hit,228.82667,-4.353,178.08599999999998,0.11699999999999999,4,0.94,2,0.207,1,0.444,0.228,0.653,0.816,0.0,0.0967,0.167,0.816
New Rules,2ekn2ttSfGqwhhate0LSR0,85,2017-06-02,hit,209.32,-6.021,116.073,0.6,4,1.0,9,0.584,0,0.52,0.00261,0.762,0.7,1.56e-05,0.153,0.0694,0.608
wokeuplikethis*,59J5nzL1KniFHnU120dQzt,76,2017-04-14,hit,235.53519,-6.667999999999999,78.476,0.41200000000000003,4,1.0,8,0.0,1,0.228,0.0138,0.785,0.62,0.0,0.15,0.254,0.478
Just You and I,4Fvtl6P5d8h2lzzwhUCHHD,81,2017-10-13,hit,174.98259,-5.416,92.061,0.258,4,0.992,9,0.43200000000000005,1,0.5329999999999999,0.456,0.567,0.696,0.0,0.113,0.301,0.544
party favor,3WxmlTZ85sCYFnuIXmUAEe,79,2017-12-22,hit,204.77048,-12.181,130.02200000000002,0.196,4,0.963,0,0.586,1,0.7859999999999999,0.882,0.826,0.188,2.83e-06,0.103,0.0883,0.205
Slippery (feat. Gucci Mane),6p8NuHm8uCGnn2Dtbtf7zE,78,2017-01-27,hit,304.04113,-5.662000000000001,141.967,0.7509999999999999,4,0.977,1,0.313,0,0.47100000000000003,0.307,0.92,0.674,0.0,0.104,0.264,0.741
First Day Out,3muBQDekYAg7jm6hDu6R0Z,74,2017-04-07,hit,254.69387999999998,-6.33,98.008,0.41,4,0.937,1,0.722,1,0.764,0.171,0.587,0.711,0.0,0.125,0.42,0.381
20 Min,0uxSUdBrJy9Un0EYoBowng,75,2017-11-17,hit,220.58667000000003,-4.0089999999999995,123.426,0.8029999999999999,4,1.0,8,0.314,0,0.387,0.109,0.773,0.75,0.0,0.174,0.117,0.783
In Case You Didn't Know,10M2Ex445zw585Ducldzkw,75,2017-02-10,hit,224.85332999999997,-7.306,147.986,0.46299999999999997,4,1.0,10,0.7559999999999999,1,0.599,0.386,0.607,0.536,0.0,0.102,0.0305,0.434
It's A Vibe,6H0AwSQ20mo62jGlPGB8S6,76,2017-06-16,hit,210.2,-7.3839999999999995,73.003,0.297,4,1.0,7,0.281,1,0.436,0.0317,0.822,0.505,0.000911,0.114,0.147,0.523
Mercy,0AS63m1wHv9n4VVRizK6Hc,83,2017-04-20,hit,208.73333,-4.952,148.128,0.29600000000000004,4,1.0,11,0.455,0,0.521,0.125,0.555,0.662,0.0,0.111,0.0827,0.356
Most Girls,10GJQkjRJcZhGTLagFOC62,79,2017-04-28,hit,204.4,-7.082000000000001,102.97399999999999,0.15,4,1.0,9,0.375,1,0.51,0.0485,0.76,0.588,0.0,0.0847,0.0775,0.384
Millionaire,68JS5SFTnW5Yv9Vzw81Jf0,74,2017-12-01,hit,210.13332999999997,-9.666,142.635,0.12300000000000001,4,0.851,10,1.0,1,0.705,0.165,0.602,0.463,0.00968,0.0975,0.0279,0.454
Yours,6RSNKGdv3nDTHqgw4bdzyF,74,2017-10-13,hit,216.96,-6.005,134.058,0.6920000000000001,4,0.831,11,0.614,1,0.596,0.119,0.555,0.722,0.0,0.0861,0.034,0.559
Codeine Dreaming (feat. Lil Wayne),4DTpngLjoHj5gFxEZFeD3J,75,2017-11-24,hit,264.53161,-7.357,155.007,0.046,4,1.0,1,0.6859999999999999,0,0.6829999999999999,0.0652,0.736,0.604,6.43e-05,0.124,0.222,0.574
Love Scars,0AICBlLzFCTpUqmAbtzB2z,75,2017-05-14,hit,143.96948,-7.32,119.405,0.778,4,1.0,9,0.062,0,0.265,0.000404,0.659,0.614,0.0,0.123,0.0541,0.26
Mercy,2VIPU72L6tIR4w8J8ap6Kp,74,2017-02-10,hit,217.12,-7.906000000000001,71.957,0.013000000000000001,4,0.8320000000000001,4,0.607,1,0.64,0.84,0.638,0.367,0.0,0.0999,0.0266,0.219
Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,76,2017-03-31,hit,268.18667,-7.724,171.85299999999998,0.32899999999999996,4,1.0,11,0.5670000000000001,0,0.563,0.0576,0.497,0.489,9.91e-05,0.122,0.294,0.231
Another Sad Love Song,52Qu0no0NBho3zyRmjlsHn,76,2017-04-27,hit,244.74667000000002,-7.777,107.014,0.792,4,1.0,5,0.6809999999999999,0,0.6809999999999999,0.412,0.834,0.472,6.76e-05,0.0836,0.0873,0.517
Revenge,5TXDeTFVRVY7Cvt0Dw4vWW,78,2017-08-25,hit,120.02667,-16.169,139.999,0.376,4,1.0,11,0.759,0,0.573,0.782,0.746,0.251,0.00203,0.106,0.259,0.18
Delicate,6NFyWDv5CjfwuzoCkw47Xf,79,2017-11-10,hit,232.25332999999998,-10.177999999999999,95.045,0.32799999999999996,4,1.0,9,0.23,0,0.27899999999999997,0.216,0.75,0.404,0.000357,0.0911,0.0682,0.0499
From The D To The A (feat. Lil Yachty),2NyrXRn4tancYPW6JwtTl2,74,2017-03-17,hit,158.68417,-5.417000000000001,99.061,0.8029999999999999,4,1.0,10,0.155,0,0.244,0.195,0.851,0.625,0.0,0.266,0.303,0.668
Rewrite The Stars,65fpYBrI8o2cfrwf2US4gq,81,2017-12-08,hit,217.44,-7.005,125.046,0.502,4,0.8759999999999999,10,0.573,1,0.43,0.0716,0.684,0.619,0.0,0.122,0.0386,0.284
Something Just Like This,6RUKPb4LETWmmr3iAEQktW,83,2017-04-07,hit,247.16,-6.769,103.01899999999999,0.37,4,1.0,11,0.168,0,0.434,0.0498,0.617,0.635,1.44e-05,0.164,0.0317,0.446
No Limit,2Xqd0wUttjueBfdcltADOv,77,2017-09-07,hit,245.38667,-3.7910000000000004,175.957,0.565,4,1.0,1,0.439,1,0.41700000000000004,0.0117,0.838,0.771,0.0,0.0853,0.244,0.405
Pretty Girl - Cheat Codes X CADE Remix,1NDxZ7cFAo481dtYWdrUnR,78,2017-03-02,hit,193.61333,-4.6610000000000005,121.03,0.757,4,1.0,7,0.504,0,0.537,0.15,0.703,0.868,0.132,0.104,0.0291,0.733
"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",5de7ci7TFqbQ1PFgKAD7MR,73,2017-03-30,hit,249.24,-3.885,149.906,0.146,4,1.0,6,0.474,1,0.5,0.0517,0.703,0.661,0.0,0.34,0.0539,0.495
Sit Next to Me,4BdGO1CaObRD4La9l5Zanz,75,2017-07-21,hit,243.14667000000003,-4.976,97.021,0.617,4,1.0,6,0.3,0,0.419,0.117,0.638,0.738,0.000384,0.689,0.0292,0.657
The Race,3wGXyJGsCf1myH5MooQIqE,75,2017-12-14,hit,140.0,-6.064,160.22299999999998,0.47,4,0.805,9,0.45299999999999996,1,0.402,0.00266,0.766,0.606,0.0,0.166,0.456,0.352
American Teen,312WNtMs3F28cUukaPY9bo,76,2017-04-27,hit,250.74667000000002,-6.934,100.436,0.297,4,0.82,0,0.8190000000000001,1,0.695,0.0683,0.658,0.623,0.0,0.321,0.0398,0.207
Love Someone,43CFDpciGFDm226POTLEXU,73,2017-08-04,hit,211.72,-5.011,173.995,0.405,4,0.8440000000000001,9,0.9259999999999999,1,0.784,0.218,0.423,0.813,1.62e-06,0.0732,0.0507,0.421
This Is Me,45aBsnKRWUzhwbcqOJLwfe,81,2017-12-08,hit,234.70667000000003,-7.276,191.702,0.087,4,0.9229999999999999,2,0.478,1,0.6609999999999999,0.00583,0.284,0.704,0.000115,0.0424,0.186,0.1
Myself,05nbZ1xxVNwUTcGwLbp7CN,74,2017-02-24,hit,226.04,-7.621,159.741,0.039,4,0.88,5,0.754,0,0.43,0.664,0.654,0.393,0.0,0.114,0.284,0.105
Relationship (feat. Future),25oOaleife6E2MIKmFkPvg,75,2017-06-16,hit,215.30667000000003,-6.336,145.99200000000002,0.857,4,1.0,2,0.74,1,0.643,0.00252,0.842,0.597,0.0,0.124,0.0627,0.298
What Makes You Country,3bDXhWsPiFTHtrsMg5faL2,74,2017-12-08,hit,235.26621,-1.723,159.985,0.596,4,1.0,0,0.9,1,0.758,0.0104,0.513,0.949,0.0,0.154,0.0461,0.797
Selfish,2xbI8Vmyv3TkpTdywpPyNw,74,2017-01-13,hit,245.60443999999998,-5.84,101.98100000000001,0.191,4,1.0,1,0.40399999999999997,0,0.5670000000000001,0.114,0.638,0.6,0.0,0.187,0.0438,0.0399
The Weekend,6gU9OKjOE7ghfEd55oRO57,75,2017-06-09,hit,272.18667,-9.405,68.191,0.049,5,0.695,8,0.263,0,0.38799999999999996,0.241,0.487,0.366,0.0,0.126,0.0531,0.161
Sativa,2pg2TiYo9Rb8KeB5JjP7jS,74,2017-09-22,hit,276.96,-7.34,125.99,0.33299999999999996,4,1.0,6,0.46399999999999997,0,0.624,0.315,0.741,0.61,0.0,0.534,0.0512,0.72
Nowadays (feat. Landon Cube),2u7mxWSeoqTXndK5e08jMp,76,2017-12-12,hit,203.90771,-6.987,79.993,0.37799999999999995,4,0.996,6,0.42100000000000004,0,0.49700000000000005,0.157,0.745,0.646,0.0,0.338,0.17,0.46
Unforgettable,30MM5jWpUmOxtTNd9Ey5LZ,73,2017-09-08,hit,157.08,-5.497000000000001,130.077,0.614,4,1.0,7,0.6759999999999999,1,0.74,0.032,0.663,0.738,0.000225,0.0856,0.0303,0.825
A Million Dreams,0RoA7ObU6phWpqhlC9zH4Z,80,2017-12-08,hit,269.45333,-11.689,54.747,0.127,3,0.893,7,0.6940000000000001,1,0.691,0.243,0.265,0.312,0.0,0.0893,0.0569,0.0998
Wanted You (feat. Lil Uzi Vert),790MhTXPFrYkrqCKvpg4t1,74,2017-11-03,hit,228.08,-4.966,146.885,0.48,4,1.0,9,0.33899999999999997,0,0.446,0.168,0.793,0.718,0.0,0.241,0.0547,0.649
No Smoke,57IRaiAB4hBZu3gnNVZC0v,73,2017-08-04,hit,160.0,-6.097,143.966,0.514,4,0.983,9,0.46799999999999997,0,0.456,0.113,0.658,0.736,0.0,0.0978,0.308,0.804
Goodie Bag,297rZsBEjFw9d0Gl3iBLnd,75,2017-11-05,hit,146.39007,-12.242,138.216,0.7859999999999999,4,1.0,7,0.327,0,0.45799999999999996,0.82,0.701,0.529,0.00113,0.249,0.147,0.577
Better Off Gone,6IqUm14MgoKbwt6jdGBikH,74,2017-07-28,hit,182.08399,-7.421,100.016,0.355,4,1.0,5,0.187,0,0.33799999999999997,0.117,0.672,0.622,0.0,0.113,0.176,0.561
Electric (feat. Khalid),20TYNq9o5sdBAbkCWE9ih7,76,2017-01-20,hit,246.32738999999998,-10.489,111.072,0.41,4,1.0,10,0.541,0,0.662,0.738,0.599,0.396,2.19e-05,0.102,0.0392,0.134
Cabin Sound,5jUXYkjrCkkhnMMJPTgSqN,76,2017-01-18,hit,156.80517,-54.376000000000005,0.0,0.0,0,0.0,1,0.84,1,0.489,0.908,0.0,0.616,0.388,0.11,0.0,0.0
Icon,22nyEAEM29tcBRhukR089b,77,2017-11-17,hit,220.99596,-5.093,119.98200000000001,0.087,4,1.0,9,0.326,0,0.22,0.222,0.786,0.82,0.0,0.575,0.232,0.49
Never Forget You,6hmhG1b4LEyNuashVvuIAo,79,2017-03-17,hit,213.42762000000002,-5.728,145.99200000000002,0.45299999999999996,4,1.0,11,0.35600000000000004,0,0.41700000000000004,0.00312,0.583,0.732,9.86e-06,0.269,0.0457,0.276
Never Enough,0Gl5s8IhMmQE5YQwM8Qx1J,80,2017-12-08,hit,207.78667,-8.902999999999999,86.777,0.0,3,0.18100000000000002,8,0.504,1,0.6659999999999999,0.423,0.277,0.394,0.0,0.0952,0.0336,0.227
Slow Hands,2cOUlop2ZakjOKe4WinesN,79,2017-10-20,hit,188.17442,-6.666,85.889,0.584,4,0.85,0,0.562,1,0.336,0.0139,0.726,0.431,0.0,0.054,0.0554,0.86
Sauce It Up,1uL78kFWxhz3umTMWJu8n5,74,2017-08-25,hit,207.0385,-6.305,79.532,0.223,4,1.0,6,0.35100000000000003,0,0.447,0.0715,0.813,0.528,0.0,0.125,0.313,0.131
River (feat. Ed Sheeran),1cS0TgbR263ey9jn0MwD2s,81,2017-12-15,hit,221.01332999999997,-5.916,90.09,0.22399999999999998,4,1.0,8,0.10800000000000001,0,0.3,0.142,0.748,0.749,0.0,0.0713,0.516,0.659
Crew (feat. Brent Faiyaz & Shy Glizzy),15EPc80XuFrb2LmOzGjuRg,74,2017-03-24,hit,176.70203999999998,-8.417,129.938,0.706,4,1.0,1,0.456,0,0.488,0.133,0.728,0.607,0.0,0.0864,0.132,0.445
YuNg BrAtZ,2ooF4088y5L72c4YTEJQoB,76,2017-05-16,hit,101.85143000000001,-5.962999999999999,128.063,0.7,4,1.0,9,0.42,1,0.18600000000000003,0.0179,0.755,0.695,0.0,0.107,0.26,0.493
Dusk Till Dawn - Radio Edit,1j4kHkkpqZRBwE0A4CN4Yv,83,2017-09-07,hit,239.0,-6.593,180.043,0.054000000000000006,4,0.9440000000000001,11,0.382,0,0.6759999999999999,0.101,0.258,0.437,1.27e-06,0.106,0.039,0.0967
If You Want Love,3i5qVV8azKqGFK4Gzdt5YS,76,2017-10-06,hit,199.38667,-10.270999999999999,70.12899999999999,0.01,4,1.0,0,0.44799999999999995,1,0.496,0.624,0.681,0.397,0.0,0.113,0.12,0.251
Chanel,6Nle9hKrkL1wQpwNfEkxjh,75,2017-03-10,hit,210.28508,-5.732,110.134,0.047,4,1.0,0,0.054000000000000006,0,0.32299999999999995,0.874,0.776,0.503,0.0,0.112,0.237,0.473
The Greatest Show,4ylWMuGbMXNDgDd8lErEle,80,2017-12-08,hit,302.14667000000003,-7.36,157.92,0.40399999999999997,4,0.887,11,0.313,0,0.589,0.000239,0.417,0.824,0.0545,0.0725,0.105,0.4
Glorious (feat. Skylar Grey),0CokSRCu5hZgPxcZBaEzVE,80,2017-09-22,hit,220.4542,-5.126,139.994,0.7070000000000001,4,0.948,0,0.327,0,0.526,0.0323,0.731,0.794,2.59e-05,0.112,0.0522,0.356
Thick Niggas and Anime Tiddies,33kB5gz4gzOEZVkuWKHylS,74,2017-08-12,hit,90.12245,-9.295,135.97,0.627,4,0.504,1,0.588,1,0.35200000000000004,0.221,0.897,0.449,0.0,0.103,0.429,0.707
Life Changes,4Vxu50qVrQcycjRyJQaZLC,72,2017-09-08,hit,190.22666999999998,-4.37,87.97200000000001,0.043,4,0.7909999999999999,7,0.499,1,0.588,0.105,0.687,0.842,0.0,0.0436,0.058,0.778
Slide (feat. Frank Ocean & Migos),6gpcs5eMhJwax4mIfKDYQk,77,2017-02-24,hit,230.81329,-3.299,104.066,0.51,4,1.0,1,0.257,0,0.45,0.498,0.736,0.795,1.21e-06,0.254,0.0545,0.511
Rake It Up,4knL4iPxPOZjQzTUlELGSY,74,2017-10-27,hit,276.33333,-8.126,149.953,0.341,4,1.0,1,0.6629999999999999,0,0.5660000000000001,0.022,0.91,0.444,0.0,0.137,0.344,0.53
Broken Halos,06gD2ZtK3Dzc1BYqWExQJJ,73,2017-05-05,hit,180.90667,-7.066,78.34100000000001,0.16699999999999998,4,1.0,8,0.5589999999999999,1,0.5920000000000001,0.133,0.607,0.575,2.52e-06,0.0566,0.0252,0.504
It Ain’t Me (with Selena Gomez),12GEpg2XOPyqk03JZEZnJs,71,2017-02-17,hit,220.78077000000002,-6.596,99.96799999999999,0.27,4,1.0,0,0.604,1,0.638,0.119,0.64,0.533,0.0,0.0864,0.0706,0.515
Flare Guns,7cM9Kqto11iJpY2RwgVJSq,74,2017-09-15,hit,240.01332999999997,-6.806,92.95100000000001,0.735,4,0.997,1,0.109,0,0.401,0.26,0.812,0.472,0.0,0.285,0.0603,0.457
Portland,2bjwRfXMk4uRgOD9IBYl9h,76,2017-03-18,hit,236.61492,-8.227,136.088,0.6729999999999999,4,1.0,1,0.988,1,0.6709999999999999,0.0143,0.924,0.444,0.0,0.26,0.243,0.314
Broken Clocks,2fXwCWkh6YG5zU1IyvQrbs,73,2017-06-09,hit,231.25332999999998,-7.3660000000000005,112.85600000000001,0.6809999999999999,4,1.0,6,0.381,1,0.446,0.13,0.684,0.683,0.0,0.156,0.177,0.406
Dark Knight Dummo (Feat. Travis Scott),3YeJXuRSNS5FYwOsDu44kD,73,2017-12-05,hit,256.16267999999997,-2.8810000000000002,121.056,0.122,4,1.0,8,0.608,0,0.382,0.15,0.379,0.824,0.0,0.138,0.0975,0.226
Dissolve,7pBrj5rt4SSxXwFKOyZfHR,76,2017-11-03,hit,224.66091,-10.668,85.486,0.204,4,1.0,6,0.345,0,0.496,0.23,0.688,0.582,0.000157,0.0663,0.0542,0.872
Baby Shark,5ygDXis42ncn6kYG14lEVG,78,2017-07-27,hit,96.33279,-3.6510000000000002,115.06200000000001,0.667,4,1.0,7,0.7490000000000001,1,0.594,0.245,0.825,0.84,0.0,0.341,0.227,0.52
Depression & Obsession,2H3wWrnO758y0fPH7Ilerg,76,2017-08-25,hit,144.73333,-10.7,105.95,0.444,4,1.0,11,0.446,0,0.5760000000000001,0.585,0.769,0.156,0.015,0.102,0.035,0.527
Truth Hurts,5Qel1sTrU4LM8HlJSPT2jd,74,2017-09-19,hit,173.32516999999999,-3.0460000000000003,158.08700000000002,0.41,4,1.0,4,0.195,0,0.24600000000000002,0.11,0.715,0.624,0.0,0.123,0.114,0.412
Galway Girl,0afhq8XCExXpqazXczTSve,82,2017-03-03,hit,170.82667,-3.3739999999999997,99.943,0.03,4,0.98,9,0.19699999999999998,1,0.365,0.0735,0.624,0.876,0.0,0.327,0.1,0.781
Ocean Eyes - Blackbear Remix,4JuZQeSRYJfLCqBgBIxxrR,76,2017-01-13,hit,195.30667,-9.891,144.987,0.39799999999999996,4,1.0,4,0.47,0,0.524,0.119,0.655,0.438,1.35e-05,0.0893,0.0455,0.122
Sixteen,3pJkBPHadRAxBBo484RipI,72,2017-09-08,hit,178.33333000000002,-7.031000000000001,107.01299999999999,0.7709999999999999,4,1.0,1,0.762,1,0.701,0.0147,0.707,0.531,2.11e-06,0.175,0.0273,0.417
Sorry Not Sorry,7gvd8xj4QgPqbQSsn5pV7d,77,2017-09-29,hit,203.76,-6.928,144.077,0.055999999999999994,4,1.0,11,0.397,0,0.5589999999999999,0.0237,0.705,0.64,0.0,0.262,0.225,0.887
LOYALTY. FEAT. RIHANNA.,6SwRhMLwNqEi6alNPVG00n,75,2017-04-14,hit,227.36,-8.982999999999999,110.684,0.7979999999999999,4,1.0,9,0.48100000000000004,0,0.45899999999999996,0.0265,0.658,0.535,0.0,0.2,0.0573,0.419
How Does It Sound,5tMViyamkwQmHjMm1OajDi,72,2017-07-21,hit,162.4,-5.532,82.007,0.467,4,1.0,7,0.344,1,0.456,0.0141,0.536,0.761,0.0,0.133,0.0287,0.495
Deep Thunderstorm,4xyiM6KWF90l9wQh07GJvN,74,2017-01-09,hit,152.56298999999999,-27.105,100.84100000000001,0.037000000000000005,4,0.377,2,0.517,1,0.327,0.00143,0.135,0.579,0.949,0.393,0.0932,0.0327
Nevermind,63SevszngYpZOwf63o61K4,84,2017-06-30,hit,156.6,-8.339,99.977,0.385,4,1.0,5,0.426,0,0.444,0.156,0.592,0.691,9.78e-06,0.418,0.196,0.0796
