name,id,popularity,release_date,hit_miss,duration,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
Prem Rog Mane,6so8txClfnaUW5bceVQLj1,9,20/4/2018,miss,195.86399,-7.244,195.95,0.164,4,1,2,0.509,1,0.581,0.333,0.368,0.644,0,0.118,0.0914,0.576
Patli Kamar,6v8x7ZSQJjbncmueR8iMhU,0,14/7/2018,miss,189.88798,-2.394,127.972,0.719,4,1,1,0.792,1,0.835,0.123,0.809,0.794,0,0.116,0.0465,0.607
Bhai Re,6mQVNZsOiAdrFcKW7eSYWH,0,2/9/2018,miss,257.71433,-8.516,157.445,0.461,3,1,4,0.444,0,0.227,0.731,0.696,0.642,0.000413,0.16,0.254,0.83
Jarashi Jarashi,6n8t6duzjuijJvIVjJUPWf,2,1/1/2018,miss,248.27565,-7.13,85.113,0.106,4,0.997,7,0.697,1,0.84,0.358,0.437,0.596,6.38E-05,0.117,0.0641,0.452
Dhooramaai,6oyCC1zuW7wARG3Qa9pRDc,17,16/7/2018,miss,248.25002,-10.028,159.821,0.231,4,1,0,0.718,1,0.706,0.9,0.46,0.4,0.000521,0.0974,0.0292,0.227
Kande - Title Song,6q14R1IGcnNU0j0isIUL0U,6,23/4/2018,miss,351.15882,-2.49,79.917,0.025,4,1,8,0.684,0,0.43,0.546,0.647,0.853,0,0.158,0.0905,0.721
Bom Diggy Diggy,6qCNaRRr5xJALfNJvh0NAw,59,8/2/2018,miss,238.53025,-4.219,104.032,0.719,4,1,11,0.647,0,0.58,0.159,0.782,0.827,0,0.226,0.0627,0.498
Salam Tohra Beauty Ke Kare,6qjOflFVV2Ggp5qIvboYKz,1,15/3/2018,miss,317.68027,-4.772,119.932,0.824,4,1,10,0.77,1,0.514,0.0177,0.803,0.887,0,0.0599,0.0359,0.659
Farce,6rI3Zbr0njRceEY8AcaJxi,0,22/1/2018,miss,50.99977,-9.429,131.304,0.833,4,0.857,11,0,0,0,0.502,0.746,0.497,0,0.0999,0.298,0.708
Jekra Janat Rahi Ham Jaan,6rLTjcfhyfZld0r6elry3Z,0,10/10/2018,miss,405.51723,-6.055,130.558,0.41,3,1,1,0.532,1,0.444,0.29,0.69,0.735,0,0.135,0.0971,0.645
Gum Zaare,6sC0FR3uhQuiYFogoR8hTc,0,20/4/2018,miss,229.5,-8.666,80.01,0.569,4,1,11,0.481,0,0.447,0.21,0.801,0.585,1.99E-05,0.27,0.176,0.567
Saara Bihari Fan,6sMmuRruyQ5y8f18KloK6W,0,6/4/2018,miss,207.46658,-1.001,139.978,0.866,4,1,6,0.612,0,0.541,0.0965,0.684,0.91,0,0.372,0.176,0.716
Sleepi Kanda Meenu,6v2WzzFxFVnJQco0nLvco5,2,29/6/2018,miss,244.86485,-5.832,110.866,0.259,4,1,5,0.805,0,0.661,0.572,0.572,0.62,3.08E-06,0.18,0.0665,0.859
"Om Namah Shivay (From ""Page 16"")",6xSs7pv3sUlp4yjmJWMkvx,3,23/6/2018,miss,234.98971,-5.411,119.998,0.138,4,1,9,0.648,1,0.415,0.0498,0.678,0.824,4.89E-05,0.25,0.0627,0.503
Naan Yaar,70GcpeDD8nhT1VeCbcvAgk,26,10/9/2018,miss,318.29333,-7.877,105.006,0.845,4,1,11,0.468,0,0.528,0.0535,0.628,0.741,0.0133,0.146,0.0351,0.708
Iceu Piceu Ree,71YFbOVCcRZRstP4FHPInI,0,24/7/2018,miss,118.102,-10.411,136.104,0.774,4,1,4,0.5,1,0.525,0.709,0.795,0.324,0,0.276,0.102,0.356
Vaanam Thoorammalae,73nmgbIak6UQ42Msf1MJ1y,30,11/1/2018,miss,360,-8.188,91.015,0.099,4,0.983,8,0.679,1,0.756,0.802,0.622,0.596,0.000152,0.0838,0.0423,0.439
Aangu Vaangu,74xeyvlqJIxflbt5jTW7UM,21,6/10/2018,miss,265.08748,-6.164,133.425,0.249,4,1,5,0.471,0,0.554,0.25,0.759,0.877,0,0.111,0.324,0.765
Pardeshma Jau to Yaad Aave Gorande,75Cx2QDj1vvKNr1iksBKgc,0,19/5/2018,miss,261.8,-5.342,165.027,0.268,4,1,1,0.438,1,0.562,0.195,0.594,0.939,9.93E-05,0.0678,0.0382,0.94
"Badla (From ""Blackmail"")",75ExNU07FSnQxaKUztaVGf,36,16/3/2018,miss,220.84975,-5.777,100.028,0.567,4,1,9,0.329,1,0.293,0.0253,0.8,0.752,1.67E-05,0.29,0.0677,0.19
Thak Pashe Priyotoma - Reprise Version - Happy Pill,764lzOkD1P8uQOpJ4oQDAi,0,27/7/2018,miss,162.84735,-6.882,159.985,0.387,4,0.966,7,0.81,1,0.716,0.00291,0.513,0.566,0,0.563,0.0265,0.609
Ek Dham,78wubPyjfFN4Ith6OUO6mW,0,20/11/2018,miss,224.72707,-8.412,128.04,0.705,4,1,6,0.09,1,0.236,0.00218,0.733,0.776,0.662,0.105,0.0386,0.798
Duniya Duniya,7AElldOyV7JphzDZXbljIw,0,14/4/2018,miss,243.93859,-5.346,130.039,0.869,4,1,6,0.601,1,0.71,0.13,0.736,0.886,0.000104,0.0949,0.0358,0.844
Ee Waiting,7CZ9EJEhxBJ13iVR76P0iY,0,9/2/2018,miss,186.7059,-10.198,169.861,0.308,4,1,8,0.361,1,0.471,0.327,0.603,0.492,0.0656,0.105,0.112,0.494
Shonakathi,7D1pmwjCMNkVogqopCTaR8,5,15/3/2018,miss,212.5532,-7.729,94,0.508,4,1,2,0.514,1,0.557,0.603,0.699,0.764,1.41E-05,0.0818,0.111,0.64
Le Photo Le,7EurvaQDMIhPOUZirfXtpr,1,16/8/2018,miss,434.36798,-2.849,106.551,0.307,3,0.971,1,0.94,1,0.821,0.17,0.525,0.983,2.44E-05,0.343,0.14,0.567
Yaa Rabba,7FdQHF3tXLMeE1dHPQs4xD,0,3/9/2018,miss,249.27433,-4.097,121.997,0.731,4,1,10,0.421,1,0.35,0.404,0.57,0.654,1.46E-06,0.241,0.0269,0.48
Aashcharya Aago,7GXMKGmZo2FVPiqo1ityyI,0,6/5/2018,miss,255.11234,-8.558,101.048,0.552,4,1,5,0.47,0,0.444,0.113,0.713,0.679,0.00127,0.348,0.0608,0.681
Kannil Minnum Vettam,7HfRO98xUb8OOInKodTLNO,1,1/7/2018,miss,230.00508,-11.08,98.04,0.065,1,1,10,0.238,1,0.42,0.777,0.764,0.379,0.241,0.107,0.0377,0.331
Holi (Manganiyars &amp; Langa's Folk Song),7I7Ptc6o60rMdfrP7mDbiW,32,21/1/2018,miss,176.55959,-6.947,192.218,0.035,1,1,5,0.515,0,0.454,0.316,0.26,0.735,0,0.408,0.0901,0.422
Tribal Symphony,7LyXYASxVHwJVZYcYJuC5k,0,1/9/2018,miss,591.50512,-9.462,81.362,0.036,4,1,5,0.592,1,0.472,0.79,0.258,0.596,0.247,0.102,0.128,0.245
Hebbettu Ramakka,7bdGhtHsboSJrbIMKp8YC7,0,17/1/2018,miss,87.79088,-3.64,89.819,0.293,4,1,11,0.674,0,0.576,0.408,0.852,0.827,0,0.117,0.381,0.967
Anthaathi,7ciXqAPQXQVLrl5vGYmlh4,46,17/8/2018,miss,434.83977,-11.39,94.908,0.188,4,0.854,9,0.636,0,0.591,0.292,0.379,0.382,0.00132,0.126,0.0737,0.227
Meesa Munna Vettakadu,7e1NgjpUJpZ4Muzu0bUPky,1,15/10/2018,miss,286.42857,-6.345,84.042,0.268,4,1,5,0,1,0,0.0716,0.483,0.916,2.82E-05,0.71,0.102,0.793
Vaa Machi Vaada Machi,7k0aBiDRdNhJyIKhh7wf6k,4,16/5/2018,miss,277.33333,-6.554,129.958,0.161,4,1,0,0.334,0,0.485,0.168,0.573,0.689,0,0.278,0.193,0.697
Ennadi Ennadi,7kJCTo1hHJD4fVV8P9XEbD,0,10/1/2018,miss,232.2,-6.956,107.984,0.832,4,1,2,0.799,1,0.797,0.0957,0.767,0.682,0,0.104,0.0361,0.552
Kharihani Me,7kKjEMNJW4wdARV41X1M0b,1,13/10/2018,miss,232.98698,-2.378,154.024,0.082,4,0.957,11,0.601,0,0.471,0.0219,0.581,0.904,0,0.351,0.225,0.659
Enna Mayam - Reprise Version,7lp95Ac96aQMBgZfhpLIzE,0,21/8/2018,miss,121.60172,-8.946,100.013,0.203,4,1,5,0.464,1,0.475,0.628,0.516,0.332,0,0.154,0.0252,0.147
Kol Kol He Rehe,7pIqr0cTJnJibYiJcv4cDn,0,30/11/2018,miss,214.12499,-6.193,148.202,0.147,4,1,6,0.896,1,0.851,0.696,0.579,0.651,0,0.104,0.0325,0.697
Rang Rasiya,7q4eHs7csJyF4HU6hQiVev,0,3/9/2018,miss,248.29098,-8.477,136.039,0.166,4,1,1,0.524,1,0.625,0.676,0.52,0.661,0,0.129,0.074,0.581
"Dhooram Dhooram (From ""Jamba Lakidi Pamba"")",7r1agXFQN7j9ihjlV5tRfP,0,7/6/2018,miss,263.60857,-6.676,99.991,0.736,4,1,2,0.702,1,0.617,0.421,0.841,0.658,2.30E-06,0.348,0.0741,0.8
Mahi Mahi,7tVnZiISRFImMJElSZte7P,0,29/10/2018,miss,375.21129,-8.143,141.97,0.436,4,0.952,4,0.262,0,0.224,0.171,0.537,0.619,1.62E-06,0.138,0.0389,0.323
Naidoru Thota Kaada,7tiXtqKUXwP9Sjs2wIjFIK,0,15/6/2018,miss,190.68567,-5.071,184.846,0.287,4,1,7,0.429,1,0.498,0.598,0.649,0.813,0.000638,0.355,0.0814,0.851
Paniyon Sa,7tl1En7BCSnD6Qb5OGlEIE,46,1/8/2018,miss,236.23955,-4.953,75.03,0.407,4,0.909,0,0.625,0,0.828,0.447,0.523,0.768,0.000226,0.0833,0.0566,0.669
Thangatha Urasa,7uNnjiAjnhgv2uNMq17HZW,1,20/6/2018,miss,247.89615,-9.142,159.994,0.421,4,1,11,0.872,0,0.806,0.0699,0.623,0.429,8.80E-05,0.102,0.15,0.326
Pyar Ki Dose,7uV9fdmuM5WyoZnw5vsRhZ,3,3/11/2018,miss,197.76,-2.638,124.984,0.655,4,0.916,2,0.023,0,0.207,0.0367,0.697,0.774,1.00E-06,0.341,0.0577,0.506
No Woman No Cry,7v7lFWEihD3EGjdQpO9prc,11,15/6/2018,miss,261.46132,-6.208,139.976,0.802,4,1,2,0,0,0.018,0.152,0.742,0.938,4.72E-06,0.359,0.1,0.721
Halo Re Sajan Katch,7w9dJ9mHsUmenmnC4zZOsl,0,5/4/2018,miss,529.97224,-9.291,150.145,0.142,3,1,3,0.604,1,0.704,0.722,0.646,0.649,0.00045,0.337,0.0327,0.967
Tik Tik Tik - Telugu: Karaoke,7yv5YhDww287WPBiBquYPa,1,1/3/2018,miss,249.71551,-5.294,82.015,0.072,4,1,2,0.545,1,0.557,0.0568,0.732,0.716,6.34E-06,0.157,0.12,0.692
Udayinche Suryudila,7zj67UIFjmhha66BhqXGIS,0,29/1/2018,miss,182.34857,-5.792,171.731,0.167,4,1,11,0.34,0,0.438,0.138,0.58,0.76,0,0.0769,0.0517,0.398
Shallow,2VxeLyX666F8uXCJ0dZF8B,94,5/10/2018,hit,215.73333,-6.362,95.799,0.256,4,1,7,0.545,1,0.683,0.371,0.572,0.385,0,0.231,0.0308,0.323
Paniyon Sa,7tl1En7BCSnD6Qb5OGlEIE,46,1/8/2018,miss,236.23955,-4.953,75.03,0.407,4,0.909,0,0.625,0,0.828,0.447,0.523,0.768,0.000226,0.0833,0.0566,0.669
Power Tanatan,7uI1n932Q7CWCXpzP2ZfLX,3,5/2/2018,miss,207.4,-4.384,92.304,0.268,4,1,9,0.376,0,0.328,0.312,0.54,0.825,0,0.599,0.281,0.887
Nanagage,7uvHpBOy9cGjLgqdEGTxXA,0,19/3/2018,miss,208.53565,-20.626,129.8,0.357,4,0.984,6,0.907,1,0.805,0.593,0.461,0.249,6.79E-05,0.139,0.0394,0.112
Halo Re Sajan Katch,7w9dJ9mHsUmenmnC4zZOsl,0,5/4/2018,miss,529.97224,-9.291,150.145,0.142,3,1,3,0.604,1,0.704,0.722,0.646,0.649,0.00045,0.337,0.0327,0.967
Hani Hani,7wjlYP6xrYmbU2GXn4MvUu,0,26/7/2018,miss,261.18834,-7.7,81.98,0.421,4,0.983,11,0.282,0,0.316,0.734,0.689,0.408,0,0.145,0.0316,0.602
Machis,7x64PwIuExa1MIUequ3h5g,0,3/9/2018,miss,264.93959,-6.687,115.038,0.854,4,1,5,0.689,0,0.666,0.025,0.73,0.896,0,0.21,0.0849,0.547
Mattulad Mattulad,7xFCo5MU92cYIhBz4EC2ph,0,3/2/2018,miss,255.00045,-5.813,160.052,0.238,4,1,11,0.538,0,0.582,0.247,0.457,0.923,0.00156,0.0805,0.157,0.703
Aaja Meri Soniye,7xtdjXBVxAuBUsmGFXX8em,0,24/6/2018,miss,272.77061,-2.641,100.017,0.703,4,1,6,0.392,1,0.397,0.186,0.81,0.907,1.69E-06,0.0656,0.157,0.789
Shallow,2VxeLyX666F8uXCJ0dZF8B,94,5/10/2018,hit,215.73333,-6.362,95.799,0.256,4,1,7,0.545,1,0.683,0.371,0.572,0.385,0,0.231,0.0308,0.323
Taste (feat. Offset),5IaHrVsrferBYDm0bDyABy,88,16/5/2018,hit,232.95914,-7.442,97.994,0.521,4,1,0,1,1,0.786,0.0236,0.884,0.559,0,0.101,0.12,0.342
Nonstop,0TlLq3lA83rQOYtrqBqSct,86,29/6/2018,hit,238.61429,-8.074,154.983,0.843,4,0.911,7,0.319,1,0.111,0.0164,0.912,0.412,0.013,0.104,0.124,0.422
Beautiful Crazy,2rxQMGVafnNaRaXlRMWPde,83,1/6/2018,hit,193.2,-7.431,103.313,0,4,1,11,0.801,1,0.733,0.676,0.552,0.402,0,0.0928,0.0262,0.382
Yes Indeed,6vN77lE9LK6HP2DewaN6HZ,84,18/5/2018,hit,142.27311,-9.309,119.958,0.464,4,1,5,0.313,0,0.448,0.035,0.964,0.346,0,0.108,0.53,0.562
Be Alright,3EPXxR3ImUwfayaurPi3cm,90,29/6/2018,hit,196.37333,-6.319,126.684,0.429,4,0.486,11,0.633,1,0.65,0.697,0.553,0.586,0,0.0813,0.0362,0.443
Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,88,27/4/2018,hit,221.44,-8.094,140.06,0.495,4,0.84,8,0.469,1,0.513,0.58,0.739,0.559,0,0.112,0.117,0.439
MIA (feat. Drake),116H0KvKr2Zl4RPuVBruDO,92,11/10/2018,hit,210.36785,-6.349,97.062,0.158,4,0.985,6,0.508,0,0.572,0.0141,0.817,0.539,0.000496,0.099,0.0621,0.158
Noticed,6JQvHMSaR8flFsN53ypOfP,85,19/10/2018,hit,165,-7.622,79.992,0.345,4,0.777,11,0.068,1,0.397,0.462,0.699,0.558,0,0.116,0.0603,0.493
All Girls Are The Same,4VXIryQMWpIdGgYR4TrjT1,84,10/12/2018,hit,165.81973,-7.226,161.989,0.126,4,1,0,0.772,1,0.671,0.0769,0.671,0.529,0.000335,0.0856,0.307,0.203
SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,85,26/10/2018,hit,209.27383,-7.458,88.964,0.043,4,1,3,0.406,1,0.572,0.544,0.515,0.479,0.00598,0.191,0.0261,0.284
Close To Me (with Diplo) (feat. Swae Lee),5JEx7HbmvHQQswJCsoo9rA,90,24/10/2018,hit,182.62336,-5.029,144.111,0.775,4,0.97,1,0.265,0,0.478,0.0969,0.574,0.758,0,0.395,0.0621,0.492
I Like It,58q2HKrzhC3ozto2nDdN4z,88,6/4/2018,hit,253.39029,-3.998,136.048,0.861,4,1,5,0.601,0,0.607,0.099,0.816,0.726,0,0.372,0.129,0.65
Calling My Spirit,2MShy1GSSgbmGUxADNIao5,83,14/12/2018,hit,152,-9.954,119.985,0.9,4,1,1,0.273,1,0.49,0.0996,0.91,0.366,0,0.261,0.0941,0.74
God's Plan,6DCZcSspjsKoFjzjrWoCdn,88,29/6/2018,hit,198.97333,-9.211,77.169,0.468,4,0.955,7,0.236,1,0.234,0.0332,0.754,0.449,8.29E-05,0.552,0.109,0.357
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,92,28/9/2018,hit,212.5,-4.167,95.881,0.278,4,1,8,0,0,0.007,0.153,0.841,0.798,3.33E-06,0.0618,0.229,0.591
changes,7AFASza1mXqntmGtbxXprO,86,16/3/2018,hit,121.88689,-10.068,64.934,0.167,4,1,11,0.118,1,0.342,0.883,0.669,0.308,0,0.0984,0.029,0.52
Look Alive (feat. Drake),4qKcDkK6siZ7Jp1Jb4m0aL,85,9/2/2018,hit,181.2634,-7.495,140.022,0.801,4,1,10,0,1,0.223,0.00104,0.922,0.581,5.86E-05,0.105,0.27,0.595
Nuketown (feat. Juice WRLD),74lnM5V6ecvoTPV0fvptx9,82,30/11/2018,hit,166.4,-9.32,149.962,0.125,4,1,10,0,0,0.028,0.113,0.808,0.617,0,0.734,0.442,0.632
Beautiful (feat. Camila Cabello),4VUwkH455At9kENOfzTqmF,87,2/8/2018,hit,180,-4.722,100.027,0.226,4,1,2,0.601,1,0.689,0.346,0.638,0.717,0,0.105,0.0337,0.249
YOSEMITE,7lAK3oHbfEnvUQWosrMMpR,83,3/8/2018,hit,150.04308,-6.571,128.047,0.879,4,1,0,0.494,1,0.525,0.283,0.785,0.554,3.40E-06,0.116,0.0409,0.144
This Feeling,4NBTZtAt1F13VvlSKe6KTl,86,14/12/2018,hit,197.94667,-7.906,105.049,0.336,4,1,1,0.384,1,0.519,0.0558,0.575,0.571,0,0.0912,0.0439,0.449
Mine,7uzmGiiJyRfuViKKK3lVmR,85,12/4/2018,hit,131.06431,-3.874,142.929,0.471,4,0.91,4,0.128,1,0.342,0.0161,0.71,0.789,2.77E-06,0.451,0.0722,0.717
Lean Wit Me,3oDkdAySo1VQQG0ptV7uwa,82,10/12/2018,hit,175.75524,-5.515,163.935,0.088,4,1,1,0.813,1,0.738,0.0414,0.665,0.651,0,0.0896,0.156,0.237
Fine China,5274I4mUMnYczyeXkGDWZN,82,19/10/2018,hit,141.58667,-7.358,166.111,0.606,4,0.987,7,0.829,1,0.743,0.0484,0.656,0.542,0,0.126,0.323,0.551
no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo,88,17/8/2018,hit,205.92,-5.507,121.993,0.85,4,1,9,0.186,0,0.301,0.04,0.699,0.713,3.11E-06,0.294,0.0594,0.354
The Middle,09IStsImFySgyp0pIQdqAc,87,23/1/2018,hit,184.73206,-3.061,107.01,0.418,4,1,7,0.755,1,0.761,0.171,0.753,0.657,0,0.112,0.0449,0.437
Nice For What,3CA9pLiwRIGtUBiMjbZmRw,84,29/6/2018,hit,210.74667,-6.474,93.394,0.115,4,1,8,0.24,1,0.455,0.0891,0.586,0.909,0.000109,0.119,0.0705,0.757
Love Lies (with Normani),45Egmo7icyopuzJN0oMEdk,84,14/2/2018,hit,201.70735,-5.626,143.955,0.549,4,1,6,0.246,1,0.393,0.0956,0.708,0.648,0,0.134,0.0449,0.338
10 Freaky Girls (with 21 Savage),0AluA5RNsa4Cx6XRhf2hWZ,82,6/11/2018,hit,208.29333,-9.931,88.031,0.138,4,0.99,6,0.33,0,0.477,0.588,0.81,0.353,0,0.102,0.31,0.0727
TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,51w9Jbat1pLeWINGCpnQUR,82,27/11/2018,hit,248.52095,-7.883,159.949,0.743,4,0.987,0,0.671,1,0.617,0.0226,0.698,0.66,0,0.0622,0.052,0.451
In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,87,29/6/2018,hit,217.92535,-5.833,91.03,0.047,4,1,1,0,1,0.181,0.0589,0.835,0.626,6.00E-05,0.396,0.125,0.35
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",0ZNrc4kNeQYD9koZ3KvCsy,81,3/8/2018,hit,237.24,-7.709,203.911,0.447,4,0.911,1,0.595,1,0.529,0.00552,0.745,0.346,0,0.0881,0.331,0.112
Falling Down - Bonus Track,4jvjzW7Hm0yK4LvvE0Paz9,85,9/11/2018,hit,196.4,-6.442,120.013,0.722,4,1,4,0.599,0,0.575,0.0175,0.669,0.574,0.00294,0.146,0.0286,0.273
Slime Belief,2qGfZAgDe1pV2y5xJAhi6R,79,20/12/2018,hit,192.60612,-5.72,140.016,0.428,4,1,9,0.443,1,0.356,0.257,0.748,0.578,0,0.13,0.194,0.166
"FEFE (feat. Nicki Minaj, Murda Beatz)",4QIyEq7TcTdAcxjI2AFlAK,84,27/11/2018,hit,179.40476,-9.127,125.978,0.882,4,0.524,1,0.745,1,0.662,0.088,0.931,0.387,0,0.136,0.412,0.376
No Stylist,04MLEeAMuV9IlHEsD8vF6A,84,20/9/2018,hit,192.17243,-4.589,147.055,0.331,4,0.875,5,0.419,0,0.581,0.0215,0.765,0.704,0,0.227,0.127,0.498
Whiskey Glasses,6foY66mWZN0pSRjZ408c00,80,27/4/2018,hit,234.34667,-4.582,149.992,0.181,4,1,6,0.47,1,0.531,0.364,0.615,0.68,1.75E-06,0.115,0.0286,0.702
Startender (feat. Offset and Tyga),6uSSupG4TMu3vW8QgynAB6,82,14/12/2018,hit,192.77927,-4.653,191.971,0.498,4,1,6,0,0,0.165,0.0235,0.736,0.622,0,0.151,0.133,0.506
Kamikaze,1iPBD72u3nAyFEeardYuBV,81,19/10/2018,hit,139.2,-7.539,99.999,0.542,4,1,8,0.483,0,0.33,0.301,0.792,0.571,0,0.1,0.094,0.556
Calma - Remix,5iwz1NiezX7WWjnCgY5TH4,95,5/10/2018,hit,238.2,-4.218,126.899,0.544,4,1,11,0.33,0,0.465,0.323,0.826,0.773,0,0.143,0.0524,0.761
Close Friends (Lil Baby & Gunna),5nzhL67GpF9szXWg5y509A,80,5/10/2018,hit,203.88104,-5.077,158.953,0.175,4,1,10,0.433,0,0.543,0.044,0.665,0.585,0,0.0789,0.366,0.658
Candy Paint,32lItqlMi4LBhb4k0BaSaC,83,27/4/2018,hit,227.53333,-5.941,180.064,0.096,4,0.891,4,0.487,1,0.546,0.627,0.67,0.654,1.02E-06,0.071,0.153,0.438
Youngblood,2iUXsYOEPhVqEBwsqP70rE,86,15/6/2018,hit,203.41787,-5.114,120.274,0.656,4,0.977,7,0.278,0,0.317,0.0169,0.596,0.854,0,0.124,0.463,0.152
"Never Recover (Lil Baby & Gunna, Drake)",6wWaVoUOzLQJHd3bWAUpdZ,80,5/10/2018,hit,194.73247,-5.327,132.064,0.55,4,0.874,1,0.296,0,0.439,0.0716,0.757,0.69,0,0.192,0.282,0.914
Plug Walk,1ZAyjvIk9YiD76yYy0TEG6,82,30/3/2018,hit,175.2298,-6.531,94.981,0.283,4,0.989,11,0.194,1,0.344,0.202,0.876,0.519,0,0.108,0.143,0.158
Arms Around You (feat. Maluma & Swae Lee),2LskIZrCeLxRvCiGP8gxlh,87,25/10/2018,hit,198.90249,-5.45,104.969,0.719,4,1,9,0.684,0,0.48,0.0302,0.703,0.723,2.06E-06,0.126,0.0412,0.288
KIKA (feat. Tory Lanez),6Gy7rXB6Ku5vIWC7WGWsl3,84,27/11/2018,hit,136.03175,-3.368,94.513,0.33,4,0.841,1,0.528,0,0.522,0.128,0.745,0.715,0,0.182,0.245,0.342
She Got the Best of Me,698eQRku24PIYPQPHItKlA,79,1/6/2018,hit,183.16,-3.793,150.99,0.22,4,0.557,11,0.663,1,0.634,0.0292,0.533,0.907,0,0.386,0.0406,0.7
Roses (with Juice WRLD feat. Brendon Urie),5YAP8zpqj1eIX88makBjDe,81,5/12/2018,hit,223.5429,-7.097,147.059,0.321,4,0.99,8,0.393,1,0.557,0.166,0.613,0.6,0,0.117,0.154,0.532
Hide (feat. Seezyn),6rz0dTA0PdhXImFV5EjM0w,81,14/12/2018,hit,205.8,-5.017,149.996,0.288,4,0.838,5,0.531,0,0.503,0.0622,0.715,0.639,0,0.157,0.0752,0.151
Lucky You (feat. Joyner Lucas),60SdxE8apGAxMiRrpbmLY0,84,31/8/2018,hit,244.67905,-4.884,153.068,0.168,4,0.861,10,0.479,0,0.581,0.0627,0.876,0.786,0,0.127,0.306,0.575
Topanga,5aXgz1oKK8Q9z9xvTmSnrO,80,9/11/2018,hit,215.36431,-8.245,105.955,0.389,4,0.981,4,0.193,1,0.201,0.00587,0.755,0.615,1.75E-06,0.109,0.0454,0.039
OTW,6Hgh47WXVKtXN5zGOu0hjI,82,20/4/2018,hit,263.0137,-6.183,72.989,0,4,0.891,2,0.685,1,0.698,0.183,0.652,0.678,3.26E-05,0.106,0.0541,0.28
Wasted (feat. Lil Uzi Vert),1a7WZZZH7LzyvorhpOJFTe,80,10/12/2018,hit,258.47528,-5.024,144.994,0.594,4,1,0,0.398,1,0.497,0.0381,0.742,0.579,0,0.0952,0.202,0.502
3 Nights,1tNJrcVe6gwLEiZCtprs1u,86,16/10/2018,hit,177.66667,-6.594,151.891,0.203,4,1,7,0.134,0,0.274,0.223,0.815,0.518,0,0.104,0.0897,0.877
Natural,2FY7b99s15jUprqC0M5NCT,87,9/11/2018,hit,189.46667,-6.112,100,0.115,4,1,2,0.038,1,0.551,0.217,0.704,0.611,0,0.0812,0.0409,0.22
Act Up,3A2yGHWIzmGEIolwonU69h,79,16/11/2018,hit,158.33206,-4.713,97.075,0.223,4,1,8,0.286,1,0.441,0.0167,0.938,0.638,0,0.111,0.189,0.313
1400 / 999 Freestyle,75lcPkAkUsKWHGBlGM476R,79,9/11/2018,hit,175.95406,-6.067,141.991,0.884,4,0.738,6,0.384,0,0.454,0.0079,0.825,0.572,0,0.113,0.0864,0.568
Speechless,7q7jyVU0f0hnod8tsaUmxg,79,18/5/2018,hit,212.74535,-5.948,136.033,0.136,4,0.588,1,0.595,1,0.655,0.328,0.631,0.44,0,0.239,0.028,0.418
REEL IT IN,5qHirGR7M9tdm6C17DlzSY,81,15/8/2018,hit,121.34667,-8.677,128.981,0.762,4,1,10,0.428,0,0.504,0.073,0.754,0.342,0,0.193,0.0991,0.423
Hope,2ZRo7axmMPeSVUvDbGkJah,81,16/3/2018,hit,110.88649,-6.081,146.04,0.117,4,0.969,9,0.267,0,0.397,0.661,0.592,0.457,0.000331,0.146,0.0603,0.225
God is a woman,5OCJzvD7sykQEKHH7qAC3C,84,17/8/2018,hit,197.54667,-5.934,145.031,0.363,4,0.944,1,0.455,1,0.507,0.0233,0.602,0.658,6.00E-05,0.237,0.0558,0.268
BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,82,3/8/2018,hit,190.5571,-5.85,140.958,0.9,4,1,11,0.243,1,0.135,0.0531,0.763,0.628,0,0.114,0.05,0.193
Last Time That I Checc'd (feat. YG),39xWBHPM4E9MwzEy5gbM7p,79,16/2/2018,hit,225.57333,-4.224,96.024,0.111,4,1,1,0.406,1,0.314,0.0289,0.711,0.746,0,0.371,0.253,0.279
Look Back At It,3J5YrOvX2A0EA0j4BARQ9o,80,7/12/2018,hit,179.44948,-5.075,96.057,0.02,4,1,3,0.619,0,0.478,0.407,0.791,0.587,0,0.148,0.0413,0.536
Bodak Yellow,6KBYefIoo7KydImq1uUQlL,79,6/4/2018,hit,223.71288,-6.337,125.022,0.4,4,0.614,11,0.226,0,0.192,0.0659,0.926,0.703,0,0.231,0.103,0.485
Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,86,12/1/2018,hit,217.30667,-4.333,104.988,0.72,4,0.995,2,0.771,1,0.64,0.184,0.765,0.523,3.56E-05,0.132,0.03,0.394
the remedy for a broken heart (why am I so in love),4UKCKdYiLN6IMA5ZESUTL7,82,16/3/2018,hit,160.18444,-11.192,119.705,0.218,4,1,1,0.053,1,0.464,0.779,0.699,0.304,0.000993,0.137,0.0993,0.271
