id,popularity,release_date,hit_miss,duration,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
2G2YzndIA6jeWFPBXhUjh5,70,2011-02-22,1,160.90667,-7.032,129.657,0.77,4,1.0,4,0.69,1,0.546,0.181,0.511,0.769,0.0,0.0921,0.042,0.818
5ubHAQtKuFfiG4FXfLP804,72,2011-09-09,1,185.09333,-8.48,159.701,0.042,4,0.79,11,0.44,1,0.502,0.562,0.5920000000000001,0.637,0.0,0.13,0.0992,0.565
6VRhkROS2SZHGlp0pxndbJ,71,2011-12-27,1,215.25333,-2.302,110.026,0.777,4,1.0,7,0.617,1,0.517,0.0145,0.716,0.972,3.2200000000000003e-05,0.317,0.196,0.5760000000000001
0Oe49j06Bjrxs8PltuVeaW,72,2011-01-01,1,230.90667,-6.346,130.007,0.831,4,1.0,11,0.63,1,0.526,0.0848,0.758,0.6859999999999999,0.00127,0.142,0.0792,0.444
2yAVzRiEQooPEJ9SYx11L3,72,2011-01-05,1,283.74785,-11.470999999999998,128.007,0.948,4,1.0,7,0.568,0,0.603,0.259,0.8220000000000001,0.969,0.000162,0.39,0.0582,0.765
29csiYMOfBmLmGwxmISrMy,72,2011,1,265.30667,-3.515,139.939,0.47,4,0.86,5,0.736,1,0.705,0.622,0.591,0.672,0.0,0.112,0.0375,0.267
4Jv7lweGIUOFQ7Oq2AtAh9,72,2011-10-10,1,280.06975,-5.796,121.974,0.6809999999999999,4,1.0,9,0.747,0,0.579,0.0234,0.7859999999999999,0.696,0.0019,0.0839,0.0428,0.306
0RdUX4WE0fO30VnlUbDVL6,70,2011-11-04,1,403.45333,-4.916,103.929,0.489,4,0.936,6,0.578,0,0.633,0.0047,0.282,0.605,0.00144,0.103,0.0294,0.0783
0U10zFw4GlBacOy9VDGfGL,70,2011-11-19,1,215.22667,-4.485,127.986,0.833,4,1.0,1,0.256,1,0.459,0.025,0.7340000000000001,0.7659999999999999,0.0013800000000000002,0.108,0.0383,0.6
6p5oyiuAmfNdm526xamHxf,56,2011-03-08,0,152.68481,-4.362,152.009,1.0,4,1.0,2,0.79,1,0.7979999999999999,0.000176,0.523,0.938,0.929,0.32,0.0652,0.877
5pmL3RzOy3IvGFaSDi4hZL,68,2011-01-01,0,244.90667,-3.227,128.049,0.8959999999999999,4,0.845,3,0.0,1,0.153,0.0101,0.599,0.884,0.0,0.0662,0.0488,0.539
2uZX6rf2otrXvGx8vby7Xd,63,2011-08-16,0,174.0,-6.55,117.184,0.647,4,0.923,11,0.748,1,0.7120000000000001,0.7240000000000001,0.779,0.396,0.0,0.0859,0.0672,0.799
0pJfsPQesJyCnR5XWZyvj9,58,2011-09-09,0,195.84,-14.300999999999998,152.139,0.349,4,1.0,11,0.721,1,0.629,0.95,0.588,0.0929,0.00539,0.128,0.0443,0.502
3QEYmDt1FwOkFBFD74cEzZ,53,2011-01-19,0,241.65333,-2.674,160.009,0.277,4,1.0,2,0.769,1,0.7020000000000001,0.0467,0.5479999999999999,0.843,0.0,0.131,0.0374,0.754
40qGH4aiVeaFW7qIPCyTVa,63,2011-12-06,0,251.14667000000003,-6.659,139.97799999999998,0.5920000000000001,4,0.897,6,0.557,1,0.583,0.0381,0.545,0.466,0.0,0.353,0.0301,0.35100000000000003
2Fsg9at6oxnR7h6PhNcOmE,47,2011-04-19,0,211.25333,-5.581,126.998,0.857,4,0.995,4,0.736,1,0.6409999999999999,0.498,0.7390000000000001,0.688,0.0,0.17,0.0349,0.769
3BF9J3DjZuNKcfiAwkTsWK,53,2011-09-27,0,486.77333,-7.3370000000000015,112.657,0.28300000000000003,3,0.974,9,0.759,1,0.655,0.308,0.393,0.599,0.000333,0.201,0.0332,0.344
5twtkwNqXqaz7gp9zZ4Db4,43,2011-01-01,0,158.65333,-2.749,84.95,0.043,4,1.0,7,0.728,1,0.757,0.0378,0.526,0.919,1.11e-06,0.171,0.0496,0.609
6YKbXpB4u875ubrI4Terqm,41,2011-06-07,0,179.90667,-4.7410000000000005,132.20600000000002,0.343,4,0.912,2,0.562,1,0.469,0.00123,0.285,0.807,0.00368,0.317,0.0528,0.542
6tLEYkMGG4mEIwmOMf86rk,41,2011-11-15,0,170.58667,-2.124,158.02,0.794,4,1.0,6,0.32299999999999995,0,0.526,0.0107,0.4320000000000001,0.934,0.0,0.369,0.0926,0.615
5E3n459RNgTgWjuNDivIvC,40,2011-04-11,0,105.84,-6.901,142.512,0.177,4,0.344,0,0.659,1,0.496,0.6940000000000001,0.385,0.618,0.0008320000000000001,0.0804,0.0281,0.068
3nXoFRg649epr2Xezc05Af,40,2011-03-11,0,200.96,-6.5360000000000005,115.96,0.926,4,1.0,11,0.392,1,0.273,0.0493,0.866,0.722,1.6100000000000002e-05,0.0961,0.0348,0.343
3GFTyJiJXMWG55i00JVLPq,39,2011-03-07,0,234.16,-2.931,128.11,0.264,4,0.743,11,0.254,0,0.41,0.000425,0.259,0.984,0.0008410000000000001,0.181,0.228,0.4920000000000001
2eTjkXxxssJeR3u586CMkI,40,2011-12-21,0,201.15556,-6.479,138.914,0.307,4,1.0,5,0.44,0,0.524,0.064,0.536,0.642,0.35600000000000004,0.105,0.0434,0.193
7hlbbqRXaxVIjc7DYAv1o3,37,2011-06-07,0,256.62667000000005,-7.647,201.95,0.2,4,1.0,9,0.56,0,0.386,0.0409,0.459,0.733,1.46e-05,0.103,0.0411,0.7020000000000001
0tS7Mli5NtOcpeCqC25GWd,49,2011-02-06,0,156.51991,-10.549,104.361,0.625,4,1.0,7,0.418,1,0.64,0.16399999999999998,0.482,0.499,0.899,0.151,0.0268,0.281
3coGn1Uru4TKkOUpFXPKH1,36,2011-05-22,0,361.89333,-6.006,140.077,0.805,4,0.937,0,0.7090000000000001,0,0.7090000000000001,0.000924,0.4970000000000001,0.928,0.00343,0.64,0.0403,0.172
5Vpf2fcPtu7hdHr1ewVfLa,40,2011-07-26,0,465.68,-7.56,83.488,0.006999999999999999,4,0.569,10,0.762,1,0.6729999999999999,0.0404,0.214,0.326,0.000426,0.12,0.0324,0.13699999999999998
3ShzFbJSRNntv62XqTW50Q,37,2011-06-06,0,251.86667000000003,-4.348,169.864,0.194,4,0.915,2,0.478,1,0.563,0.06,0.536,0.713,3.15e-06,0.101,0.0294,0.547
0PJ3VBegafDjyvAbVuBnOb,41,2011,0,126.56327,-3.2310000000000003,117.444,0.833,4,0.309,2,0.591,1,0.579,0.37,0.8740000000000001,0.682,0.0,0.163,0.103,0.919
3kMEEDhGG7zVyGfMhol9E3,36,2011-01-01,0,237.32,-3.743,98.011,0.344,4,1.0,2,0.5579999999999999,1,0.541,0.147,0.718,0.7929999999999999,0.0,0.101,0.0244,0.813
57TEnWyROkQ7psPpvknJIS,42,2011-12-26,0,215.36,-25.878,108.131,0.048,4,0.018000000000000002,9,0.7879999999999999,0,0.7120000000000001,0.99,0.239,0.0124,0.25,0.0846,0.0457,0.108
6VhojS7vct8ezVYpJpsORF,43,2011-03-29,0,303.25333,-5.652,127.659,0.303,4,0.962,1,0.4320000000000001,0,0.472,2.44e-05,0.458,0.994,0.0369,0.307,0.0818,0.156
6WkwB5tjvgw8zjdKSOfl0S,38,2011-01-25,0,280.0,-13.197,85.554,0.419,4,0.635,0,0.71,1,0.67,0.887,0.626,0.312,0.055,0.17800000000000002,0.0529,0.258
4IXOuSEG9SHehdBRwEdezg,48,2011-12-13,0,224.38667,-4.3039999999999985,143.725,0.135,4,0.908,2,0.8590000000000001,1,0.644,0.631,0.519,0.627,0.0,0.153,0.0281,0.316
2qOO0iWjxqIEUflbObblZ6,34,2011-04-18,0,210.86667000000003,-6.776,145.588,0.632,4,1.0,11,0.81,1,0.763,0.00186,0.226,0.928,0.77,0.145,0.0457,0.412
1LEl9029bRIrHhssrf0Td6,43,2011-08-25,0,522.52,-6.25,137.981,0.914,4,0.78,9,0.18600000000000005,0,0.224,0.00354,0.5329999999999999,0.942,0.102,0.0644,0.0749,0.269
23ssBTLuRpiE8hlCTEZCIk,46,2011-02-18,0,205.12989,-7.539,126.02,0.857,4,0.967,6,0.087,1,0.271,0.0401,0.596,0.93,0.463,0.102,0.0474,0.647
5XHnhjqYz8wqsZO09vudiA,42,2011-10-04,0,230.88,-12.933,125.06,0.918,4,1.0,5,0.484,1,0.433,0.0833,0.773,0.617,0.000952,0.0653,0.0356,0.974
3jHZtHGZo4I2tVz1hHbEcS,33,2011-09-06,0,258.53387999999995,-8.963,137.939,0.586,4,1.0,9,0.396,1,0.506,0.0571,0.56,0.7490000000000001,0.0,0.318,0.064,0.493
0Z8PRBVcOL3urHOLHdQLyL,36,2011-01-24,0,315.22667,-8.63,84.02799999999998,0.056,4,0.978,7,0.024,0,0.14800000000000002,0.378,0.515,0.5579999999999999,0.0,0.151,0.16699999999999998,0.7190000000000001
2rof6LJNmSLxIjCbZO4MtN,31,2011-09-21,0,291.41333,-11.3,109.459,0.688,4,0.908,2,0.609,1,0.705,0.574,0.417,0.184,0.8590000000000001,0.13699999999999998,0.037000000000000005,0.29600000000000004
4tqDYLk2Gnte1Yb29GjX5s,32,2011-05-10,0,255.49333,-4.718,127.044,0.8009999999999999,4,0.851,7,0.517,1,0.625,0.00151,0.462,0.929,2.84e-06,0.565,0.0581,0.412
39WOhYBxBtFS7SIbiLpM69,33,2011-02-15,0,116.52,-7.8,129.91,0.7020000000000001,4,0.846,9,0.608,1,0.25,0.0242,0.5579999999999999,0.7829999999999999,0.0,0.0652,0.13699999999999998,0.593
1qsnFSUEAepy3hxDepdUhG,32,2011-07-21,0,196.94585,-7.192,107.362,0.816,4,1.0,0,0.483,1,0.542,0.26,0.7070000000000001,0.657,6.890000000000001e-05,0.0664,0.0511,0.7859999999999999
6Gz07GD2B3zCjzcMl6WN6O,36,2011-04-08,0,249.48,-13.474,87.094,0.14800000000000002,4,0.41,5,0.422,1,0.361,0.924,0.337,0.159,0.00074,0.103,0.031,0.173
6QsIgf3lGm3OZ2jw1V9DvC,31,2011-04-12,0,198.50667,-4.516,98.961,0.398,4,1.0,6,0.221,0,0.226,0.0998,0.858,0.851,0.0,0.282,0.188,0.884
3XpmFvsO8U4kMlVmxcc0AH,39,2011-09-27,0,407.65333,-11.771,123.618,0.198,3,0.936,7,0.802,1,0.773,0.23,0.284,0.306,0.0971,0.113,0.0313,0.0611
1QFnjRWdwT7TQM6Y2d8hR6,39,2011-04-29,0,325.48,-11.36,158.091,0.349,4,1.0,11,0.575,0,0.545,0.195,0.645,0.333,0.0062,0.129,0.0391,0.672
6itI0izGAFJkM6snIgIM8c,30,2011-01-01,0,218.18667,-4.017,125.999,1.0,4,0.884,7,0.612,1,0.62,0.00135,0.685,0.8340000000000001,0.00189,0.11,0.0313,0.7120000000000001
4bucWUf4Pgi6OZpoOkwIF2,37,2011-12-20,0,217.71293,-5.807,80.083,0.13,4,0.815,10,0.617,1,0.603,0.5589999999999999,0.429,0.562,0.0,0.134,0.0421,0.468
0ywi1OJ1YNVkZ9FBW5h3RP,40,2011-08-26,0,280.6088,-4.965,129.987,0.782,4,1.0,0,0.716,1,0.63,0.0143,0.6709999999999999,0.935,0.831,0.0423,0.0355,0.16
26npsVbbxWeOlqcuUo0KiP,36,2011-04-12,0,352.6,-5.724,128.018,0.81,4,1.0,6,0.823,1,0.607,4.46e-05,0.7240000000000001,0.489,0.00188,0.61,0.0402,0.799
1kRU1FuJgDBBRrxxTFiBW1,32,2011-06-28,0,287.8266700000001,-9.971,82.738,0.056,4,0.962,4,0.358,0,0.379,0.0571,0.502,0.632,0.054000000000000006,0.226,0.271,0.193
26HrkHeMhFrzMWl6FHzEkA,32,2011-09-27,0,214.0258,-11.595999999999998,90.195,0.294,4,0.99,10,0.987,1,0.762,0.913,0.621,0.528,0.248,0.105,0.0356,0.879
0Nrwz4YdxxQ3kPFqFSTygd,42,2011-03-22,0,262.03746,-6.801,95.942,0.5589999999999999,4,0.537,9,0.555,1,0.568,0.461,0.4920000000000001,0.408,0.0,0.107,0.0252,0.307
3KB6xkelIzPX759OKkVAHx,34,2011-01-01,0,160.36,-10.491,108.57,0.29,4,0.929,5,0.386,0,0.408,0.541,0.491,0.442,1.73e-05,0.266,0.027000000000000003,0.716
3PzLG1op3KZebaAOMM5gps,29,2011-03-01,0,252.33642000000003,-5.134,107.008,0.96,4,1.0,9,0.429,0,0.383,0.000279,0.728,0.7140000000000001,0.0,0.196,0.028,0.8690000000000001
57BbiKK9bqJeL7zDw0gsJp,30,2011-08-11,0,453.53333,-7.809,110.506,0.467,4,0.953,9,0.472,0,0.51,0.0193,0.343,0.936,0.00793,0.933,0.149,0.209
4Fl0X6VaYwZxHmWvBtI5tB,35,2011-08-03,0,292.16,-4.322,185.035,0.129,4,0.947,11,0.5670000000000001,0,0.469,2.84e-05,0.187,0.973,0.213,0.312,0.145,0.36
3KXZxudTpb6vsemFTwtopB,31,2011-11-08,0,189.86667,-14.618,195.864,0.222,4,1.0,0,0.7909999999999999,1,0.768,0.728,0.649,0.149,0.015,0.104,0.13,0.657
0D9AneUF2yOKV1sMxZ2IKz,28,2011-11-15,0,234.58667000000003,-7.192,90.00200000000002,0.452,4,1.0,9,0.434,0,0.439,0.0635,0.87,0.6679999999999999,0.0,0.0624,0.126,0.855
7m9a5IOARRSWemdNPc7cuP,28,2011-05-31,0,207.32,-5.147,159.958,0.715,3,1.0,5,0.615,0,0.617,0.00027,0.424,0.841,0.0,0.0628,0.0717,0.441
